index,D_PM10K,N_PM10K,O_PM10K,S_PM10K,W_PM10K
2018-03-05,61.675000000000004,59.93636363636363,57.25416666666666,60.237500000000004,63.60833333333333
2018-03-06,45.90833333333333,45.46666666666667,45.72083333333333,46.76666666666667,45.987500000000004
2018-03-07,45.18333333333334,42.875,56.137499999999996,44.98333333333333,41.80833333333333
2018-03-08,32.025,17.404166666666665,42.78333333333333,28.162499999999998,23.145833333333332
2018-03-09,53.166666666666664,32.895833333333336,61.887499999999996,57.28333333333333,41.516666666666666
2018-03-10,40.791666666666664,23.587500000000002,43.36666666666667,43.5,27.758333333333336
2018-03-11,28.604166666666668,17.329166666666666,30.633333333333336,28.78333333333333,19.566666666666666
2018-03-12,28.7375,15.591666666666667,25.625,24.59166666666667,15.933333333333332
2018-03-13,22.425,11.512500000000001,31.758333333333336,21.662499999999998,12.295833333333334
2018-03-14,25.283333333333335,10.450000000000001,30.03333333333333,22.916666666666668,15.195833333333333
2018-03-15,28.704166666666666,18.770833333333332,28.129166666666666,24.733333333333334,20.495833333333334
2018-03-16,28.358333333333334,18.5,29.44583333333333,22.579166666666666,15.841666666666667
2018-03-17,16.120833333333334,12.304166666666667,17.45,19.258333333333333,12.583333333333334
2018-03-18,17.220833333333335,16.162499999999998,21.087500000000002,18.375,18.375
2018-03-19,26.104166666666668,23.28333333333333,24.191666666666666,24.991666666666664,26.03333333333333
2018-03-20,40.041666666666664,35.833333333333336,42.5375,39.112500000000004,34.71666666666667
2018-03-21,41.395833333333336,27.47083333333333,38.104166666666664,37.0875,29.175
2018-03-22,39.387499999999996,29.545833333333334,34.512499999999996,34.38333333333333,32.145833333333336
2018-03-23,40.00416666666667,38.112500000000004,36.9625,39.362500000000004,32.68333333333333
2018-03-24,23.920833333333334,21.40416666666667,26.02916666666667,23.754166666666666,21.429166666666664
2018-03-25,35.06666666666667,34.954166666666666,37.329166666666666,34.083333333333336,35.34166666666667
2018-03-26,51.925000000000004,50.56363636363637,46.875,50.53333333333333,44.92916666666667
2018-03-27,46.13333333333333,32.37083333333333,43.612500000000004,40.858333333333334,37.583333333333336
2018-03-28,34.99583333333333,29.549999999999997,35.475,32.266666666666666,29.683333333333334
2018-03-29,45.13333333333333,32.15,41.300000000000004,37.545833333333334,36.09583333333333
2018-03-30,14.704166666666666,12.154166666666667,19.572727272727274,17.008333333333333,11.637500000000001
2018-03-31,24.016666666666666,16.091666666666665,27.349999999999998,25.09583333333333,18.195833333333333
2018-04-01,7.4750000000000005,5.6125,8.604166666666666,8.329166666666667,5.5874999999999995
2018-04-02,13.508333333333333,7.7124999999999995,16.758333333333333,13.591666666666667,9.875
2018-04-03,23.206666666666667,19.279166666666665,23.5625,24.295833333333334,18.245833333333334
2018-04-04,13.96923076923077,17.720833333333335,24.400000000000002,,17.479166666666668
2018-04-05,23.65416666666667,12.979166666666666,24.791666666666668,17.77857142857143,16.650000000000002
2018-04-06,15.470833333333333,14.200000000000001,25.358333333333334,16.479166666666668,13.4375
2018-04-07,21.84583333333333,18.724999999999998,27.887500000000003,24.625,22.104166666666668
2018-04-08,23.8875,22.020833333333332,25.8875,23.258333333333336,23.320833333333336
2018-04-09,36.21666666666667,36.5875,31.920833333333334,35.24285714285715,32.074999999999996
2018-04-10,21.270833333333332,30.316666666666666,23.933333333333334,21.004166666666666,17.545833333333334
2018-04-11,25.108333333333334,24.325,30.84166666666667,24.041666666666668,22.575
2018-04-12,31.25,28.620833333333334,32.15833333333333,30.504166666666666,28.9375
2018-04-13,17.279166666666665,14.083333333333334,20.837500000000002,15.645833333333334,14.583333333333334
2018-04-14,16.058333333333334,13.0,17.974999999999998,17.091666666666665,15.879166666666668
2018-04-15,30.6875,28.354166666666668,32.800000000000004,29.96666666666667,30.383333333333336
2018-04-16,42.84583333333333,35.229166666666664,46.02916666666667,39.395833333333336,39.84166666666666
2018-04-17,19.566666666666666,13.891666666666666,22.983333333333334,18.216666666666665,17.491666666666667
2018-04-18,29.21666666666667,24.2375,32.12916666666667,28.416666666666668,28.333333333333332
2018-04-19,31.2,22.21666666666667,32.175000000000004,31.224999999999998,24.979166666666668
2018-04-20,25.620833333333334,20.366666666666667,29.129166666666666,25.245833333333334,24.075
2018-04-21,23.579166666666666,19.020833333333332,24.912499999999998,22.837500000000002,22.425
2018-04-22,28.025000000000002,23.729166666666668,26.633333333333336,27.0125,26.758333333333336
2018-04-23,41.079166666666666,26.925,34.725,36.329166666666666,34.0
2018-04-24,21.425,14.220833333333333,25.645833333333332,16.291666666666668,16.974999999999998
2018-04-25,33.00833333333333,23.474999999999998,33.0375,29.883333333333336,27.337500000000002
2018-04-26,26.979166666666668,19.45,32.84166666666667,25.27916666666667,22.287499999999998
2018-04-27,22.162499999999998,16.0125,29.558333333333334,17.3875,20.7
2018-04-28,23.183333333333334,20.395833333333332,27.441666666666666,22.933333333333334,22.991666666666664
2018-04-29,32.145833333333336,31.150000000000002,36.50416666666667,32.27916666666667,32.1875
2018-04-30,29.183333333333334,27.0,31.2375,28.854166666666668,27.354166666666668
2018-05-01,14.4,15.987499999999999,18.370833333333334,15.945833333333333,14.9
2018-05-02,29.45909090909091,26.770833333333332,31.900000000000002,25.3875,28.120833333333334
2018-05-03,28.508333333333336,18.420833333333334,26.495833333333334,21.166666666666668,24.97083333333333
2018-05-04,32.88636363636363,24.575,35.18333333333333,29.763636363636362,30.977272727272727
2018-05-05,17.116666666666667,16.474999999999998,24.3125,15.795833333333334,18.8
2018-05-06,19.795833333333334,18.849999999999998,25.3875,20.404166666666665,22.05
2018-05-07,27.045833333333334,22.912499999999998,27.4375,22.22083333333333,26.95
2018-05-08,24.754166666666666,19.229166666666668,29.454166666666666,24.575000000000003,23.15714285714286
2018-05-09,22.120833333333334,20.345833333333335,22.983333333333334,20.095833333333335,18.629166666666666
2018-05-10,20.133333333333333,20.583333333333332,22.45,18.608333333333334,20.529166666666665
2018-05-11,16.808333333333334,13.666666666666666,19.229166666666668,14.766666666666666,15.520833333333334
2018-05-12,19.1875,20.104166666666668,20.349999999999998,19.345833333333335,20.008333333333333
2018-05-13,13.879166666666668,13.608333333333334,16.891666666666666,14.291666666666666,15.266666666666666
2018-05-14,12.450000000000001,8.409090909090908,14.154166666666667,10.516666666666667,11.4125
2018-05-15,6.991666666666667,7.1000000000000005,11.679166666666667,7.716666666666666,8.025
2018-05-16,15.841666666666667,8.5375,15.204166666666666,11.279166666666667,10.0375
2018-05-17,17.391666666666666,9.049999999999999,16.783333333333335,12.325000000000001,13.833333333333334
2018-05-18,21.686363636363637,13.129166666666668,20.808333333333334,18.55909090909091,22.995833333333334
2018-05-19,16.920833333333334,13.729166666666666,19.8125,,17.95
2018-05-20,14.954166666666666,14.016666666666666,17.379166666666666,,15.820833333333333
2018-05-21,12.791666666666666,12.195833333333333,15.595833333333333,13.62142857142857,13.345833333333333
2018-05-22,21.233333333333334,16.645833333333332,24.5125,18.404166666666665,20.495833333333334
2018-05-23,22.558333333333334,16.979166666666668,23.208333333333332,19.495833333333334,20.020833333333332
2018-05-24,21.7625,15.279166666666667,21.4875,17.658333333333335,18.666666666666668
2018-05-25,21.058333333333334,11.008333333333333,22.491666666666664,15.629166666666665,16.870833333333334
2018-05-26,12.416666666666666,10.958333333333334,15.566666666666668,12.033333333333333,13.470833333333333
2018-05-27,13.15,12.8375,16.087500000000002,12.754166666666668,15.275
2018-05-28,24.670833333333334,22.295833333333334,30.445833333333336,25.066666666666666,25.55
2018-05-29,29.7375,26.925,34.737500000000004,29.108333333333334,30.241666666666664
2018-05-30,26.7,19.445833333333333,30.145833333333332,23.2,24.90416666666667
2018-05-31,28.433333333333334,25.741666666666664,31.991666666666664,28.116666666666664,30.254166666666666
2018-06-01,27.787499999999998,21.587500000000002,28.191666666666666,24.895833333333332,26.054166666666664
2018-06-02,14.858333333333334,12.604166666666666,16.395833333333332,13.475,13.875
2018-06-03,9.525,9.174999999999999,11.7875,9.633333333333333,9.708333333333334
2018-06-04,19.133333333333333,13.779166666666667,19.241666666666667,16.270833333333332,17.616666666666667
2018-06-05,18.933333333333334,13.125,21.53333333333333,18.166666666666668,18.183333333333334
2018-06-06,21.0625,16.770833333333332,24.037499999999998,20.058333333333334,19.983333333333334
2018-06-07,17.629166666666666,12.891666666666666,23.09166666666667,16.922727272727272,18.041666666666668
2018-06-08,20.220833333333335,15.454166666666667,21.758333333333336,18.179166666666667,19.341666666666665
2018-06-09,14.404166666666667,12.154166666666667,18.5625,13.9625,15.0
2018-06-10,16.066666666666666,14.408333333333333,18.954166666666666,16.6375,17.795833333333334
2018-06-11,22.183333333333334,16.545833333333334,25.5125,18.379166666666666,20.4875
2018-06-12,33.15833333333333,24.125,32.50833333333333,30.745833333333334,31.304166666666664
2018-06-13,17.4875,11.629166666666668,17.383333333333333,14.329166666666666,14.441666666666668
2018-06-14,11.566666666666668,5.8999999999999995,12.668181818181818,8.040909090909091,7.166666666666667
2018-06-15,13.383333333333333,10.075000000000001,15.799999999999999,11.991666666666667,11.870833333333332
2018-06-16,14.9,17.191666666666666,21.170833333333334,16.158333333333335,16.42083333333333
2018-06-17,19.05,17.970833333333335,21.2375,18.7,18.5
2018-06-18,15.575000000000001,17.570833333333333,15.708333333333334,14.295833333333334,16.483333333333334
2018-06-19,13.729166666666666,14.429166666666667,18.675,14.808333333333332,15.15
2018-06-20,19.404166666666665,19.420833333333334,21.691666666666666,20.679166666666667,19.1125
2018-06-21,24.5125,20.65,26.212500000000002,21.755,25.150000000000002
2018-06-22,16.916666666666668,12.325000000000001,18.8875,16.533333333333335,14.866666666666667
2018-06-23,8.858333333333333,7.925,9.554166666666667,8.3375,9.758333333333335
2018-06-24,7.179166666666667,8.975,9.458333333333334,7.595833333333334,7.4375
2018-06-25,10.370833333333334,9.362499999999999,12.158333333333333,9.254166666666666,9.470833333333333
2018-06-26,13.416666666666666,10.429166666666667,15.450000000000001,12.299999999999999,12.945833333333333
2018-06-27,11.174999999999999,8.766666666666667,11.254166666666668,10.020833333333334,10.054166666666667
2018-06-28,8.529166666666667,5.8875,13.475,6.516666666666667,7.779166666666666
2018-06-29,13.291666666666666,8.775,15.308333333333332,11.029166666666667,12.316666666666668
2018-06-30,17.608333333333334,13.025,17.491666666666667,17.162499999999998,18.216666666666665
2018-07-01,10.745833333333332,11.625,12.862499999999999,11.424999999999999,11.5625
2018-07-02,16.974999999999998,14.700000000000001,17.724999999999998,17.279166666666665,18.204166666666666
2018-07-03,25.879166666666666,20.454166666666666,25.25,22.541666666666668,23.433333333333334
2018-07-04,26.679166666666664,24.041666666666668,27.566666666666666,25.429166666666664,26.22083333333333
2018-07-05,23.245833333333334,20.016666666666666,22.266666666666666,24.083333333333332,22.804166666666664
2018-07-06,8.341666666666667,5.233333333333333,10.404166666666667,8.129166666666666,9.170833333333333
2018-07-07,10.441666666666666,8.950000000000001,12.2875,8.995833333333334,10.558333333333334
2018-07-08,13.645833333333334,13.529166666666667,14.808333333333332,13.020833333333334,15.170833333333334
2018-07-09,20.4875,17.541666666666668,18.25,19.725,20.162499999999998
2018-07-10,24.6375,17.275000000000002,24.46666666666667,24.84583333333333,22.175
2018-07-11,11.016666666666666,7.208333333333333,14.304166666666667,10.3,10.466666666666667
2018-07-12,16.295833333333334,10.895833333333334,15.5875,12.25,12.941666666666668
2018-07-13,18.6125,13.808333333333332,18.429166666666667,16.125,16.541666666666668
2018-07-14,14.816666666666668,13.200000000000001,14.579166666666667,14.516666666666666,14.779166666666667
2018-07-15,13.420833333333334,12.35,13.795833333333334,11.383333333333333,13.408333333333333
2018-07-16,21.6125,14.85,20.645833333333332,17.795833333333334,17.25
2018-07-17,17.470833333333335,13.219999999999999,21.849999999999998,17.745833333333334,18.40952380952381
2018-07-18,22.1875,21.69333333333333,25.3125,24.354166666666668,28.670833333333334
2018-07-19,21.95714285714286,16.36521739130435,20.900000000000002,21.091666666666665,27.416666666666668
2018-07-20,25.954166666666666,23.625,24.829166666666666,24.96666666666667,26.958333333333332
2018-07-21,18.570833333333333,14.841666666666667,19.304166666666667,19.86,18.908333333333335
2018-07-22,10.7125,8.116666666666667,11.341666666666667,,10.608333333333333
2018-07-23,20.525000000000002,13.245833333333332,21.129166666666666,18.66,18.53333333333333
2018-07-24,22.945833333333336,20.445833333333333,25.566666666666666,22.599999999999998,23.545833333333334
2018-07-25,22.650000000000002,19.956521739130434,23.337500000000002,23.1875,24.495833333333334
2018-07-26,14.9125,11.704347826086956,17.304166666666667,14.6625,15.037500000000001
2018-07-27,19.804166666666667,13.0375,18.670833333333334,18.75,15.791666666666666
2018-07-28,15.5625,10.387500000000001,15.9375,13.325000000000001,14.666666666666666
2018-07-29,15.862499999999999,13.404166666666667,17.150000000000002,14.291666666666666,15.737499999999999
2018-07-30,23.420833333333334,16.245833333333334,23.150000000000002,22.266666666666666,21.666666666666668
2018-07-31,23.125,17.1375,25.233333333333334,22.28333333333333,23.5125
2018-08-01,31.90833333333333,23.40416666666667,28.375,30.316666666666666,27.349999999999998
2018-08-02,23.9875,16.408333333333335,22.795833333333334,21.575,21.525000000000002
2018-08-03,22.745833333333334,17.895833333333332,23.8,22.087500000000002,26.816666666666666
2018-08-04,20.95,17.754166666666666,23.3,19.829166666666666,22.037499999999998
2018-08-05,18.133333333333333,15.816666666666668,19.391666666666666,17.683333333333334,19.358333333333334
2018-08-06,24.041666666666668,19.795833333333334,23.829166666666666,21.587500000000002,24.891666666666666
2018-08-07,24.837500000000002,18.620833333333334,25.1875,24.008333333333336,25.558333333333334
2018-08-08,21.150000000000002,14.950000000000001,21.158333333333335,20.095833333333335,22.191666666666666
2018-08-09,23.070833333333336,15.866666666666667,22.9875,20.408333333333335,21.8875
2018-08-10,27.329166666666666,20.9375,28.441666666666666,28.21666666666667,29.758333333333336
2018-08-11,8.295833333333333,6.0125,10.954166666666666,7.716666666666666,8.220833333333333
2018-08-12,12.579166666666666,11.520833333333334,12.8375,10.4625,12.8125
2018-08-13,22.5625,15.308333333333332,21.141666666666666,18.916666666666668,19.837500000000002
2018-08-14,13.6,9.354166666666666,15.4375,12.700000000000001,12.958333333333334
2018-08-15,11.091666666666667,8.783333333333333,13.041666666666666,10.016666666666667,10.654166666666667
2018-08-16,17.125,12.879166666666668,17.220833333333335,14.1,15.4375
2018-08-17,21.099999999999998,14.75,18.712500000000002,18.8125,18.25
2018-08-18,17.616666666666667,14.549999999999999,17.900000000000002,16.470833333333335,17.379166666666666
2018-08-19,16.825,15.125,17.349999999999998,16.629166666666666,16.9375
2018-08-20,26.420833333333334,18.970833333333335,21.0125,23.983333333333334,20.366666666666667
2018-08-21,27.266666666666666,20.008333333333333,25.420833333333334,24.670833333333334,26.5
2018-08-22,25.05,21.849999999999998,27.891666666666666,27.05,25.441666666666666
2018-08-23,29.570833333333336,24.413636363636364,29.55,30.849999999999998,30.425
2018-08-24,27.929166666666664,23.495652173913044,28.379166666666666,27.650000000000002,27.683333333333334
2018-08-25,7.420833333333333,5.516666666666667,9.9125,8.020833333333334,9.229166666666666
2018-08-26,3.845833333333333,2.254166666666667,5.645833333333333,3.5833333333333335,4.958333333333333
2018-08-27,15.470833333333333,11.1625,14.191666666666668,11.975,11.608333333333334
2018-08-28,20.925,14.566666666666668,20.7625,17.141666666666666,18.354166666666668
2018-08-29,20.308333333333334,15.333333333333334,21.804166666666664,21.412499999999998,20.983333333333334
2018-08-30,22.8125,13.645833333333334,20.533333333333335,23.125,21.183333333333334
2018-08-31,12.941666666666668,9.195833333333333,13.545833333333334,10.924999999999999,11.520833333333334
2018-09-01,8.008333333333333,5.020833333333333,9.813636363636364,8.229166666666666,8.683333333333334
2018-09-02,9.508333333333333,7.1499999999999995,,9.066666666666666,10.325000000000001
2018-09-03,14.279166666666667,9.909090909090908,22.076923076923077,12.637500000000001,13.154166666666667
2018-09-04,14.920833333333334,9.929166666666667,18.845833333333335,12.6625,15.533333333333333
2018-09-05,17.529166666666665,12.879166666666665,21.895833333333332,14.854166666666666,17.483333333333334
2018-09-06,27.72083333333333,18.241666666666667,27.233333333333334,22.587500000000002,25.354166666666668
2018-09-07,31.462500000000002,18.275000000000002,22.837500000000002,21.491666666666664,24.004166666666666
2018-09-08,14.950000000000001,11.637500000000001,17.845833333333335,12.841666666666667,15.799999999999999
2018-09-09,15.904166666666667,12.583333333333334,15.570833333333333,14.0,16.770833333333332
2018-09-10,21.2625,14.220833333333333,21.9375,18.970833333333335,20.208333333333332
2018-09-11,25.1375,17.225,25.72083333333333,24.483333333333334,21.895833333333332
2018-09-12,27.729166666666668,19.150000000000002,29.990476190476187,28.45909090909091,27.1875
2018-09-13,26.662499999999998,21.275000000000002,29.870833333333334,34.270833333333336,29.104166666666668
2018-09-14,24.683333333333334,17.254166666666666,25.004166666666666,32.62916666666667,24.183333333333334
2018-09-15,10.720833333333333,7.95,13.816666666666668,16.891666666666666,12.383333333333333
2018-09-16,14.529166666666667,11.799999999999999,15.516666666666666,21.6875,17.258333333333333
2018-09-17,22.90833333333333,17.041666666666668,24.075,29.875,21.3625
2018-09-18,31.191666666666666,23.22083333333333,33.025,38.954166666666666,29.90833333333333
2018-09-19,32.104166666666664,21.8625,31.641666666666666,36.71666666666667,30.40416666666667
2018-09-20,24.804761904761904,17.6875,27.47083333333333,31.445833333333336,22.28333333333333
2018-09-21,28.295833333333334,22.650000000000002,32.24583333333333,35.74166666666667,28.645833333333332
2018-09-22,10.670833333333334,7.633333333333333,13.329166666666666,18.004166666666666,11.579166666666666
2018-09-23,9.329166666666667,9.754166666666666,11.979166666666666,16.974999999999998,10.316666666666666
2018-09-24,6.841666666666666,4.666666666666667,10.291666666666666,14.341666666666667,7.0375000000000005
2018-09-25,12.066666666666668,10.420833333333333,15.008333333333333,17.691666666666666,12.325000000000001
2018-09-26,16.658333333333335,12.658333333333333,20.004166666666666,21.495238095238093,16.004166666666666
2018-09-27,25.254166666666666,18.645833333333332,26.354166666666668,23.961904761904762,21.922727272727272
2018-09-28,26.520833333333332,17.020833333333332,29.541666666666668,27.145833333333332,23.829166666666666
2018-09-29,17.599999999999998,14.058333333333332,20.591666666666665,17.741666666666667,17.966666666666665
2018-09-30,13.670833333333334,13.645833333333334,17.258333333333333,14.512500000000001,16.212500000000002
2018-10-01,23.625,18.90909090909091,25.195833333333336,24.879166666666666,21.712500000000002
2018-10-02,13.320833333333333,9.020833333333334,15.695833333333333,12.726086956521739,11.895833333333334
2018-10-03,26.275000000000002,19.816666666666666,27.183333333333334,26.974999999999998,24.825
2018-10-04,21.279166666666665,18.025000000000002,27.0,22.479166666666668,20.545833333333334
2018-10-05,31.474999999999998,26.183333333333334,34.775,31.59166666666667,29.6375
2018-10-06,31.620833333333334,32.583333333333336,32.800000000000004,31.05,32.8125
2018-10-07,22.445833333333336,20.554166666666667,22.979166666666668,20.941666666666666,22.854166666666668
2018-10-08,22.587500000000002,15.041666666666666,24.59583333333333,20.395238095238096,18.991666666666667
2018-10-09,36.012499999999996,29.816666666666666,38.87916666666667,31.27916666666667,30.952380952380953
2018-10-10,46.06666666666666,38.38333333333333,44.791666666666664,43.725,41.78333333333333
2018-10-11,47.21666666666667,38.510000000000005,47.44583333333333,42.141666666666666,40.229166666666664
2018-10-12,48.583333333333336,41.47083333333333,52.30416666666667,50.6875,47.65833333333333
2018-10-13,39.62083333333333,37.5625,44.6625,40.074999999999996,40.99583333333333
2018-10-14,35.4,35.520833333333336,39.0875,36.295833333333334,36.525
2018-10-15,47.65,43.166666666666664,49.00416666666666,45.58571428571428,44.05833333333334
2018-10-16,55.270833333333336,42.416666666666664,52.75833333333333,48.05416666666667,47.7125
2018-10-17,49.92916666666667,37.699999999999996,49.26666666666667,51.4625,43.05833333333334
2018-10-18,45.15833333333333,34.28333333333333,51.9625,43.387499999999996,37.637499999999996
2018-10-19,44.65,34.22083333333333,56.525,47.262499999999996,41.175000000000004
2018-10-20,36.93333333333333,31.4875,44.99583333333334,39.516666666666666,35.75833333333333
2018-10-21,16.470833333333335,16.9375,20.270833333333332,18.179166666666667,15.979166666666666
2018-10-22,25.991666666666664,23.05,27.858333333333334,24.3875,23.266666666666666
2018-10-23,32.199999999999996,26.683333333333334,32.52916666666667,31.474999999999998,24.495454545454546
2018-10-24,23.333333333333332,16.9375,21.008333333333333,19.316666666666666,12.008333333333333
2018-10-25,22.625,15.65,27.15416666666667,20.791304347826088,18.087500000000002
2018-10-26,21.075,17.595833333333335,26.162499999999998,23.083333333333332,18.07916666666667
2018-10-27,14.862499999999999,12.104166666666666,15.233333333333334,18.416666666666668,14.275
2018-10-28,8.433333333333334,7.7875000000000005,8.799999999999999,10.054166666666667,8.841666666666667
2018-10-29,21.266666666666666,15.083333333333334,19.458333333333332,19.758333333333333,17.495833333333334
2018-10-30,20.816666666666666,11.7125,19.854166666666668,14.458333333333334,13.070833333333333
2018-10-31,23.7625,14.916666666666666,27.599999999999998,20.1125,17.345833333333335
2018-11-01,25.533333333333335,20.404166666666665,25.837500000000002,25.054166666666664,24.233333333333334
2018-11-02,24.5,20.39166666666667,24.45,22.504166666666666,24.129166666666666
2018-11-03,31.6875,25.025000000000002,35.06666666666667,29.670833333333334,28.916666666666668
2018-11-04,32.75833333333333,27.78333333333333,30.145833333333332,29.495833333333334,31.258333333333336
2018-11-05,44.5625,33.708333333333336,41.15,36.670833333333334,37.9125
2018-11-06,54.84166666666667,43.354166666666664,47.5375,42.025,46.94166666666666
2018-11-07,63.208333333333336,49.71666666666667,54.925000000000004,48.88333333333333,49.93333333333334
2018-11-08,35.80833333333333,26.9375,34.108333333333334,31.229166666666668,29.125
2018-11-09,36.012499999999996,29.683333333333334,36.766666666666666,30.962500000000002,30.791666666666668
2018-11-10,36.104166666666664,35.43333333333333,40.77916666666667,38.9,37.391666666666666
2018-11-11,18.279166666666665,15.875,22.370833333333334,22.370833333333334,18.770833333333332
2018-11-12,23.96666666666667,17.670833333333334,26.775000000000002,28.09166666666667,22.90833333333333
2018-11-13,35.391666666666666,24.45,31.84583333333333,35.99583333333333,29.054166666666664
2018-11-14,24.6875,20.129166666666666,28.254545454545454,23.920833333333334,21.558333333333334
2018-11-15,27.666666666666668,23.40833333333333,30.75,26.933333333333334,26.09583333333333
