,D_PM10K_mean_nn_PRED_random_state_1,D_PM10K_mean,D_PM10K_mean_nn_PRED_random_state_2,D_PM10K_mean_nn_PRED_random_state_3,D_PM10K_mean_nn_PRED_random_state_4,D_PM10K_mean_nn_PRED_random_state_5,D_PM10K_mean_rf_PRED_random_state_1,D_PM10K_mean,D_PM10K_mean_rf_PRED_random_state_2,D_PM10K_mean_rf_PRED_random_state_3,D_PM10K_mean_rf_PRED_random_state_4,D_PM10K_mean_rf_PRED_random_state_5,N_PM10K_mean_nn_PRED_random_state_1,N_PM10K_mean,N_PM10K_mean_nn_PRED_random_state_2,N_PM10K_mean_nn_PRED_random_state_3,N_PM10K_mean_nn_PRED_random_state_4,N_PM10K_mean_nn_PRED_random_state_5,N_PM10K_mean_rf_PRED_random_state_1,N_PM10K_mean,N_PM10K_mean_rf_PRED_random_state_2,N_PM10K_mean_rf_PRED_random_state_3,N_PM10K_mean_rf_PRED_random_state_4,N_PM10K_mean_rf_PRED_random_state_5,O_PM10K_mean_nn_PRED_random_state_1,O_PM10K_mean,O_PM10K_mean_nn_PRED_random_state_2,O_PM10K_mean_nn_PRED_random_state_3,O_PM10K_mean_nn_PRED_random_state_4,O_PM10K_mean_nn_PRED_random_state_5,O_PM10K_mean_rf_PRED_random_state_1,O_PM10K_mean,O_PM10K_mean_rf_PRED_random_state_2,O_PM10K_mean_rf_PRED_random_state_3,O_PM10K_mean_rf_PRED_random_state_4,O_PM10K_mean_rf_PRED_random_state_5,S_PM10K_mean_nn_PRED_random_state_1,S_PM10K_mean,S_PM10K_mean_nn_PRED_random_state_2,S_PM10K_mean_nn_PRED_random_state_3,S_PM10K_mean_nn_PRED_random_state_4,S_PM10K_mean_nn_PRED_random_state_5,S_PM10K_mean_rf_PRED_random_state_1,S_PM10K_mean,S_PM10K_mean_rf_PRED_random_state_2,S_PM10K_mean_rf_PRED_random_state_3,S_PM10K_mean_rf_PRED_random_state_4,S_PM10K_mean_rf_PRED_random_state_5,W_PM10K_mean_nn_PRED_random_state_1,W_PM10K_mean,W_PM10K_mean_nn_PRED_random_state_2,W_PM10K_mean_nn_PRED_random_state_3,W_PM10K_mean_nn_PRED_random_state_4,W_PM10K_mean_nn_PRED_random_state_5,W_PM10K_mean_rf_PRED_random_state_1,W_PM10K_mean,W_PM10K_mean_rf_PRED_random_state_2,W_PM10K_mean_rf_PRED_random_state_3,W_PM10K_mean_rf_PRED_random_state_4,W_PM10K_mean_rf_PRED_random_state_5
2020-01-03,37.90876394331267,51.0625,36.515555495153365,37.87550799025237,40.45465147584909,39.5126967194352,44.615651261439595,51.0625,42.74171859217171,43.45834322014789,43.16314635191195,42.4789858287546,28.015224751300714,33.487500000000004,28.246549292430345,28.263563133334163,29.174403462154626,27.178243245184692,31.265015244708987,33.487500000000004,31.471129743867255,34.03042575231481,35.7687854587542,32.94369873737375,41.51999487518453,36.85416666666666,41.27920913063475,41.37279231721688,41.86406198794178,40.43547158741685,44.32645182479557,36.85416666666666,45.1064007936508,41.980334785353534,43.349661817580554,39.68616212121211,51.64482380398564,57.458333333333336,49.45602882930745,51.41995420839762,51.49376783472061,46.24646245643927,55.85537438221501,57.458333333333336,56.14906276085525,54.67027053253119,55.90986012355701,55.11083248297862,34.8673928907599,37.87083333333333,36.58818740900073,39.20712745500998,32.55695722827384,37.16794473981325,44.706096595479686,37.87083333333333,44.74461848037848,44.055235101010084,43.71223469065657,44.03683754932019
2020-01-04,31.854623288640106,43.0375,28.504764351429582,31.83248682874759,35.45068452407215,34.23817534127412,37.09532048417285,43.0375,36.517922307406,37.94778432539683,35.19313921356421,35.9502349509287,17.597804574970134,29.391666666666666,18.09338979489116,16.673040825491608,16.706276680204773,18.200406113134303,18.59926933238476,29.391666666666666,17.59324906086169,19.76657585186682,18.322575324936746,18.09490359077366,27.74500133710116,36.50833333333333,29.283863109961793,30.133756814088443,28.731372172081873,28.3408743003639,31.60856559493748,36.50833333333333,35.28169257154882,34.15142893771676,33.010259716130605,32.99363955722639,30.719691714339138,52.2875,31.01987618856951,31.58162468323874,32.380834943516895,27.388674441334988,35.50230350261155,52.2875,33.966206590425465,36.50476274331044,36.460332410086906,36.43484962297668,24.48837428502085,39.00416666666667,24.288650432623086,23.947938660312317,22.518465164286255,27.98485563526629,25.116162507586488,39.00416666666667,25.120883581127945,21.83812963845233,24.44333357817735,22.772351646464422
2020-01-05,27.70886215471878,16.054166666666667,27.925093308630284,28.019415386398865,33.179943949717455,28.638509306562057,25.21552640241704,16.054166666666667,23.743736471861467,24.320464247384574,24.375112513528148,23.320103968253953,15.131009657298522,7.3625,16.31489763089976,14.671831677618124,15.752328838590953,15.767079709519072,18.29476956538194,7.3625,16.365327010276,17.43997355725394,17.05493822300385,16.824536968134524,19.952309883885068,16.391666666666666,20.041801603526967,21.29210976285325,20.25927312659963,20.8176819591636,24.46183661616161,16.391666666666666,22.57784289717349,25.36778721092504,22.97708691520467,21.990866465770555,14.972906423961456,13.620833333333335,23.38558148630985,20.713426760824255,16.316665948709147,12.449953987609312,19.843535213744605,13.620833333333335,19.44558147592647,19.750015661075032,20.294166742247793,20.2567173567978,14.2933261429787,12.325,15.722784314096298,16.8062530163633,16.010832469516878,15.034097817756452,19.04973721342567,12.325,19.02801236549552,17.416070657596578,17.956095722624788,17.880140102878865
2020-01-06,39.07175924630134,28.991666666666664,38.669946741990124,42.79091095410115,44.14728357459816,43.458218116393695,41.49801101190478,28.991666666666664,40.9119658639971,40.584935479798,41.24168477182538,40.45446830357142,27.13001189791374,20.25,26.83673649418992,30.166666122318535,30.63413292212952,28.520691758934834,33.22578964947088,20.25,32.69879821428571,33.177355985449736,34.66047829184704,30.291425730519485,41.508650651304094,30.554166666666664,41.80675856249245,41.2684180842384,40.646574185307934,41.012922087843215,43.98403848154163,30.554166666666664,45.55607954846082,44.05065584415583,43.85021786837676,42.35161318542568,49.78896720046107,31.73333333333333,49.134908751656106,50.4509266892117,47.396150965116966,47.81497541163891,48.75233236531987,31.73333333333333,48.607040144751096,50.053197821969704,48.34688755100829,48.48911658549784,34.224208400795,25.129166666666663,38.93592499502135,35.3760750046663,33.14925202866925,35.92255733758941,38.037018420060356,25.129166666666663,36.58877481889026,37.43855083270486,38.133845330282455,37.361356086519685
2020-01-07,42.416491547537504,53.9,41.979743141059224,42.46831535373903,45.79627289338098,43.67043452351035,49.74387291666666,53.9,50.6430035939755,49.42668750676409,49.39990570436507,49.573570762917655,31.16961349841833,36.19583333333333,31.263392796611726,32.36050405523782,31.623165409935485,31.6092053195122,38.19403776755651,36.19583333333333,36.17043154761905,37.52741204906204,37.54006829906206,35.25963767135642,48.42897299984929,53.5125,49.540339028199554,50.21164294775846,49.62654950472679,48.111132947832395,47.9488194083694,53.5125,50.06191971500721,48.60676221741223,49.07537443031505,47.21911304254956,48.054284907993235,58.19583333333333,50.15423631064063,50.62804729434173,49.138426212157164,45.63387964382308,53.520336485389606,58.19583333333333,56.39691828492686,54.868969795247615,55.784033085611554,53.021091823984825,37.11960899363718,44.45454545454545,40.56098808497157,37.952242821916805,36.54440824138498,37.144859536780075,46.65490213246721,44.45454545454545,46.03064180492711,45.74811621642245,44.94697597480312,46.80329079625442
2020-01-08,40.412940302094654,46.2695652173913,39.05436074268405,40.36183241909063,44.5431059696436,42.14710197067663,41.820479917447955,46.2695652173913,42.514512892316006,43.43183164231603,42.94813897382118,42.45656377917719,28.04505314809534,35.18333333333333,28.5576693545468,28.96443266724022,29.02147198989655,28.224505409462207,33.97552274681336,35.18333333333333,32.432269642857136,34.75483868746994,36.0170745806277,33.98136461940838,51.65960924098089,46.52916666666667,52.066593952285736,51.85015761882062,52.466268375114254,51.94666310921954,43.246316157106776,46.52916666666667,46.780726960076954,45.83121054292929,46.11500816798943,46.34385134521911,46.545744156624856,58.22916666666666,47.49480232582885,47.92595744348111,44.83180419508516,44.10003712844997,50.65194438131315,58.22916666666666,52.32043615004785,51.357084350609696,51.63877174873737,51.613064945828256,34.69418372298587,43.82916666666667,36.85184140549619,35.35984699996164,34.33441463665264,34.65979752948925,39.19088334076052,43.82916666666667,39.865662776520864,41.65959847464627,40.44587188469388,40.531335194013515
2020-01-09,37.61142604596067,67.96249999999999,35.813262206255416,35.81466692390527,39.31322856629174,37.9491017600441,39.7804682735089,67.96249999999999,40.91438539780314,41.556676029641636,42.27443597025234,41.30404513522909,28.06972778490322,48.12083333333334,26.991160985309275,28.48189690388234,27.041085783074344,27.671846365764043,34.101606752044255,48.12083333333334,32.85906388287638,34.4795659228324,35.81709886363635,32.002325105012005,44.076609273969765,73.75833333333334,45.20075144911745,43.994861536067724,45.614362539225986,45.349680695556145,46.276669958513715,73.75833333333334,47.64635727813853,45.29693615921116,46.62194851760084,44.79802564238879,44.40318708183665,64.4375,44.61590086824875,44.736721691525645,43.5996778393274,42.75295944264215,49.02310128654559,64.4375,50.06491610863093,51.54818960859395,50.890427654782854,49.432927717723075,34.35698578921849,57.53333333333333,34.67196556237046,30.847642084553794,31.61321862351133,33.030900535205106,39.61507539123456,57.53333333333333,41.052137289467076,39.321306663434626,39.7509917990524,40.15277238259428
2020-01-10,38.59442507864142,52.40416666666667,37.15530260569715,37.53709911797144,40.24380769278413,39.08418101469421,43.08794088842137,52.40416666666667,42.77914307889823,42.24678862094612,42.593713024274706,42.75353401907617,29.54847786295213,42.30833333333333,28.861691761480973,29.62434538265003,28.712028521481134,28.110618498626472,29.248281703310116,42.30833333333333,28.511709216779604,30.75731032500862,30.71236532999166,29.060336271019906,46.93865803339283,51.10416666666666,49.22679919837745,47.78606981602417,48.81076414389033,47.88870242962964,46.27355400432901,51.10416666666666,46.168484929653665,46.83288943602693,46.489733492585636,45.83524007699171,45.167165622731105,63.958333333333336,44.012990057492146,45.99359720484484,45.344183719798544,40.65220422051376,53.167197456709935,63.958333333333336,55.95699036232863,53.95994599446356,54.41129580402237,53.35376811868686,35.305002949267795,44.2875,35.32565933812935,35.17630407925819,31.92614440638231,34.651860199791976,39.795574002084855,44.2875,40.16863427819162,38.73686330426111,39.97480499384372,40.33461376648006
2020-01-11,33.24902798735698,42.15416666666667,28.999940444645855,32.65145049877435,35.237047663813534,34.324108774791576,35.82793297709235,42.15416666666667,35.55514697776639,37.37162832792207,36.66119846614085,37.05780608615921,20.470185668192045,26.558333333333334,19.782880886114285,19.086927804360844,20.656384878605596,21.11139152034938,19.722245934143228,26.558333333333334,18.72189974437852,20.571233645065533,18.578303915301873,18.355015093224736,31.10153063967489,41.375,32.74275893152095,33.785674872419364,32.83263301344411,31.35418155697947,34.562568997936765,41.375,35.951523329725816,34.15255507731789,34.7005192616959,32.227016286819385,30.807436135754994,51.21666666666667,29.762091295948405,34.38948602742536,32.16750995672501,28.118710829295683,27.725386260084015,51.21666666666667,26.743649131454298,26.254810035624086,26.993943202860404,26.88670831706036,22.347534237904544,33.5,23.84137465679319,23.78510160411692,21.516832900573093,25.234397464073272,23.768044471243275,33.5,21.039816836538872,21.709226637376055,22.80186715496323,20.12666627684217
2020-01-12,35.84664267437142,29.2125,35.553061215511086,37.42062507235901,39.277279641744485,37.17356914910168,38.38950744498557,29.2125,39.392945865452766,38.931522776875916,37.48754929202742,36.77616117724869,27.619521710370464,22.9125,26.925099290777805,27.61933012665428,28.55395958053355,28.634735118535694,28.688566335305495,22.9125,29.74241843434343,30.886208170244117,31.232967015392013,29.988590557359313,39.48826035393318,28.695833333333336,40.77155168387931,40.94244613828095,41.801595524700666,40.39603853835362,42.760496106902366,28.695833333333336,45.02030821007696,43.6594753066378,43.83388539411977,42.90693187229435,42.90517823852695,35.24583333333333,42.48385248216537,43.35789754549448,40.7802203506721,37.351476436017414,47.47018451028141,35.24583333333333,44.73167331574675,46.90273121392495,47.46990401409933,46.239227876984124,28.91907720771211,27.05,33.76056785235668,32.31572705781912,28.867422384497104,27.78521885542228,34.57829496920562,27.05,32.97209385104274,34.536212470372774,36.726717949319344,35.512903582202114
