ds,pm10,pm25,pm1,year,dayofyear,Julian,temp_max,temp_min,temp_sred,max-min_temp,tlak_max,tlak_min,tlak_sred,max-min_tlak,rv_max,rv_min,rv_sred,max-min_rv,m/s,l/m2,E_0,E_C,E_E,E_ENE,E_ESE,E_N,E_NE,E_NEE,E_NNE,E_NNW,E_NW,E_S,E_SE,E_SSE,E_SSW,E_SW,E_W,E_WNW,E_WSW,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,season_fall,season_spring,season_summer,season_winter,trend,weekly,yearly
2016-05-20,8.295015634,7.211,6.135025754,2016,141,2457528,21.5,12.2,15.9,9.3,1003.0,1000.1,1001.4,2.9,81,49,66,32,2.299123132,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561281780091353,-0.24381333795676002,-4.469878685232174
2016-05-21,14.87029594,12.215,8.465753425,2016,142,2457529,24.0,9.0,17.4,15.0,1004.9,1003.4,1004.0,1.5,73,40,61,33,0.8853658,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561544174786214,-0.3308059560757123,-4.6969849614631105
2016-05-22,16.28632555,12.114,11.63308968,2016,143,2457530,25.6,9.7,19.0,15.9,1003.8,998.8,1001.2,5.0,70,37,57,33,0.925729919,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561806569481076,-0.12784135795758259,-4.927022959812497
2016-05-23,7.320584002,5.902,6.837343204,2016,144,2457531,26.5,10.6,19.8,15.9,997.2,991.2,994.0,6.0,78,39,57,39,0.690368886,16.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.56165388870029,0.6744763141050012,-5.15373386731814
2016-05-24,4.808231993,4.022,2.703461179,2016,145,2457532,18.0,11.0,15.5,7.0,994.1,992.0,993.2,2.1,84,64,74,20,1.406807531,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.5615012079195,-0.28109766563858224,-5.370839047034102
2016-05-25,12.34217749,10.357,9.332113449,2016,146,2457533,25.6,15.7,19.5,9.9,997.1,995.7,996.2,1.4,76,47,60,29,0.342589428,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561348527138714,0.1558412202537686,-5.5722292093921935
2016-05-26,15.85254299,11.014,10.52872302,2016,147,2457534,26.1,14.2,20.2,11.9,1000.7,1000.4,1000.5,0.3,74,45,63,29,1.278563136,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561195846357922,0.15324078326909907,-5.752149952589602
2016-05-27,17.53494282,10.22,9.557088401,2016,148,2457535,29.1,13.1,22.0,16.0,1002.2,999.5,1000.6,2.7,72,41,60,31,0.926050594,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.561043165577136,-0.24381333795570434,-5.905378050718045
2016-05-28,18.91163793,9.689,8.054956897,2016,149,2457536,29.7,14.0,22.8,15.7,999.5,996.2,997.7,3.3,73,43,62,30,0.299896462,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.560890484796346,-0.33080595607562835,-6.027383117202673
2016-05-29,16.21646286,5.585,2.527833546,2016,150,2457537,30.0,16.1,21.0,13.9,994.7,991.9,993.2,2.8,80,41,64,39,1.027629786,8.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.56073780401556,-0.12784135795871063,-6.114469683234866
2016-05-30,8.505768174,4.798,3.984,2016,151,2457538,25.3,13.1,20.7,12.2,995.5,994.0,994.7,1.5,75,38,56,37,1.671600772,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.56058512323477,0.6744763141047514,-6.163895294641216
2016-05-31,4.435776488,4.336,2.131712627,2016,152,2457539,26.1,11.4,20.9,14.7,998.3,996.7,997.3,1.6,61,34,49,27,3.073383703,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.560432442453983,-0.2810976656386922,-6.173960929496669
2016-06-01,62.28195087,57.52,45.99501602,2016,6,2457393,0.4,-1.9,-0.6,2.3,990.0,985.3,987.2,4.7,97,93,95,4,1.055609099,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.560279761673193,0.15584122025515484,-6.144070852409003
2016-06-02,22.21619667,17.061,14.99186698,2016,37,2457424,13.6,-2.9,6.2,16.5,1013.3,1007.9,1010.3,5.4,93,47,69,46,1.634646836,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.560127080892407,0.15324078326949694,-6.0747599256209766
2016-06-03,15.146,11.553,6.228118666,2016,66,2457453,15.6,3.7,8.3,11.9,987.2,984.8,985.9,2.4,95,42,71,53,0.483662586,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.559974400111615,-0.24381333795534577,-5.967687365148128
2016-06-04,31.20137507,8.006,6.354,2016,97,2457484,26.5,13.4,19.3,13.1,995.7,994.5,995.0,1.2,64,34,51,30,0.833269192,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.559821719330829,-0.33080595607509417,-5.825596933159476
2016-06-05,16.47912886,14.174,11.04851899,2016,127,2457514,21.8,9.0,15.2,12.8,1005.8,1001.6,1003.6,4.2,89,56,74,33,0.342682461,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.55966903855004,-0.12784135795744242,-5.652244565749706
2016-06-06,12.7512447,8.086,2.148257422,2016,158,2457545,26.2,14.0,18.8,12.2,1004.2,1002.2,1003.0,2.0,94,53,76,41,1.0667794,4.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.559516357769253,0.6744763141051738,-5.452295417814349
2016-06-07,7.6546345,6.448,4.335207691,2016,188,2457575,26.5,18.5,22.0,8.0,1001.6,999.8,1001.0,1.8,80,54,68,26,0.442004456,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.559363676988463,-0.2810976656395504,-5.231193234342532
2016-06-08,8.693284936,5.118,4.529,2016,219,2457606,25.5,16.8,19.5,8.7,1007.7,1004.7,1006.0,3.0,89,51,73,38,0.470186742,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.559210996207677,0.15584122025291064,-4.995005801959302
2016-06-09,12.08393632,7.543,4.99276411,2016,250,2457637,18.9,14.6,17.0,4.3,1006.7,1002.5,1004.5,4.2,81,77,78,4,2.319517119,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15.559058315426887,0.15324078326999388,-4.750250970291308
2016-06-10,10.67660968,7.43,5.110949436,2016,280,2457667,18.2,1.5,10.5,16.7,1000.7,998.9,1000.1,1.8,76,32,60,44,0.833197016,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15.558905634646099,-0.2438133379562513,-4.503708337161552
2016-06-11,10.61527455,6.385,4.981219818,2016,311,2457698,18.4,11.4,14.1,7.0,985.4,982.2,983.3,3.2,93,80,88,13,1.000918538,22.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15.558752953865309,-0.3308059560745601,-4.262222146074362
2016-06-12,104.6945804,94.905,72.67452403,2016,341,2457728,6.1,-4.6,-0.5,10.7,1018.0,1013.1,1014.8,4.9,96,66,83,30,1.055471381,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.558600273084522,-0.12784135795811946,-4.0325012346175955
2016-06-13,10.26496202,8.514,4.122660737,2016,165,2457552,24.5,15.5,19.8,9.0,990.4,987.5,988.5,2.9,89,52,73,37,1.133333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.558447592303732,0.6744763141053476,-3.8209219890211497
2016-06-14,8.998561668,4.612,4.099244876,2016,166,2457553,24.2,14.2,19.8,10.0,987.6,986.8,987.2,0.8,83,58,74,25,1.566247077,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.558294911522946,-0.2810976656388885,-3.633340198770344
2016-06-15,12.82640677,5.02,5.378815741,2016,167,2457554,24.8,16.1,19.8,8.7,992.2,986.7,989.4,5.5,87,60,69,27,0.818599654,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.558142230742156,0.15584122025429686,-3.4749174671649805
2016-06-16,19.46551101,10.094,8.685446009,2016,168,2457555,29.4,13.6,23.0,15.8,993.5,987.8,991.1,5.7,80,48,64,32,0.459245307,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.55798954996137,0.153240783268585,-3.349967425288116
2016-06-17,9.326660601,6.706,5.705186533,2016,169,2457556,27.1,18.2,23.0,8.9,1000.1,990.4,995.7,9.7,59,33,48,26,2.950243834,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.55783686918058,-0.2438133379571567,-3.2618264295606725
2016-06-18,10.5349345,7.678,6.140829694,2016,170,2457557,26.8,13.5,21.4,13.3,1002.4,1000.6,1001.2,1.8,62,32,50,30,1.221358968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.557684188399792,-0.33080595607565405,-3.212752713256563
2016-06-19,7.695753449,4.291,3.172043011,2016,171,2457558,21.2,13.9,16.4,7.3,1002.2,1000.8,1001.6,1.4,92,83,87,9,2.12966064,49.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.557531507619002,-0.12784135795827492,-3.203857130583438
2016-06-20,9.112404511,4.438,3.955983994,2016,172,2457559,23.9,14.8,17.8,9.1,1005.3,1001.0,1003.3,4.3,90,64,79,26,1.030473612,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.557378826838216,0.674476314105222,-3.235067702675826
2016-06-21,14.95655389,8.946,5.731188759,2016,173,2457560,26.6,14.0,21.7,12.6,1007.1,1007.0,1007.0,0.1,78,54,67,24,1.178306756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.557226146057426,-0.28109766563899846,-3.3051291753434104
2016-06-22,15.74394464,10.475,11.62811388,2016,174,2457561,28.2,17.2,24.0,11.0,1008.8,1007.9,1008.3,0.9,80,53,68,27,0.995547586,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.55707346527664,0.15584122025421018,-3.4116377583570805
2016-06-23,21.92727273,12.045,8.667634779,2016,175,2457562,30.7,19.5,26.6,11.2,1007.9,1005.8,1006.9,2.1,70,52,60,18,2.081526164,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.55692078449585,0.15324078327088864,-3.5511101662552824
2016-06-24,35.53464809,23.467,16.58223268,2016,176,2457563,33.5,20.6,28.1,12.9,1003.7,999.6,1001.5,4.1,73,48,62,25,0.774431637,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556768103715063,-0.24381333795483703,-3.7190850524785213
2016-06-25,16.8669297,14.571,11.77367288,2016,177,2457564,32.0,22.1,25.7,9.9,997.7,996.2,997.0,1.5,72,57,66,15,1.176199218,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556615422934273,-0.33080595607394214,-3.9102539528470595
2016-06-26,12.0342772,6.911,5.914679583,2016,178,2457565,28.9,18.7,24.2,10.2,1000.0,999.3,999.7,0.7,72,56,67,16,1.00078231,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556462742153485,-0.1278413579570067,-4.118617960366238
2016-06-27,5.091775503,2.1,1.420755383,2016,179,2457566,24.1,17.5,19.3,6.6,1002.9,999.6,1000.9,3.3,92,71,80,21,1.718438953,14.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556310061372695,0.6744763141050965,-4.3376655680376865
2016-06-28,7.951382446,5.084,3.637038412,2016,180,2457567,27.3,13.2,20.9,14.1,1003.1,1001.6,1002.1,1.5,77,39,63,38,1.133333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556157380591909,-0.28109766563910826,-4.560566463761198
2016-06-29,13.34062329,7.502,6.253418414,2016,181,2457568,29.2,13.8,22.8,15.4,1001.9,1000.3,1000.9,1.6,76,43,64,33,0.299863703,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.556004699811119,0.15584122025412353,-4.780375561413662
2016-06-30,16.29769618,13.047,8.160878172,2016,182,2457569,28.5,16.2,23.1,12.3,1000.8,999.9,1000.3,0.9,70,46,62,24,0.867816055,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.555852019030333,0.15324078326947982,-4.9902412204842
2016-07-01,102.7746637,71.226,55.02615845,2016,7,2457394,1.5,-6.2,-2.1,7.7,988.7,988.1,988.5,0.6,98,80,91,18,1.133333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.555699338249543,-0.2438133379557425,-5.1836114537476075
2016-07-02,21.68793816,17.086,14.04817544,2016,38,2457425,12.0,2.7,6.7,9.3,1004.7,1001.0,1002.3,3.7,89,41,68,48,1.236038984,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.555546657468756,-0.3308059560750361,-5.354431953664716
2016-07-03,19.027,18.765,16.13838073,2016,67,2457454,7.6,4.5,5.2,3.1,989.9,987.4,988.4,2.5,87,69,76,18,1.116418266,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.555393976687967,-0.1278413579581347,-5.49732998349819
2016-07-04,30.25419046,18.631,7.174433597,2016,98,2457485,23.5,11.0,16.7,12.5,996.4,991.9,993.9,4.5,69,44,60,25,1.151224865,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.555241295907178,0.674476314104971,-5.607778572695315
2016-07-05,11.5804807,7.804,6.566484517,2016,128,2457515,22.9,8.0,15.0,14.9,1000.7,998.8,999.6,1.9,83,39,67,44,1.974184049,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.555088615126389,-0.28109766563919486,-5.682236017209211
2016-07-06,16.58121223,9.87,7.123237502,2016,159,2457546,24.8,14.0,19.3,10.8,1006.2,1005.6,1006.0,0.6,72,48,62,24,1.693348955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.554935934345602,0.1558412202533522,-5.7182563978835725
2016-07-07,12.11088598,7.377,5.977159698,2016,189,2457576,25.7,15.5,20.8,10.2,1006.2,1004.7,1005.5,1.5,68,41,53,27,1.683602183,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.554783253564812,0.1532407832679719,-5.714567673489161
2016-07-08,9.31372549,7.19,3.159041394,2016,220,2457607,26.9,17.5,21.0,9.4,1010.3,1009.5,1010.0,0.8,68,38,53,30,2.520994274,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.554630572784026,-0.24381333795664792,-5.671114854788903
2016-07-09,21.7062635,14.66,13.48992081,2016,251,2457638,26.0,17.1,21.9,8.9,1006.2,1003.6,1004.9,2.6,78,54,69,24,2.550762528,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15.554477892003236,-0.330805956074502,-5.5890667944598595
2016-07-10,9.367617663,8.096,5.406142104,2016,281,2457668,13.9,6.6,9.6,7.3,1002.8,1000.6,1001.4,2.2,80,59,72,21,1.929770862,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15.55432521122245,-0.1278413579592628,-5.470786204523205
2016-07-11,10.85766423,9.653,8.02919708,2016,312,2457699,12.9,4.9,7.4,8.0,994.0,991.2,992.5,2.8,93,69,82,24,0.52614475,7.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,15.554172530441663,0.6744763141051445,-5.319763606383573
2016-07-12,67.69454018,55.779,29.24528302,2016,342,2457729,3.5,-5.4,-2.1,8.9,1024.5,1022.3,1023.4,2.2,95,75,87,20,1.008754198,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.554019849660872,-0.28109766563855637,-5.140516996229395
2016-07-13,10.17958585,7.303,5.973978376,2016,195,2457582,30.4,20.4,26.3,10.0,996.0,993.0,994.4,3.0,78,53,69,25,1.469852543,19.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.553867168880085,0.15584122025473843,-4.938460038373032
2016-07-14,13.29500539,3.234,2.965,2016,196,2457583,26.2,17.0,20.1,9.2,1000.4,993.4,996.4,7.0,78,57,64,21,1.750637431,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.553714488099295,0.1532407832702755,-4.719742550259922
2016-07-15,12.36263736,7.929,4.550448636,2016,197,2457584,20.5,14.6,18.5,5.9,1004.6,1002.9,1003.8,1.7,76,51,60,25,3.494567331,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.55356180731851,-0.24381333795755344,-4.491067886909051
2016-07-16,9.779035793,5.797,3.030856308,2016,198,2457585,19.5,13.2,15.5,6.3,1003.7,1002.2,1002.8,1.5,84,67,73,17,1.000918538,23.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.55340912653772,-0.33080595607441793,-4.259492543798845
2016-07-17,8.491580079,5.106,2.848441419,2016,199,2457586,25.6,14.2,19.7,11.4,1003.8,1002.3,1003.1,1.5,85,40,67,45,0.666762233,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.553256445756933,-0.12784135795896714,-4.032213854197306
2016-07-18,7.138914443,3.054,3.145,2016,200,2457587,30.6,15.0,22.3,15.6,1004.3,1003.4,1003.9,0.9,85,43,69,42,1.496932085,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.553103764976143,0.6744763141048946,-3.81635204226234
2016-07-19,14.73100691,9.324,4.15303526,2016,201,2457588,28.0,16.4,22.9,11.6,1006.0,1004.5,1005.3,1.5,76,50,64,26,0.798399622,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552951084195357,-0.2810976656394146,-3.618733094905753
2016-07-20,14.40924813,9.558,7.145457855,2016,202,2457589,29.3,16.5,23.9,12.8,1003.5,1001.3,1002.2,2.2,77,49,67,28,0.92190694,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552798403414565,0.15584122025396716,-3.445678926545883
2016-07-21,14.16456153,12.477,11.10609888,2016,203,2457590,30.2,18.9,24.8,11.3,1001.4,999.2,1000.2,2.2,81,54,69,27,1.683484375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552645722633779,0.15324078326886661,-3.3028111302619956
2016-07-22,17.59293338,14.434,12.30217151,2016,204,2457591,30.1,20.4,25.0,9.7,999.8,999.8,999.8,0.0,81,56,71,25,0.693670515,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552493041852989,-0.2438133379552337,-3.19487424111895
2016-07-23,18.86227545,12.491,11.77644711,2016,205,2457592,33.5,19.0,27.2,14.5,1000.3,1000.2,1000.3,0.1,74,38,61,36,0.770175004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552340361072202,-0.33080595607388374,-3.125583892427707
2016-07-24,19.1053966,11.246,3.621876132,2016,206,2457593,31.6,18.6,27.4,13.0,1001.1,1000.4,1000.7,0.7,73,49,63,24,1.539817669,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552187680291413,-0.12784135795769905,-3.0975045389373657
2016-07-25,10.18922853,9.298,3.011280932,2016,207,2457594,28.1,19.8,22.5,8.3,1001.7,1000.7,1001.1,1.0,86,69,79,17,0.37828231,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.552034999510626,0.6744763141048936,-3.111960572417174
2016-07-26,13.93988481,9.26,7.190424766,2016,208,2457595,29.0,16.9,23.3,12.1,1002.0,1000.5,1001.1,1.5,87,57,75,30,1.116418266,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.551882318729836,-0.28109766563952454,-3.168983689335206
2016-07-27,18.08392128,11.743,8.243594504,2016,209,2457596,29.7,18.2,24.6,11.5,1001.2,999.1,1000.0,2.1,76,67,73,9,1.116418266,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.55172963794905,0.15584122025319586,-3.26729831528878
2016-07-28,11.42908245,8.067,7.216955822,2016,210,2457597,27.3,19.5,22.5,7.8,1000.6,1000.4,1000.5,0.2,93,59,77,34,0.56785111,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.551576957168258,0.1532407832692645,-3.404345777228468
