,pm10,pm2.5,pm1
2009-11-17,31.806330750515038,22.668539325842758,17.284644194756687
2009-11-18,52.93980763264012,38.38151353341906,22.358247422680545
2009-11-19,56.6003206712306,38.93524396880093,28.41341795104284
2009-11-20,85.21953143059147,64.38848920863259,47.55307664627526
2009-11-21,62.944886336282075,52.44614822928102,32.73092369477942
2009-11-22,59.5064907934412,46.20944992947787,29.329805996472622
2009-11-23,26.661593520749395,21.752813274842964,18.084700495993978
2009-11-24,39.20399717358399,25.660377358490294,25.24707996406091
2009-11-25,43.875084789074755,26.674641148325218,25.276039749723445
2009-11-26,59.26821172325183,33.069306930693166,31.914702177434066
2009-11-27,32.862792977956566,24.23239566096734,16.74940246368809
2009-11-28,27.39993020860829,22.44245524296663,18.442697861451975
2009-11-29,52.670239790460634,28.20773930753606,19.96775288526764
2009-11-30,42.94632196534136,24.66442953020163,19.982238010656637
2009-12-01,24.303520010299216,13.892961876833002,9.222588925559794
2009-12-02,28.540518817924845,23.682776162790933,18.720465285350837
2009-12-03,64.89792861811034,54.5005389867044,34.061096136567734
2009-12-04,28.856077895533414,27.183567727609145,17.477794226499164
2009-12-05,26.033671032929078,22.319652865666235,13.501537348526155
