,Ost_8010_208,DonBosco_8020_110,DonBosco_8020_119,DonBosco_8020_122,DonBosco_8053_111,Nord_8010_205,Ost_8010_209,Ost_8010_213,Ost_8010_214,Nord_8020_102,West_8020_103,Sud_8020_107,Sud_8041_218,Ost_8041_221,Nord_8045_203,Nord_8051_101,D_NO2,D_PM10K,N_NO2,N_O3,N_PM10K,O_NO2,O_PM10K,S_NO2,S_O3,S_PM10K,W_NO2,W_PM10K,year,dayofyear,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,season_fall,season_spring,season_summer,season_winter,N_Ox,S_Ox,holiday,holiday_school,DonBosco_RH,DonBosco_Temp,Nord_Precip,Nord_Pressure,Nord_RH,Nord_Temp,Nord_Winddirection,Nord_Windspeed,Sud_RH,Sud_Temp,Sud_Winddirection,Sud_Windspeed,West_RH,West_Temp,West_Winddirection,West_Windspeed,Ost_Pressure,Ost_RH,Ost_Temp,Ost_Winddirection,Ost_Windspeed,Cloud_Cover_Mean,Temperature_Air_2m_Max_Day_Time,Temperature_Air_2m_Min_Night_Time,Wind_Speed_10m_Mean,D_NO,D_NOX,N_NO,N_NOX,Nord_Radiation,Nord_peek_wind_speed,O_NO,O_NOX,Ost_peek_wind_speed,S_NO,Sud_peek_wind_speed,W_NO,W_NOX,West_peek_wind_speed
2018-12-13,1350.0,1205.0,534.0,1545.0,1128.0,994.0,757.0,780.0,936.0,1573.0,1770.0,1185.0,587.0,1588.0,1047.0,1498.0,57.328716,36.38027,21.587713,34.3011,11.218567,35.755512,44.03185,49.296013,11.387711,27.09376,27.581944,15.741815,2018,347,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.888813,60.683724,0,0,63.18953,2.9786146,0.0,978.5285,60.766785,3.0475667,281.58456,0.5050072,67.96695,2.2216198,205.6176,0.5822677,62.80129,3.3630877,251.41309,0.7171817,974.42194,74.116585,2.8986943,200.15623,0.6349595,0.85961086,274.137,269.59546,1.3467001,50.869565217391305,59.95652173913044,7.782608695652174,20.73913043478261,9.441666666666666,1.9958333333333333,22.08695652173913,31.47826086956522,1.4166666666666667,33.0,1.3391304347826087,8.0,19.91304347826087,1.7708333333333333
2018-12-14,1355.0,1241.0,569.0,1624.0,1154.0,1031.0,753.0,816.0,974.0,1639.0,1810.0,1224.0,593.0,1625.0,1099.0,1546.0,36.370655,24.131523,26.764606,7.561493,19.52001,25.856539,21.149961,26.089632,6.201942,20.119411,25.261711,18.650455,2018,348,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,34.326099,32.291574000000004,0,0,90.549805,0.1282524,0.0,979.7168,85.681465,0.3067842,179.21028,0.7566851,87.59856,-0.03999938,161.35268,0.46781203,90.21325,0.3222881,191.11794,0.6786204,975.5463,99.599846,0.05451927,198.92686,0.4153799,0.9682671,272.87476,270.1905,1.6456579,57.391304347826086,68.91304347826087,0.4782608695652174,7.391304347826087,22.5,1.4416666666666667,22.91304347826087,32.95652173913044,1.8583333333333334,6.913043478260869,1.6708333333333334,4.391304347826087,16.304347826086957,1.7625
2018-12-15,1042.0,1065.0,520.0,1292.0,998.0,681.0,551.0,665.0,796.0,1355.0,1490.0,947.0,473.0,1191.0,819.0,1234.0,43.597645,19.897837,14.352817000000002,30.255146000000003,18.798706,28.12958,21.666458,20.35813,23.803215,19.209911,24.543528,18.806303,2018,349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,44.607963,44.161345,0,0,90.48307,-0.84983844,0.022683913,980.57074,85.13156,-0.7104818,127.790985,0.44400024,87.017,-0.7954629,90.55307,0.5751694,89.99863,-0.6207407,190.21071,0.4453456,976.28345,99.59982,-0.98939365,89.16794,0.6478397,0.7131246,274.317,269.2365,1.7665613,29.818181818181817,40.31818181818182,2.0869565217391304,10.91304347826087,60.74583333333334,2.025,12.782608695652174,24.217391304347824,2.0625,9.73913043478261,2.433333333333333,5.782608695652174,14.73913043478261,2.966666666666667
2018-12-16,894.0,790.0,402.0,949.0,724.0,517.0,487.0,485.0,539.0,996.0,1258.0,660.0,274.0,763.0,587.0,863.0,32.13962,23.078682,18.582668,26.480549,17.553798999999998,27.16076,27.429045,24.064508,18.542576,21.571037,20.11739,18.787811,2018,350,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.063217,42.607084,0,0,76.80041,-0.79917735,0.0,980.25287,71.05499,-0.41007462,260.35965,0.43873692,79.19933,-0.8291959,208.04185,0.84362215,74.37426,-0.40286943,250.27211,0.84987855,976.00726,87.5629,-1.0077128,229.55281,0.49460337,0.63950706,274.07794,268.5896,0.80645365,54.391304347826086,65.0,13.304347826086957,26.91304347826087,68.0375,1.5833333333333333,27.73913043478261,38.0,1.3166666666666667,36.04347826086956,0.6875,20.17391304347826,33.391304347826086,1.2833333333333334
2018-12-17,1267.0,1183.0,532.0,1559.0,1111.0,976.0,748.0,764.0,906.0,1590.0,1727.0,1191.0,580.0,1568.0,1051.0,1504.0,41.321465,37.569874,30.759148,8.653808999999999,30.095812,30.037485,35.72089000000001,30.407248,4.9794226,38.47555,33.001057,32.09409,2018,351,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,39.412957,35.3866706,0,0,92.1232,-4.1653295,0.0,978.38477,84.33752,-3.4917812,248.52539,0.544571,90.82246,-4.588699,169.55428,0.23500551,91.07196,-3.7185838,194.61232,0.4087812,974.12177,99.55346,-4.3163557,186.84718,0.4024055,0.85142905,276.65753,267.64294,0.9682058,211.7391304347826,206.7391304347826,50.04347826086956,62.95652173913044,50.19166666666667,1.5958333333333332,126.30434782608695,127.0,1.0125,185.47826086956522,0.47500000000000003,109.6086956521739,116.56521739130434,0.9333333333333335
2018-12-18,1281.0,1187.0,533.0,1572.0,1121.0,1005.0,755.0,794.0,936.0,1592.0,1750.0,1159.0,590.0,1605.0,1064.0,1520.0,71.99649000000002,64.565765,44.24752,4.6297207,41.57412,49.761745,62.80684300000001,54.5593,1.4170531000000002,68.94771999999999,54.87419000000001,52.484432,2018,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48.8772407,55.9763531,0,0,89.55271,-2.5645099,0.0,982.0984,81.48322,-1.9745984,279.08212,0.45494017,88.32812,-3.2082155,163.72157,0.20094295,89.32328,-2.2850199,223.54723,0.26361302,977.86237,98.17563,-2.914409,187.12431,0.26980332,0.5532795,278.02347,268.58057,1.2271426,232.7826086956522,228.8695652173913,78.04347826086956,90.34782608695652,77.95833333333333,1.3458333333333332,136.65217391304347,138.08695652173913,1.0250000000000001,223.56521739130434,0.49583333333333335,129.82608695652175,137.1304347826087,0.975
2018-12-19,1389.0,1220.0,546.0,1584.0,1138.0,1014.0,773.0,809.0,953.0,1610.0,1769.0,1176.0,591.0,1638.0,1095.0,1564.0,81.61655999999998,62.799168,54.03105,2.9703882,41.88236,55.81851,51.430584,67.34315500000001,1.5920397,70.09783,63.71221,49.13419,2018,353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,57.0014382,68.93519470000001,0,0,89.616585,-1.6341373,0.0,987.93915,85.28825,-1.178757,204.64519,0.39501765,87.51019,-2.2795143,182.23247,0.15380445,89.36909,-1.2984654,204.60973,0.26653913,983.88605,97.9226,-1.8785328,220.2403,0.27575496,0.94056433,274.7634,268.79468,1.3888947,130.2173913043478,136.6086956521739,49.69565217391305,63.43478260869565,39.94166666666667,1.5125,76.65217391304348,86.1304347826087,1.3333333333333333,69.21739130434783,1.0083333333333333,68.04347826086956,80.65217391304348,1.2416666666666667
2018-12-20,1362.0,1230.0,546.0,1595.0,1155.0,1004.0,770.0,820.0,961.0,1616.0,1789.0,1186.0,599.0,1615.0,1063.0,1536.0,58.801987,43.485764,44.258575,11.455815,38.62178400000001,45.6352,43.4247,43.448524,9.367998,44.650623,48.161407,43.597637,2018,354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.71439,52.816522,0,0,92.79154,-0.85138613,0.0,983.99896,87.11376,-0.14066969,165.64381,0.5393048,90.12498,-1.0652541,150.53603,0.29252228,92.30854,-0.37784967,198.5318,0.41824088,979.8396,99.59989,-0.8452949,175.97752,0.38151065,0.6177826,277.18256,269.57812,0.8488091,91.26086956521739,102.52173913043478,54.52173913043478,67.04347826086956,31.604166666666668,1.3375000000000001,54.95652173913044,66.17391304347827,1.1375,52.391304347826086,0.8958333333333334,46.52173913043478,60.869565217391305,1.1375
2018-12-21,1347.0,1240.0,581.0,1591.0,1138.0,994.0,737.0,833.0,968.0,1659.0,1774.0,1209.0,618.0,1592.0,1095.0,1595.0,57.18606,51.06245,45.64643,12.179394,51.192905,43.251804,50.254547,43.623302,11.378198,51.49148,45.95597,49.822216,2018,355,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,57.825824,55.0015,0,0,93.088036,-0.40737343,0.072158314,981.2139,88.49604,0.023577249,171.66005,0.4225365,90.57609,-0.44713536,141.01233,0.2808471,93.85498,-0.15233429,173.55542,0.33818495,976.98315,99.59989,-0.5520228,215.21059,0.3252932,0.84675765,277.9867,267.40668,1.5674556,153.52173913043478,153.95652173913044,116.17391304347827,120.6086956521739,32.637499999999996,1.5666666666666667,114.95652173913044,116.69565217391305,1.325,119.31818181818181,0.875,107.95652173913044,113.3913043478261,1.1333333333333333
2018-12-22,942.0,985.0,475.0,1162.0,931.0,627.0,528.0,599.0,674.0,1220.0,1341.0,873.0,423.0,1019.0,801.0,1176.0,59.4492,49.303013,53.214767,1.6856064999999998,46.553394,46.811844,49.43535,47.89921,1.0171675999999998,51.80368,51.13532,48.56045,2018,356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54.9003735,48.9163776,0,0,97.449066,-1.0796126,0.0,980.0652,92.29249,-0.0592885,170.00371,0.4725499,98.49307,-1.2663586,179.7488,0.17642355,96.82727,-0.58588946,199.64282,0.32706928,975.9155,99.59989,-0.93332654,174.63277,0.3554494,0.40081486,280.3858,271.5133,1.874818,161.04347826086956,159.69565217391303,31.08695652173913,46.30434782608695,62.43333333333334,2.308333333333333,78.65217391304348,85.30434782608695,1.6624999999999999,136.2173913043478,1.5833333333333333,62.869565217391305,71.8695652173913,2.0458333333333334
2018-12-23,811.0,698.0,367.0,828.0,646.0,467.0,432.0,436.0,440.0,822.0,1078.0,591.0,253.0,600.0,518.0,741.0,57.926174,33.996307,40.305912,8.362025,20.520483,43.427418,25.981932,45.529972,5.152737999999999,43.436756,40.57679,23.674898,2018,357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,48.667937,50.68271,0,0,87.078636,2.5835836,0.0,975.9456,82.02979,3.492381,200.50877,0.6386357,88.84702,1.5412656,188.38435,0.36716497,84.45961,3.448637,226.88698,0.40735188,971.70917,97.624664,2.368851,183.58641,0.31593546,0.8116893,279.38437,269.7016,1.2617606,92.6086956521739,104.30434782608695,22.17391304347826,38.56521739130435,57.22083333333333,1.2583333333333333,57.608695652173914,69.3913043478261,1.4000000000000001,73.69565217391305,0.9208333333333334,40.27272727272727,55.77272727272727,1.2291666666666667
2018-12-24,837.0,753.0,396.0,1047.0,654.0,591.0,478.0,460.0,503.0,995.0,1160.0,681.0,351.0,702.0,623.0,941.0,57.566998,31.803202,40.323334,6.555946400000002,19.872992,43.92015,27.315039,44.351933,2.4595091,38.314728,45.121696,24.564795,2018,358,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46.8792804,46.8114421,0,1,89.73762,3.4518452,0.0,980.4697,84.44947,4.2416463,191.84387,0.28048155,90.03635,2.423322,167.11447,0.17692824,86.912384,4.264048,193.674,0.19786727,976.3125,98.673256,3.2983973,183.8296,0.22967471,0.6158582,279.99792,271.6413,2.2632232,66.8695652173913,72.65217391304348,7.608695652173913,16.0,59.13333333333333,3.233333333333333,21.52173913043478,27.434782608695652,3.608333333333333,42.608695652173914,4.408333333333333,29.695652173913043,35.43478260869565,4.25
2018-12-25,586.0,518.0,265.0,645.0,478.0,363.0,344.0,266.0,315.0,633.0,803.0,387.0,180.0,454.0,401.0,571.0,36.71028,23.525856,18.444073,28.817165000000006,9.901709,19.423954,17.909367,22.321367,26.865118,24.958893,20.844883,18.297256,2018,359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,47.261238,49.186485,1,1,72.040764,5.0863175,0.024900159,976.60394,72.07186,5.1369786,288.6557,0.6623847,74.38412,4.483561,257.83856,1.6320448,64.15212,5.4342456,244.44469,0.97700787,972.4143,81.88073,4.9799123,199.7696,0.9455649,0.3907531,277.64066,270.23666,1.6663077,18.47826086956522,32.52173913043478,0.391304347826087,11.217391304347826,45.9375,2.2583333333333333,7.0,20.782608695652176,2.345833333333333,6.0,2.7708333333333335,0.30434782608695654,9.608695652173912,3.3541666666666665
2018-12-26,666.0,612.0,284.0,722.0,576.0,400.0,377.0,318.0,382.0,767.0,964.0,445.0,226.0,591.0,479.0,699.0,33.99354,11.859668,20.640696,35.483665,9.725766,29.266357,17.784472,24.235065,28.707424,15.018981,17.90934,8.598374,2018,360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,56.124361,52.942489,1,1,66.02009,2.409601,0.0,988.20624,65.042946,2.4798582,239.83415,0.36330375,69.67681,1.7221079,213.89215,0.75846547,64.15212,3.0795562,280.14203,0.71111745,984.23505,76.31081,2.0460222,192.77892,0.45904705,0.46056622,277.87308,270.15506,1.3279954,55.26086956521739,71.56521739130434,16.565217391304348,33.04347826086956,30.891666666666666,1.5541666666666665,25.391304347826086,40.78260869565217,1.2291666666666667,51.52173913043478,1.0,17.956521739130434,36.34782608695652,1.3958333333333333
2018-12-27,920.0,989.0,436.0,1218.0,964.0,662.0,575.0,565.0,706.0,1234.0,1428.0,940.0,444.0,1067.0,762.0,1160.0,52.52537,28.586355,38.515465,8.728282,23.300879,38.614986,31.162481,42.84253,3.5331433,34.699528,42.582825,24.127058,2018,361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47.243747,46.3756733,0,1,85.11228,-0.82459855,0.0,987.7556,79.30184,-0.44872633,221.11249,0.35260573,82.72922,-1.5557542,209.96883,0.19235851,83.5042,-0.36429682,204.23567,0.28318253,983.69385,93.39072,-0.7690156,197.03172,0.20386797,0.49400407,280.03534,268.1023,1.2565182,171.34782608695653,174.1304347826087,39.0,57.391304347826086,78.59583333333333,1.5999999999999999,88.21739130434783,97.04347826086956,1.1291666666666667,149.2173913043478,0.85,62.78260869565217,77.56521739130434,1.1041666666666667
2018-12-28,949.0,973.0,445.0,1200.0,935.0,670.0,563.0,566.0,688.0,1211.0,1415.0,926.0,443.0,1043.0,748.0,1148.0,71.58523000000002,46.313675,49.46354,4.766145,29.18638,50.418495,48.59544,56.368526,2.714698,50.854145,52.56506,34.78934,2018,362,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,54.229685,59.083224,0,1,81.35024,0.023643175,0.0,986.1954,75.471245,0.7458973,209.34618,0.46343696,80.17591,-0.7841644,200.4406,0.23174715,80.83968,0.45608822,213.28455,0.25945523,982.1285,92.78867,-0.1966734,184.95058,0.27259448,0.41232958,281.5801,269.8752,1.4831712,209.56521739130434,206.2608695652174,71.0,83.43478260869566,47.72083333333333,1.6375,92.65217391304348,99.08695652173913,1.1125,182.2173913043478,0.7291666666666666,98.21739130434783,107.26086956521739,1.0875000000000001
2018-12-29,751.0,834.0,392.0,1022.0,801.0,524.0,432.0,464.0,563.0,1058.0,1207.0,752.0,365.0,826.0,634.0,1000.0,72.78811999999998,50.508057,50.21691,3.0143497000000004,32.113445,47.292408,41.462673,56.14627,55.43787,56.660297,54.259567,37.8959,2018,363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,53.23125970000001,111.58414,0,1,86.7923,1.9475652,0.0,983.69745,79.20374,2.7974436,236.23824,0.47703484,84.41648,0.990635,187.32147,0.1980234,85.327934,2.464863,205.31523,0.21478759,979.6084,95.76361,1.8000065,183.11494,0.21266858,0.47134703,278.84332,269.26257,0.97503597,85.21739130434783,97.04347826086956,17.347826086956523,33.391304347826086,66.04583333333333,1.5166666666666666,52.82608695652174,64.6086956521739,1.3166666666666667,80.91304347826087,0.8916666666666666,27.91304347826087,43.73913043478261,1.4833333333333334
2018-12-30,631.0,605.0,324.0,729.0,571.0,405.0,364.0,348.0,372.0,744.0,963.0,505.0,219.0,532.0,410.0,630.0,54.061535,32.318283,37.02095,6.689133999999999,27.64903,42.47903,39.16632,41.145763,55.43787,43.889782,40.83968400000001,29.799608000000006,2018,364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43.710084,96.583633,0,1,86.26959,1.447697,0.0,987.1355,83.446495,1.1953629,286.99957,0.4475521,84.806496,0.5018196,234.8559,0.27341232,86.76104,1.6643724,178.45662,0.4781874,983.0362,95.451355,1.1923124,180.07426,0.2561159,0.69047385,278.6845,270.77405,1.8957891,54.26086956521739,62.130434782608695,8.782608695652174,19.869565217391305,51.895833333333336,2.725,31.391304347826086,41.56521739130435,1.8625,65.04347826086956,2.4916666666666667,18.391304347826086,28.347826086956523,3.0124999999999997
2018-12-31,787.0,804.0,421.0,995.0,711.0,567.0,429.0,491.0,540.0,1014.0,1117.0,673.0,340.0,755.0,602.0,950.0,34.829002,28.233156,23.43337,27.505033,19.072645,30.174116,36.45846,26.940638,55.43787,41.422695,24.149578,22.18834,2018,365,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50.938403,82.378508,0,1,76.57015,2.9323652,0.0,983.6612,72.82551,3.1035955,254.07045,0.53445715,77.103645,2.3050945,225.99782,0.66206366,76.313255,3.462931,193.90417,0.56001824,979.66974,87.55198,2.7228832,219.67218,0.38114515,0.6864856,279.9323,272.27167,1.4049569,41.608695652173914,59.69565217391305,2.652173913043478,12.347826086956522,57.90833333333333,1.8791666666666667,18.73913043478261,31.82608695652174,2.3458333333333337,15.304347826086957,1.8791666666666667,4.608695652173913,17.26086956521739,2.0708333333333333
2019-01-01,601.0,546.0,346.0,657.0,482.0,358.0,333.0,349.0,342.0,653.0,808.0,393.0,184.0,481.0,383.0,560.0,52.0951,17.975157,21.271215,37.20893,9.566993,32.775032,25.029177,35.934326,55.43787,21.130981,26.817606,13.461806,2019,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,58.48014500000001,91.372196,1,1,69.84315,4.9708247,0.0,987.17285,68.38107,4.755036,223.26585,0.37646428,68.95446,4.6668158,241.03618,0.4872323,69.28481,5.2938666,183.77876,0.446079,983.1589,79.09064,5.1801047,173.9173,0.46873412,0.62707895,279.3823,271.4706,1.3649358,50.65217391304348,67.3913043478261,2.8260869565217392,17.47826086956522,63.78333333333333,1.2208333333333334,13.478260869565217,28.08695652173913,1.2208333333333334,24.91304347826087,0.7458333333333332,5.478260869565218,20.130434782608695,1.1708333333333334
2019-01-02,825.0,928.0,411.0,1204.0,910.0,662.0,540.0,521.0,671.0,1152.0,1372.0,883.0,440.0,1044.0,714.0,1077.0,49.778606,58.018124,29.237658000000003,19.853159,40.039993,33.409766999999995,44.575634,34.61826,55.43787,62.737926,31.419199,47.21358,2019,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,49.090817,90.05613000000002,0,1,84.928276,2.5555575,0.0,984.28827,80.0368,2.6884143,237.62567,0.32949436,81.4804,2.043622,168.52779,0.22052096,84.7706,2.7608778,203.95891,0.2877175,980.19434,93.88343,2.4258244,183.69041,0.26650235,0.3167085,277.29587,271.37637,3.2138464,30.08695652173913,42.69565217391305,1.826086956521739,10.26086956521739,65.74166666666666,3.420833333333333,6.826086956521739,17.304347826086957,3.908333333333333,15.347826086956522,4.495833333333334,3.6956521739130435,12.0,4.995833333333334
2019-01-03,840.0,925.0,418.0,1228.0,914.0,666.0,567.0,543.0,680.0,1150.0,1378.0,875.0,454.0,1043.0,719.0,1073.0,34.697414,14.273132999999998,15.499404,50.732708,7.700563000000002,21.417612,9.343574,22.323366,55.43787,15.387935,16.177406,9.533874,2019,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,66.232112,77.761236,0,1,77.96432,1.072131,0.04171599,978.7983,76.64164,1.1504279,262.72662,0.6251604,76.39323,0.92300653,279.8543,1.4175063,78.66467,1.5445682,296.05524,1.1408271,974.64844,88.70112,1.135029,264.00385,0.9905898,0.61162674,273.70038,269.4521,3.2960503,18.434782608695652,30.73913043478261,0.0,4.130434782608695,61.47083333333333,3.3958333333333335,6.478260869565218,14.434782608695652,3.9916666666666667,3.130434782608696,4.7625,0.5652173913043478,5.217391304347826,4.770833333333333
2019-01-04,940.0,954.0,437.0,1262.0,934.0,704.0,570.0,557.0,699.0,1196.0,1408.0,914.0,463.0,1097.0,753.0,1117.0,31.706593,18.616228,8.864778,65.380646,8.097428,19.208975,8.287168,16.29499,55.43787,11.100862,10.398998,8.258319,2019,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,74.245424,71.73285999999997,0,1,65.774574,-1.2642647,0.027051218,985.6589,65.19952,-1.244694,285.35672,0.64786243,65.790596,-1.2082478,274.8942,1.6139148,67.525894,-1.021061,281.14728,1.1614453,981.552,73.244225,-1.4052391,272.12057,1.0123749,0.6370076,273.40945,268.65558,1.827474,40.391304347826086,61.47826086956522,3.5217391304347827,18.652173913043477,62.71666666666667,2.2041666666666666,15.869565217391305,32.78260869565217,2.2666666666666666,17.956521739130434,2.8791666666666664,4.0,18.956521739130434,2.920833333333333
2019-01-05,752.0,818.0,380.0,1027.0,787.0,518.0,429.0,456.0,547.0,989.0,1174.0,765.0,380.0,818.0,584.0,912.0,55.45772,23.880173000000006,31.84170300000001,39.77197,15.488463,38.360676,26.897135,43.768528,28.94793,21.384642000000003,31.904474,15.953938,2019,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,71.61367299999998,72.71645799999997,0,0,62.774387,-1.294156,0.0,987.1158,65.65503,-1.6060462,250.76915,0.31233695,66.42718,-1.7379475,235.812,0.9431568,66.12878,-1.1700923,241.44202,0.75770015,983.0273,73.194435,-1.7144241,204.10535,0.54705423,0.81255436,276.87183,269.86725,2.0299141,73.52173913043478,92.34782608695652,16.52173913043478,37.30434782608695,35.49583333333333,1.9041666666666668,20.565217391304348,41.78260869565217,1.7958333333333334,45.130434782608695,1.5166666666666666,22.82608695652174,45.608695652173914,2.004166666666667
2019-01-06,733.0,639.0,330.0,827.0,600.0,456.0,402.0,380.0,422.0,801.0,1078.0,575.0,247.0,630.0,480.0,689.0,63.724026,38.265903,45.225616,11.015594,25.21283,48.19574,43.14419,52.175407,6.959989,42.920197,50.801624,28.926529,2019,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,56.24121,59.13539599999999,1,0,78.06874,0.5586182,0.0,978.1171,76.21922,0.20035331,256.6807,0.31840542,75.10715,0.32755265,199.11098,0.4153137,79.487015,0.7291766,228.14845,0.45483458,973.90454,83.70452,0.9186602,197.32237,0.33313772,0.7276634,277.22684,271.1336,1.6275288,33.47826086956522,46.82608695652174,5.043478260869565,16.08695652173913,77.4375,2.533333333333333,9.173913043478262,21.17391304347826,2.7291666666666665,22.08695652173913,3.3333333333333335,6.217391304347826,19.130434782608695,2.7916666666666665
2019-01-07,1184.0,1092.0,472.0,1411.0,1034.0,892.0,676.0,652.0,806.0,1440.0,1642.0,1049.0,512.0,1350.0,915.0,1356.0,36.50439,17.792952,22.455156,30.458015000000003,9.829421,26.361591,16.343088,22.960783,28.564611,17.972185,25.906752,13.63503,2019,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,52.913171,51.525394,0,0,74.85831,2.4176598,0.0,979.83856,73.556755,1.8570231,212.1227,0.56324744,72.56097,2.1671362,225.91211,1.1674076,76.58793,2.538414,213.6645,0.5937367,975.7082,83.62669,2.3911946,215.16484,0.5901939,0.81510264,272.77478,270.57236,1.5313445,42.69565217391305,59.56521739130435,1.7826086956521738,17.043478260869566,23.258333333333336,1.9500000000000002,20.217391304347824,34.52173913043478,1.3583333333333334,11.826086956521738,1.3291666666666666,1.391304347826087,14.652173913043478,1.6833333333333333
2019-01-08,1200.0,1121.0,480.0,1419.0,1071.0,926.0,686.0,673.0,831.0,1493.0,1693.0,1047.0,517.0,1370.0,924.0,1412.0,48.08999,19.115479,29.777494,28.364336,19.950624,34.635098,18.877699,30.642275,24.986622,18.782858,26.475824,16.515970000000006,2019,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,58.14183000000001,55.628897,0,0,92.06344,-0.93265,0.0060620755,986.5847,84.81385,-0.7164369,179.76299,0.753457,85.404205,-0.94043714,161.81276,0.49976107,91.77521,-0.7345245,184.36035,0.56159455,982.49664,98.142944,-1.105317,208.66594,0.37164184,0.5928397,277.00177,267.9931,1.6054776,101.43478260869566,106.0,50.04347826086956,61.56521739130435,39.4625,1.4583333333333333,58.34782608695652,67.91304347826087,1.4166666666666667,56.18181818181818,1.2041666666666668,44.26086956521739,54.69565217391305,1.4000000000000001
2019-01-09,1053.0,1124.0,477.0,1444.0,1080.0,919.0,691.0,679.0,839.0,1484.0,1684.0,1048.0,509.0,1393.0,943.0,1405.0,48.731342,34.696095,41.75407,5.604424,36.44056,40.261417,34.08605,38.44793,7.2641478,38.492184,38.32112,33.97667,2019,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,47.358494,45.7120778,0,0,96.60593,-1.476535,0.0,973.8509,90.69113,-1.1929517,201.99242,0.3650653,91.169624,-1.6154901,191.68498,0.26890734,80.13711,-1.1569303,202.96574,0.35967186,969.5332,99.59989,-1.5760297,227.94185,0.3844786,0.8632209,277.41302,269.22644,1.2587608,121.08695652173913,132.08695652173913,25.565217391304348,40.30434782608695,47.074999999999996,1.5875000000000001,51.56521739130435,66.21739130434783,1.5999999999999999,121.8695652173913,1.3125,42.47826086956522,58.130434782608695,1.8458333333333332
2019-01-10,1157.0,1144.0,494.0,1474.0,1091.0,949.0,707.0,698.0,858.0,1492.0,1714.0,1071.0,524.0,1435.0,961.0,1450.0,67.415695,34.247242,38.145676,17.588438,19.430716,47.935806,38.573456,52.077927,9.836696,40.1433,45.9164,28.764517,2019,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.73411400000001,61.91462300000001,0,0,79.743065,1.2093171,0.0,965.4174,78.22463,1.0977635,230.99391,0.38192248,78.2356,0.771045,236.99597,0.33085632,80.13711,1.4171786,219.4765,0.4351221,960.977,84.519875,1.2424695,220.47527,0.3467389,0.76402384,276.3353,270.317,2.0673487,71.1304347826087,83.73913043478261,7.739130434782608,19.17391304347826,50.29583333333333,2.4875000000000003,45.43478260869565,56.30434782608695,1.9583333333333333,53.69565217391305,1.9458333333333335,11.0,25.08695652173913,2.9333333333333336
