,Ost_8010_208,DonBosco_8020_110,DonBosco_8020_119,DonBosco_8020_122,DonBosco_8053_111,Nord_8010_205,Ost_8010_209,Ost_8010_213,Ost_8010_214,Nord_8020_102,West_8020_103,Sud_8020_107,Sud_8041_218,Ost_8041_221,Nord_8045_203,Nord_8051_101,D_NO2,D_PM10K,N_NO2,N_O3,N_PM10K,O_NO2,O_PM10K,S_NO2,S_O3,S_PM10K,W_NO2,W_PM10K,year,dayofyear,month_Apr,month_Aug,month_Dec,month_Feb,month_Jan,month_Jul,month_Jun,month_Mar,month_May,month_Nov,month_Oct,month_Sep,weekday_Friday,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday,season_fall,season_spring,season_summer,season_winter,N_Ox,S_Ox,holiday,holiday_school,DonBosco_RH,DonBosco_Temp,Nord_Precip,Nord_Pressure,Nord_RH,Nord_Temp,Nord_Winddirection,Nord_Windspeed,Sud_RH,Sud_Temp,Sud_Winddirection,Sud_Windspeed,West_RH,West_Temp,West_Winddirection,West_Windspeed,Ost_Pressure,Ost_RH,Ost_Temp,Ost_Winddirection,Ost_Windspeed,Cloud_Cover_Mean,Temperature_Air_2m_Max_Day_Time,Temperature_Air_2m_Min_Night_Time,Wind_Speed_10m_Mean,D_NO,D_NOX,N_NO,N_NOX,Nord_Radiation,Nord_peek_wind_speed,O_NO,O_NOX,Ost_peek_wind_speed,S_NO,Sud_peek_wind_speed,W_NO,W_NOX,West_peek_wind_speed
2018-05-23,642.0,1113.0,526.0,1487.0,1051.0,963.0,717.0,715.0,959.0,1509.0,1673.0,1134.0,656.0,1427.0,1046.0,1482.0,37.6104,21.338867,13.954995000000002,60.349392,16.83103,23.274029,24.858892,22.19997,50.351704,18.349356,22.094957,20.590273,2018,143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,74.304387,72.55167399999998,0,0,73.96659,17.264727,0.012517303,975.841,74.50552,16.794645,70.92949,0.92858356,71.80435,19.522066,193.12408,0.79648185,71.72721,16.91738,235.23773,0.47866452,971.8781,78.55325,17.477905,219.85829,0.45491552,0.9559322,296.27762,284.41864,1.4943362,23.82608695652174,37.82608695652174,2.0,6.956521739130435,272.8125,2.504166666666667,3.217391304347826,15.91304347826087,2.0458333333333334,6.695652173913044,2.5625,2.391304347826087,11.0,2.3291666666666666
2018-05-24,658.0,1180.0,527.0,1493.0,1101.0,996.0,734.0,759.0,967.0,1620.0,1796.0,1166.0,679.0,1457.0,1057.0,1589.0,35.53322199999999,22.587585,10.38877,56.965633,16.934221,25.248867,23.108782,21.779148,47.210564,19.655592,17.40929,20.086527,2018,144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,67.35440299999999,68.989712,0,0,69.78748,19.524927,0.0020862222,977.65155,72.00474,18.92496,96.33587,0.76362705,71.80435,19.522066,193.12408,0.79648185,65.941536,19.397879,195.85869,0.54211235,973.8306,79.072945,19.501425,144.95093,0.5111592,0.8454764,295.09058,286.1321,1.4455771,29.73913043478261,48.82608695652174,1.7826086956521738,10.0,141.9125,2.529166666666667,1.9565217391304348,16.91304347826087,1.9583333333333333,7.391304347826087,2.4166666666666665,2.217391304347826,11.826086956521738,2.033333333333333
2018-05-25,680.0,1231.0,577.0,1588.0,1115.0,1016.0,741.0,807.0,999.0,1645.0,1826.0,1210.0,692.0,1535.0,1104.0,1620.0,48.533787,21.896181,16.423582,49.975403,15.104579,29.048252,21.424904,32.928852,35.15707800000001,17.48145,19.795084,18.409452,2018,145,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,66.398985,68.08592999999999,0,0,85.76029,18.248861,0.23534971,978.718,84.992645,17.733055,125.015114,0.56520945,84.0593,18.241808,228.37372,0.6448185,82.01669,18.1105,240.9341,0.47231627,974.8543,92.84915,18.291752,220.81297,0.5039385,0.6032378,295.4038,284.9277,1.430263,34.65217391304348,48.0,1.565217391304348,8.173913043478262,174.5625,2.495833333333333,6.608695652173913,20.695652173913043,2.0833333333333335,14.826086956521738,2.058333333333333,3.9565217391304346,11.869565217391305,1.925
2018-05-26,488.0,969.0,468.0,1186.0,915.0,666.0,526.0,549.0,690.0,1327.0,1472.0,929.0,468.0,927.0,789.0,1248.0,38.39191,20.705877,12.851759,44.5401,10.83255,29.311787,22.29174,21.828865,29.8071,15.506499,16.773798,16.722532,2018,146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,57.391859,51.635965,0,0,88.314,16.908667,0.204904,978.87897,85.564644,16.963036,156.24702,0.6163406,89.202736,16.86011,178.64821,0.71816224,85.18232,16.741302,224.87483,0.4128827,975.0481,94.555214,17.25771,145.46156,0.6106212,0.45299152,296.2169,283.86493,1.4146154,12.869565217391305,23.782608695652176,1.565217391304348,5.391304347826087,331.21666666666664,2.4583333333333335,2.782608695652174,11.043478260869565,2.0124999999999997,7.304347826086956,2.4875000000000003,3.0434782608695654,8.869565217391305,2.025
2018-05-27,411.0,760.0,389.0,898.0,728.0,500.0,445.0,429.0,497.0,1012.0,1246.0,680.0,316.0,686.0,573.0,894.0,25.833244,12.607369,7.719314,63.106976,11.088441,16.621925,15.620777,17.138088,52.45124000000001,12.179047,12.953168,13.642447,2018,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,70.82629,69.58932800000001,0,0,72.47503,19.155241,0.004237632,981.7675,72.522285,18.97906,99.89286,0.7559145,75.7942,19.154953,158.30565,0.8370097,68.20171,19.098179,173.8029,0.5438512,977.88477,78.983574,19.413034,163.80603,0.5124019,0.81177425,297.4529,285.5983,1.2859747,4.869565217391305,14.91304347826087,0.6956521739130435,5.260869565217392,236.54999999999998,2.920833333333333,0.7727272727272727,6.2272727272727275,2.2666666666666666,2.782608695652174,2.5416666666666665,0.4782608695652174,6.304347826086956,2.3208333333333333
2018-05-28,619.0,1115.0,499.0,1486.0,1053.0,966.0,703.0,700.0,958.0,1532.0,1696.0,1145.0,689.0,1427.0,1031.0,1486.0,20.71583,12.91375,9.269969,65.12113000000001,12.790202,11.062322,15.875576,13.260312,57.99214,12.507632,12.064572,15.005815,2018,148,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,74.391099,71.252452,0,0,74.62652,19.982676,0.012386908,980.9638,74.32633,19.683472,112.33658,0.8022597,74.311325,19.939741,181.34377,0.8649742,71.29388,19.807802,216.35063,0.52059615,977.1328,78.890076,20.387602,236.50081,0.5371559,0.6538536,298.25372,286.51932,1.7134007,17.217391304347824,33.30434782608695,2.0,10.391304347826088,267.25,2.654166666666667,3.217391304347826,17.304347826086957,2.1083333333333334,9.826086956521738,2.225,2.347826086956522,11.304347826086957,1.8833333333333335
2018-05-29,651.0,1181.0,513.0,1516.0,1101.0,980.0,721.0,760.0,950.0,1620.0,1772.0,1158.0,670.0,1448.0,1032.0,1577.0,38.014168,25.594604,16.422234,71.45443,23.30493,28.389894,31.20135,24.440924,56.475212,25.830956,18.403757,26.471090000000004,2018,149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,87.876664,80.916136,0,0,69.57659,21.655914,0.022752801,980.21436,68.88644,21.474058,173.11867,0.7551541,70.66949,21.675665,163.72203,0.80979115,66.13311,21.397127,213.96709,0.4741031,976.4394,72.85754,22.26149,186.44551,0.45538688,0.7423502,297.78284,287.60626,1.4475541,15.782608695652174,33.56521739130435,1.3043478260869565,8.478260869565217,175.25833333333333,2.658333333333333,2.0434782608695654,17.565217391304348,2.2083333333333335,4.478260869565218,3.0541666666666667,1.2173913043478262,9.956521739130435,2.670833333333334
2018-05-30,680.0,1285.0,548.0,1605.0,1186.0,1016.0,752.0,794.0,1015.0,1731.0,1879.0,1202.0,697.0,1564.0,1123.0,1702.0,40.19168,28.933695,14.385157,77.67915,25.96929,29.847332,34.005188000000004,27.652073,63.11713,28.52401,17.61445,29.520025,2018,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,92.064307,90.769203,0,0,81.17767,20.286251,0.10398326,978.43964,79.656166,20.096952,99.10384,0.6597261,79.25134,20.396646,226.11986,0.97144264,78.450386,20.05115,197.05817,0.6180353,974.6377,84.58692,20.85037,198.14026,0.5926276,0.72596544,295.82904,289.3825,1.4238355,23.73913043478261,39.869565217391305,2.260869565217391,9.26086956521739,224.275,2.3375,4.217391304347826,16.08695652173913,1.9625000000000001,9.043478260869565,2.4625,2.260869565217391,11.347826086956522,2.2333333333333334
2018-05-31,373.0,726.0,382.0,821.0,679.0,468.0,420.0,385.0,458.0,917.0,1143.0,582.0,285.0,634.0,532.0,839.0,40.126194,27.242464,14.193143,52.78425,20.06015,24.15931,30.920364000000006,28.524424,39.839542,23.472857,18.801176,25.414108,2018,151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,66.977393,68.363966,1,0,80.167534,19.738539,0.13012777,977.6303,82.82129,18.968334,94.124695,0.7312431,81.09396,19.939795,227.45052,0.9013156,76.09144,19.56664,139.98369,0.60451466,973.8249,88.20922,20.087627,198.43736,0.45291796,0.6969854,297.91214,287.05334,1.544566,8.08695652173913,20.434782608695652,1.173913043478261,6.565217391304348,258.0416666666667,2.5375,1.7391304347826086,7.304347826086956,1.8541666666666667,5.130434782608695,2.4583333333333335,0.5652173913043478,8.173913043478262,2.1166666666666667
2018-06-01,512.0,1055.0,495.0,1359.0,1002.0,729.0,590.0,614.0,826.0,1393.0,1578.0,1047.0,565.0,1176.0,830.0,1323.0,26.99029,28.64997,11.119874,60.014122,25.891146,11.811322,31.888968,20.02997,54.28188000000001,28.050371,15.001594,30.293291,2018,152,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,71.133996,74.31184999999998,0,0,72.13218,21.987694,0.004237632,976.38446,76.261765,21.005886,64.451965,0.94580024,72.11533,22.192095,191.44365,0.7598376,68.64302,21.738792,164.16573,0.5322364,972.52216,78.88882,22.288599,185.79681,0.43342698,0.8280195,298.12503,287.5962,1.3268117,19.347826086956523,33.82608695652174,2.1739130434782608,9.521739130434783,211.2875,2.5625,2.217391304347826,11.26086956521739,2.125,7.434782608695652,2.2125,1.5217391304347827,9.608695652173912,2.2208333333333337
2018-06-02,396.0,872.0,416.0,1037.0,843.0,556.0,435.0,466.0,598.0,1138.0,1287.0,807.0,420.0,806.0,642.0,1038.0,34.897312,27.132292,15.13976,40.083084,21.04769,18.503439,27.809198,21.954224,33.44982,24.648834,16.107423999999998,25.478203,2018,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,55.222844,55.40404399999999,0,0,79.74776,20.53972,0.07269001,977.3138,79.31618,20.110792,101.858894,0.60747695,81.261345,20.389431,175.55396,0.59434575,76.51681,20.287304,225.83252,0.46131825,973.5218,87.82366,20.724663,204.01299,0.47406998,0.6492562,297.6157,286.69162,1.2708094,11.217391304347826,20.304347826086957,0.8695652173913043,5.217391304347826,250.34583333333333,2.816666666666667,2.0434782608695654,7.956521739130435,2.4250000000000003,5.3478260869565215,2.9791666666666665,2.4782608695652173,7.478260869565218,3.045833333333333
2018-06-03,385.0,764.0,402.0,882.0,749.0,483.0,429.0,406.0,487.0,989.0,1245.0,664.0,305.0,697.0,547.0,891.0,20.749144,14.315712,7.67938,71.20262,12.393867,11.878368,15.829967000000002,11.0352,60.88726,12.98489,10.38284,13.436344,2018,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,78.88199999999998,71.92246,0,0,71.609764,20.368437,0.38907623,978.11945,70.01061,20.37116,137.60321,0.60587776,74.468025,20.281202,166.3348,0.9705057,65.60757,20.482832,210.97041,0.6235683,974.3284,78.98437,20.506384,166.75058,0.582866,0.41118157,298.6472,286.74753,1.3189014,6.826086956521739,17.91304347826087,0.8695652173913043,6.565217391304348,283.3333333333333,3.0041666666666664,0.782608695652174,5.739130434782608,2.529166666666667,1.6521739130434783,2.7125,0.30434782608695654,5.739130434782608,2.3249999999999997
2018-06-04,609.0,1103.0,518.0,1470.0,1065.0,947.0,713.0,727.0,945.0,1508.0,1693.0,1129.0,654.0,1392.0,1010.0,1441.0,24.576792,9.776203,11.300221,64.92453,9.253713,9.998339,12.198185,17.444988000000002,56.45707700000001,10.018232,11.415624,10.077187,2018,155,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,76.224751,73.90206500000002,0,0,70.95686,20.876394,0.006193454,977.3067,72.33593,20.338427,133.53581,0.813427,71.92951,21.120966,201.35683,0.8510976,67.3676,20.73653,182.78514,0.5156776,973.4648,78.856316,21.057625,195.17564,0.67190623,0.5849436,296.8522,286.08728,1.3355376,23.0,40.34782608695652,2.347826086956522,9.347826086956522,289.5375,3.0583333333333336,2.0869565217391304,12.956521739130435,2.2916666666666665,5.782608695652174,3.0625,2.739130434782609,12.91304347826087,2.408333333333333
2018-06-05,635.0,1127.0,532.0,1498.0,1052.0,963.0,713.0,736.0,947.0,1519.0,1682.0,1137.0,656.0,1401.0,1021.0,1456.0,41.789577,19.394684,13.991897,54.19,13.840545,21.937681,19.26489,27.183578000000004,48.386326,16.391634,20.731998,17.692675,2018,156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,68.18189699999999,75.56990400000002,0,0,75.30607,20.793367,0.039377343,972.37384,76.27414,20.17327,88.4067,0.90632576,74.841774,20.824526,188.52531,0.9814415,72.49969,20.529238,230.13965,0.52784926,968.48444,84.221,20.734201,150.5411,0.50006115,0.5520787,297.35208,287.22235,1.359417,27.565217391304348,43.17391304347826,0.9565217391304348,6.608695652173913,324.32916666666665,2.875,3.0,14.08695652173913,2.3000000000000003,7.782608695652174,2.7291666666666665,3.6956521739130435,13.08695652173913,2.345833333333333
2018-06-06,645.0,1134.0,686.0,1518.0,1056.0,983.0,729.0,749.0,945.0,1508.0,1682.0,1134.0,651.0,1413.0,1039.0,1468.0,39.73733,18.918844,11.060004,63.846004,13.285294,22.895918,21.641932,23.804773,53.86505,18.1302,18.816368,18.344254,2018,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,74.906008,77.669823,0,0,69.278786,21.556158,0.0,970.58325,68.75367,21.11054,80.83108,0.96628386,70.29105,21.467024,122.42334,0.949779,64.93021,21.40091,226.07422,0.48358783,966.6592,77.60827,21.372643,99.99149,0.6472076,0.83033305,298.12674,287.39694,1.3599112,21.91304347826087,37.21739130434783,2.0434782608695654,10.434782608695652,275.1125,2.6333333333333333,3.608695652173913,15.695652173913043,2.025,8.782608695652174,2.379166666666667,3.0869565217391304,12.695652173913043,2.1583333333333337
2018-06-07,644.0,1140.0,558.0,1589.0,1027.0,973.0,743.0,784.0,983.0,1542.0,1715.0,1172.0,672.0,1463.0,1050.0,1495.0,36.70393,20.845285,16.585005,74.1705,16.55549,24.835636,24.00193,21.456646,63.0438,19.97124,18.910833,19.706776,2018,158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,90.755505,84.500446,0,0,72.606514,21.446953,0.0,974.3912,70.07659,21.367819,113.95464,0.88061327,73.375626,21.267427,139.5688,0.7403217,67.86777,21.348269,196.97308,0.5010705,970.6507,80.07122,21.429373,145.12216,0.5399296,0.9225241,297.41284,289.7054,1.3192229,19.956521739130434,35.26086956521739,1.0869565217391304,6.739130434782608,168.10833333333332,2.2375000000000003,2.260869565217391,14.652173913043478,2.2291666666666665,3.8260869565217392,2.6750000000000003,1.3478260869565217,8.695652173913043,2.1416666666666666
2018-06-08,664.0,1162.0,538.0,1582.0,1046.0,983.0,714.0,773.0,989.0,1649.0,1785.0,1227.0,677.0,1490.0,1110.0,1640.0,36.50496,17.448315,11.146611,63.464603,12.769459,24.693266,22.871895,20.845232,58.042652,16.843355,14.4852295,18.044167,2018,159,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,74.61121399999998,78.887884,0,0,81.631874,19.992495,0.010431081,977.0667,80.22987,19.461197,116.28345,0.59789556,79.0454,20.04195,188.03711,1.0589577,78.65276,19.816557,224.22954,0.50802875,973.26044,88.56973,20.107906,156.81514,0.62910545,0.7612834,299.0746,288.86655,1.3992654,22.869565217391305,36.391304347826086,1.7391304347826086,7.434782608695652,285.71250000000003,2.779166666666667,4.130434782608695,16.130434782608695,2.1708333333333334,10.956521739130435,2.845833333333333,3.391304347826087,11.304347826086957,2.4291666666666667
2018-06-09,460.0,983.0,460.0,1338.0,943.0,668.0,499.0,617.0,720.0,1332.0,1504.0,935.0,497.0,991.0,793.0,1267.0,34.224823,20.725286,11.221567,58.0088,15.653721,24.669819,22.241194,21.586838,46.561455,18.559906,16.438892000000006,19.710335,2018,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,69.230367,68.14829300000001,0,0,76.27476,21.075424,0.40354928,974.6548,76.05955,20.841824,124.09499,0.80438656,77.51418,21.124828,178.27083,0.97818273,73.523796,20.954405,199.54517,0.5515055,970.8362,83.23058,21.56189,157.03044,0.5342562,0.77578825,298.5653,287.61935,1.359405,11.173913043478262,20.391304347826086,0.5217391304347826,3.4347826086956523,272.6166666666667,2.8666666666666667,1.565217391304348,8.695652173913043,2.404166666666667,2.0869565217391304,3.1958333333333333,1.3478260869565217,5.608695652173913,2.775
2018-06-10,410.0,772.0,463.0,942.0,756.0,528.0,447.0,418.0,512.0,1007.0,1269.0,716.0,320.0,737.0,583.0,907.0,21.915611,14.166448,5.53941,53.925022,12.065579,14.002686,18.34516,10.877102,51.745716,13.886662,8.932397,14.861626,2018,161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,59.464432,62.622818,0,0,72.28408,21.062109,0.044984043,972.8173,73.78684,20.600931,123.117455,0.6346138,74.62194,21.011005,201.899,1.1306946,67.08614,21.024725,253.78168,0.64921784,969.0698,83.06369,21.11683,177.8109,0.7405038,0.58660364,299.63693,287.57248,1.2299365,5.909090909090909,14.590909090909092,0.8695652173913043,5.304347826086956,248.5625,2.5500000000000003,1.2173913043478262,6.3478260869565215,2.2875,1.608695652173913,2.845833333333333,0.4090909090909091,4.2272727272727275,2.4833333333333334
2018-06-11,610.0,1097.0,540.0,1492.0,1058.0,932.0,708.0,691.0,924.0,1501.0,1657.0,1145.0,634.0,1393.0,1024.0,1451.0,19.809866,16.062864,8.6758,53.74104000000001,14.401485999999998,10.567404,18.77636,12.707261,52.88794300000001,16.525692000000006,7.548841,17.722475,2018,162,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,62.41684,65.59520400000001,0,0,68.912544,22.848955,0.0,972.5386,70.161385,22.136168,107.11915,0.54767483,68.62799,22.9077,201.50604,0.8444643,64.26016,22.603052,204.89052,0.59960836,968.7657,77.76582,22.762175,138.66168,0.56782025,0.82412004,300.95932,288.8189,1.5443695,21.652173913043477,35.95652173913044,1.565217391304348,7.739130434782608,318.67083333333335,2.783333333333333,6.434782608695652,18.347826086956523,2.1791666666666667,7.260869565217392,2.5458333333333334,5.478260869565218,13.304347826086957,2.225
2018-06-12,505.0,1141.0,523.0,1512.0,1086.0,944.0,701.0,767.0,956.0,1545.0,1733.0,1126.0,639.0,1406.0,1007.0,1508.0,35.420372,22.486746,11.890686,67.09348,16.737764000000002,25.588657,26.007315,20.932888,58.39531700000001,18.965467,17.405226000000006,20.704735,2018,163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,78.984166,79.32820500000003,0,0,65.80328,24.380371,0.0,971.3587,66.19709,24.171541,143.1022,0.6744241,67.08824,24.31604,148.54744,0.93811136,62.023808,24.201612,193.64845,0.63550496,967.55005,72.40887,24.684847,170.5814,0.4681339,0.87936276,300.781,289.6787,1.4880337,23.304347826086957,40.17391304347826,1.3043478260869565,7.608695652173913,241.35833333333335,3.5541666666666667,3.0434782608695654,13.73913043478261,2.7083333333333335,6.521739130434782,3.466666666666667,1.4782608695652173,9.565217391304348,3.233333333333333
2018-06-13,620.0,1129.0,506.0,1515.0,1064.0,959.0,713.0,772.0,950.0,1547.0,1732.0,1145.0,641.0,1399.0,1001.0,1487.0,40.708664,32.991627,12.588599,64.01488499999999,24.125137,21.801842,32.02694,25.056768,53.72625,30.13350100000001,15.463135,31.11847,2018,164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,76.60348400000002,78.783018,0,0,71.79013,22.398712,0.434647,967.8858,73.23944,21.855192,124.302,0.8160189,72.084816,22.29864,175.24658,1.0509456,66.67307,22.430595,193.26738,0.6057151,963.86115,78.11853,22.54641,141.59703,0.63060427,0.9203946,295.18207,289.96588,1.8186085,20.695652173913043,32.95652173913044,0.9130434782608695,6.130434782608695,205.96666666666667,2.8499999999999996,1.9130434782608696,13.565217391304348,2.525,5.260869565217392,3.266666666666667,2.0,7.956521739130435,3.654166666666667
2018-06-14,652.0,1169.0,536.0,1553.0,1103.0,980.0,711.0,756.0,985.0,1530.0,1771.0,1175.0,655.0,1469.0,1060.0,1592.0,31.10267,16.971888,9.823646,57.650978,11.038348,23.145824,17.032685999999998,16.291061,50.16307000000001,13.82199,11.887125,13.875673999999998,2018,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,67.474624,66.45413099999999,0,0,80.58529,18.170313,1.1142963,967.3018,81.023766,17.762533,134.12584,0.5915559,82.08007,18.064173,192.22044,1.0954633,76.30994,18.056156,229.59059,0.97046584,963.2586,90.536835,18.278168,131.45816,0.63740593,0.9002202,291.54913,287.9919,3.1984046,22.043478260869566,32.43478260869565,0.43478260869565216,3.9565217391304346,188.35416666666666,3.1833333333333336,1.0869565217391304,9.434782608695652,3.5124999999999997,2.782608695652174,5.716666666666666,1.3043478260869565,4.782608695652174,5.045833333333333
2018-06-15,623.0,1178.0,570.0,1545.0,1098.0,951.0,698.0,752.0,963.0,1570.0,1757.0,1169.0,659.0,1412.0,1067.0,1504.0,27.73106,11.685646,6.0755844,64.35767,5.9917417,15.7989855,13.127375,12.977022,62.473896,8.50277,7.145964,7.323566,2018,166,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,70.43325440000002,75.450918,0,0,54.923523,17.895132,0.19258225,972.98895,59.822247,17.514746,211.76056,0.6478641,57.81644,18.018694,316.9881,2.2216585,49.074234,17.793783,326.814,1.5736719,969.15985,65.170715,17.957106,243.31758,0.7581063,0.8844085,294.49658,287.32837,2.4874954,17.043478260869566,28.391304347826086,0.21739130434782608,2.260869565217391,221.3125,3.725,0.9565217391304348,9.565217391304348,3.0124999999999997,1.9565217391304348,5.779166666666666,1.0434782608695652,4.217391304347826,5.904166666666666
2018-06-16,469.0,954.0,518.0,1127.0,911.0,628.0,498.0,548.0,642.0,1222.0,1378.0,859.0,444.0,883.0,741.0,1131.0,28.365578000000006,13.496456,4.107546299999999,85.560005,10.593392,17.133238000000002,15.872632,10.963427,81.85611999999998,12.025725,6.498021,12.04071,2018,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,89.66755129999999,92.819547,0,0,44.02774,19.519228,0.0,975.04926,48.190105,19.048775,178.8994,0.6750156,47.54649,19.588453,292.6101,2.1185806,37.909695,19.558084,314.21738,1.806601,971.1707,51.996796,19.394222,136.00346,0.69397384,0.54306805,296.86615,287.63998,2.0037339,5.913043478260869,17.217391304347824,0.6521739130434783,6.782608695652174,153.39166666666668,2.0500000000000003,1.0434782608695652,11.347826086956522,1.8,1.6521739130434783,3.091666666666667,0.391304347826087,4.391304347826087,3.8333333333333335
2018-06-17,398.0,757.0,383.0,917.0,717.0,497.0,443.0,447.0,517.0,1003.0,1250.0,665.0,306.0,711.0,567.0,907.0,25.938768,15.300999,11.917797,67.43091,17.043291,20.255783,21.348703,18.297361,65.20039,16.443848000000006,8.418733,16.62073,2018,168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,79.34870699999998,83.497751,0,0,55.47473,20.531454,0.0,975.29803,62.07902,19.423143,90.72283,0.46680233,60.777374,20.268114,269.46716,1.002576,48.490173,20.59973,276.4114,1.2032069,971.3784,67.996284,20.148365,198.6876,0.51781815,0.46093878,298.87064,287.10492,1.7205842,5.260869565217392,18.652173913043477,0.34782608695652173,4.913043478260869,202.91666666666666,2.404166666666667,0.9130434782608695,7.695652173913044,1.8041666666666665,2.0434782608695654,2.158333333333333,0.043478260869565216,6.304347826086956,3.2083333333333335
2018-06-18,590.0,1101.0,507.0,1458.0,1062.0,910.0,697.0,698.0,894.0,1496.0,1666.0,1123.0,590.0,1413.0,997.0,1443.0,26.778543,19.000534,8.847576,72.61068,18.166405,12.677735,21.023535,19.608425,56.860657,18.687551000000006,12.147912,18.69947,2018,169,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,81.458256,76.469082,0,0,63.080032,21.039186,0.0,975.66473,63.893818,20.794497,73.737495,0.69659996,65.723045,20.63921,200.15654,0.77463514,53.997578,21.673693,273.04276,0.9647878,971.7678,67.759346,21.087711,123.64672,0.5276007,0.09875567,298.52792,289.3877,2.9712453,11.782608695652174,23.217391304347824,0.2608695652173913,3.217391304347826,348.9583333333333,4.5625,0.6086956521739131,7.3478260869565215,4.179166666666666,1.4782608695652173,6.4375,0.9130434782608695,4.043478260869565,7.445833333333333
2018-06-19,606.0,1111.0,492.0,1438.0,1072.0,926.0,676.0,690.0,869.0,1541.0,1676.0,1111.0,574.0,1425.0,974.0,1463.0,25.754698,15.216267000000002,5.507771,90.489624,17.299856,13.493657,15.663925,13.004518,82.33629599999998,13.919782,6.003388,15.964775,2018,170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,95.997395,95.340814,0,0,47.016094,23.11585,0.0,978.37354,50.9559,22.697065,243.25606,0.6223982,46.58696,23.080378,299.12128,2.354648,40.01752,23.408278,326.36075,2.237661,974.6097,45.882412,23.48333,279.6569,0.9710422,0.23926371,298.79706,287.3538,2.1476767,16.47826086956522,30.91304347826087,0.30434782608695654,3.739130434782609,332.24583333333334,3.0833333333333335,1.6956521739130435,12.782608695652174,2.8375,4.521739130434782,3.7291666666666665,1.6521739130434783,5.913043478260869,4.8500000000000005
2018-06-20,614.0,1111.0,492.0,1423.0,1063.0,913.0,698.0,700.0,865.0,1482.0,1644.0,1102.0,563.0,1440.0,1001.0,1427.0,35.3075,14.042182999999998,6.4643126,86.706184,14.639910999999998,21.307215,18.99932,17.554317,75.68966999999998,14.919803,9.124673,15.259239,2018,171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,93.1704966,93.243987,0,0,48.29611,23.340523,0.0,981.8405,53.31547,22.62213,128.67271,0.6746121,48.20361,23.05689,225.19366,1.1872996,40.814026,23.718727,293.9508,1.3770041,978.0463,49.67207,23.161913,134.37274,0.72265357,0.10445483,299.61792,288.30045,1.388342,16.347826086956523,34.17391304347826,1.3478260869565217,7.565217391304348,359.5291666666667,2.766666666666666,2.5217391304347827,15.391304347826088,2.0,5.608695652173913,2.4791666666666665,2.0434782608695654,11.08695652173913,2.404166666666667
