,Graz-DB (LUFE),Graz-DB (LUTE),Graz-DB (NO),Graz-DB (NO2),Graz-DB (NOX),Graz-DB (PM10),Graz-DB (SO2),Graz-DB (STBK 10K),Graz-N (LUFE),Graz-N (LUTE),Graz-N (NO),Graz-N (NO2),Graz-N (NOX),Graz-N (PM10),Graz-N (SO2),Graz-N (STBK 10K),Graz-O P (LUFE),Graz-O P (LUTE),Graz-O P (NO),Graz-O P (NO2),Graz-O P (NOX),Graz-O P (PM10),Graz-O P (STBK 10K),Graz-S (LUFE),Graz-S (LUTE),Graz-S (NO),Graz-S (NO2),Graz-S (NOX),Graz-S (PM10),Graz-S (SO2),Graz-S (STBK 10K),Graz-W (LUFE),Graz-W (LUTE),Graz-W (NO),Graz-W (NO2),Graz-W (NOX),Graz-W (PM10),Graz-W (STBK 10K),Graz-W (SO2)
2013-12-22,95.2734,-0.15549533,87.231255,48.74474,95.44626600000001,51.67,2.916521,51.245329999999996,94.57693499999999,0.17581904,66.49322,40.182266,74.33800500000001,53.239993999999996,2.0832663,65.071,,,50.962635,40.75365,62.18258,,50.628586,97.24288,-0.13968264,50.46059,44.780871999999995,63.89581,48.479984,1.6967791,55.55461,93.69449,0.16980122,66.09785,41.72262,74.82833000000001,51.532806,51.532806,
2013-12-23,94.213165,-0.50425225,101.29401999999999,51.151356,107.98305500000001,48.11,3.2287904999999997,47.852844,91.16561,0.38416544,74.15661,42.173203,81.52468,48.579997999999996,2.8685443,54.71504,,,69.968124,40.627697,77.35769,,48.604935,97.17841,-0.53221434,66.76169,43.7716,76.431366,45.219982,1.9786673,53.794964,91.44382,0.026723557999999998,72.45042,41.18844,79.6417,45.22748,45.22748,
2013-12-24,91.39191,0.3345747,214.04764,70.789795,208.67406,63.820007,6.1468573,63.259186,87.99090600000001,1.5116043,128.16475,50.49365,129.18703,51.0,4.254298,56.166540000000005,,,162.98273,56.29917,160.14532,,60.440746,94.232056,0.3520793,141.90161,53.062569999999994,141.55319,56.479983999999995,3.7649421999999997,62.472042,87.05962,1.1531011999999998,142.83113,49.14459,140.2285,50.589794,50.589794,
2013-12-25,85.51005,2.8755255,72.76306,44.026973999999996,81.37599,27.030015999999996,2.6747801,26.464271999999998,85.09597,2.7933304,36.278843,37.274677000000004,48.587994,26.72999,2.4829223,30.880990999999998,,,61.446909999999995,46.617645,73.65758000000001,,31.383370000000003,87.22421999999999,3.0850346,50.979294,37.62794,60.566722999999996,28.150011,1.7669629,34.724976,81.72372,3.064268,46.878376,33.990967,55.365109999999994,26.110474,26.110474,
2013-12-26,75.178764,8.810774,16.632273,32.380684,30.271124,10.109993,1.5064171999999998,10.923017999999999,73.80801,8.645524,1.6136270000000001,19.435322,11.43416,10.290003,2.3108792,10.924999,,,3.5093769999999997,14.536477,10.378752,,8.899934,71.2009,9.516629,0.9883742,12.190592,7.166933500000001,8.505003,0.8343721,10.199807,74.20581999999999,8.515694,1.8306803,19.447523,11.583442999999999,7.36676,7.36676,
2013-12-27,87.72646,7.975574000000001,38.70941,53.529568000000005,59.038382999999996,19.289993,1.8530879,21.489134,86.2058,8.022243,3.5711806000000004,27.022614,16.99974,17.34001,2.1337786,19.63319,,,7.386052,20.628607000000002,16.693255999999998,,17.274624,84.06921,8.315717999999999,2.6153831000000003,22.847506,14.050838,15.039995999999999,0.9864754000000001,19.314676000000002,84.87080999999999,8.3226795,2.1289284,25.28012,14.928467999999999,13.395451000000001,13.395451000000001,
2013-12-28,90.06118000000001,6.0867805,65.79519,47.11294,77.40337,18.25,2.211272,19.697863,85.517365,6.6847076,12.516712,28.164703000000003,24.722166,11.679996000000001,1.7140414000000002,12.465247,,,35.567370000000004,33.060444,45.789806,,18.189204999999998,91.30001,6.292279,32.605971999999994,33.41453,43.624557,17.90999,1.3512903,21.942385,85.13474000000001,6.6555314,20.991564,30.604456,32.834297,11.598735000000001,11.598735000000001,
2013-12-29,94.296364,2.7266405,61.035396999999996,37.665245,68.64411,22.15001,1.6964321,21.950958,94.021935,3.0297728,10.824448,23.757685000000002,21.107302,17.400007000000002,1.1210321,21.666985,,,28.555870000000002,28.412468,37.759617,,23.806274,96.88421,2.791933,38.838757,28.955044,46.296172999999996,25.890009,1.0919409,29.693720000000003,92.43619,3.1303693999999997,19.140764,27.240868,29.593737,18.916567,18.916567,
2013-12-30,90.518394,3.9867152999999997,46.407616,44.214027,60.340088,18.229994,2.8343031,19.34817,88.71653,4.491350700000001,7.270865,29.501246999999996,21.257089999999998,13.210003,3.7612562000000005,15.248942000000001,,,19.599874,35.678757,34.37839,,19.847123999999997,91.788475,4.2663426,19.55945,34.551468,33.762985,18.210005,1.6458107,22.21787,87.11975,4.4483604,12.880751,29.55766,25.779729999999997,15.430252,15.430252,
2013-12-31,90.44729,4.210825,94.138435,56.885,105.24389,26.380003000000002,2.8164732000000003,26.98542,87.20087,4.7575199999999995,27.019913,39.740691999999996,42.443893,18.070005,2.4943104,19.643953,,,40.747054999999996,40.693490000000004,53.945526,,27.275441999999998,93.20673000000001,4.2178054000000005,55.155216,43.725792,67.1034,22.880003,1.6244994,28.010931,86.07087,4.7123094000000005,32.822212,40.008086999999996,47.23302,19.889920999999998,19.889920999999998,
2014-01-01,94.09628000000001,3.5575072999999997,63.521214,44.98792,74.46856,32.10999,1.7790598999999998,36.941265,92.30624399999999,3.820853,12.323699000000001,30.15963,25.653666,22.530014,1.4459982,25.631560999999998,,,26.365915,37.05429,40.522694,,33.76126,95.78329000000001,3.6901817,32.925564,35.69675,45.077065000000005,33.31002,1.2195361,39.330546999999996,90.43652,3.8601129999999997,20.809921,32.172474,33.52113,27.29968,27.29968,
2014-01-02,86.67496,3.56944,17.083216,29.089027,28.915483000000002,35.0,1.3659377000000001,42.276115000000004,82.3532,4.015837,0.99121034,20.115164,11.310709,31.869996999999998,1.9945436999999997,31.97049,,,11.184219,24.040213,21.541273,,44.201570000000004,87.294586,3.6496675000000005,2.8517942,21.645208,13.607404999999998,38.12,0.9571318000000001,49.55911,81.57212,3.8579388,0.96714014,17.491004999999998,9.921536999999999,35.398113,35.398113,
2014-01-03,84.53933,1.5737745,85.29172,48.582783,93.80741,32.790009999999995,3.0218925,36.406948,82.487946,2.1727066,12.906034,28.676586,25.343637,18.84001,2.0672490000000003,22.173819,,,27.044508,33.078587,38.987114,,33.240788,84.56976,1.9565644,55.06016999999999,38.59298,64.36485,34.13,1.8079471999999999,40.209545,80.53962,2.0693015999999997,28.499367,31.314337,39.21582,23.5427,23.5427,
2014-01-04,86.43494399999999,1.8772804,182.96892,64.97192,180.70906000000002,45.599990000000005,5.418158,47.56368,76.029884,4.20678,35.57945,42.875824,50.958874,21.369997,5.869413,21.210736999999998,,,76.73489000000001,45.691573999999996,85.43299,,35.1369,86.50281,1.8574389,112.49666,45.415955,113.96656999999999,46.82999,3.0177667,52.475697,82.52537,2.6594832000000004,72.74748000000001,41.68254,80.14242,31.892167999999998,31.892167999999998,
2014-01-05,87.66901,2.9770281,135.0722,57.610313,138.4488,42.819977,4.335454,44.967632,75.42538,5.254303500000001,33.704136,42.985170000000004,49.50666,23.460005,5.2577376,23.921448,,,67.93601,43.145794,77.04594399999999,,38.69941,88.16489,2.850694,91.93930999999999,45.520584,97.53874,43.89001,2.7441459999999998,50.661392,84.27163,3.7100039,62.933581999999994,42.05543,72.46715,33.623203000000004,33.623203000000004,
2014-01-06,90.02776,6.434778,46.488033,35.10324,55.63974399999999,21.450006,2.0912368000000003,22.485878,87.90371,7.000986599999999,8.273366000000001,22.299494,18.23183,14.190001500000001,2.8282545,17.746695000000003,,,24.438995000000002,27.48951,33.97593,,24.61748,91.90256,6.398849,26.946396000000004,28.551937,36.549155999999996,23.650011,1.2729626,31.35357,86.006615,6.948887299999999,18.156334,24.53185,27.383501000000003,20.429266000000002,20.429266000000002,
2014-01-07,89.4031,5.6432805,54.12384,43.06236,65.92625,20.909988000000002,2.0494826,22.894232000000002,82.01603,6.6473393,6.963184,24.20225,18.207193,11.280002,2.9961717,12.177214999999999,,,27.822971000000003,30.843777000000003,38.43822,,20.0363,90.65369399999999,5.678219,26.439759999999996,29.680585999999998,36.719498,21.789993,1.152722,26.242592,83.65411,6.293752,21.950506,29.922361,33.249043,15.761119,15.761119,
2014-01-08,92.77960999999999,2.4844207999999997,195.37042,59.0658,187.56512,39.05002,4.6886683,39.56626,90.290474,3.724789,67.02102,33.515736,71.27535999999999,24.310005,2.3968096,27.117409999999996,,,99.47941,38.005478000000004,99.652664,,40.152153000000006,95.19022,2.561053,144.54843,42.437027,138.1288,38.13,3.2794924,43.547977,89.55230999999999,3.3445519999999997,104.13221,37.846942999999996,103.28798,31.658257,31.658257,
2014-01-09,94.26140600000001,0.9636383,188.53671,51.08892,177.91205,38.290012,4.6402993,38.92682,92.029724,2.1061103,148.6213,44.31998,142.36298,35.599987,3.8457122000000004,48.21352,,,118.55658000000001,37.302890000000005,114.58313000000001,,35.634609999999995,98.74432,0.8260870000000001,122.5581,38.347263,118.30577,32.680015999999995,2.8125028999999997,35.378426,91.26682,1.6136266000000001,158.29286000000002,41.24387,148.50444,37.409145,37.409145,
2014-01-10,92.32625999999999,1.5101391000000002,206.39784,56.20235400000001,194.9104,40.62,5.3996363,39.83466,90.65608,2.3969963,183.4342,48.444320000000005,172.43716,41.89001,4.3921165,49.478516,,,157.43451000000002,43.304836,148.8996,,40.588882,96.28458,1.3962412,131.38643000000002,40.40137,126.47833999999999,33.5,3.3223653,37.567974,88.74188000000001,2.0231939999999997,177.98398,44.973071999999995,166.2849,37.891453000000006,37.891453000000006,
2014-01-11,89.41648,2.8394156,143.50607,55.895984999999996,144.31521999999998,36.699985999999996,3.9455074999999997,37.042507,87.4847,3.2991257000000007,82.91748,39.060179999999995,86.92288,30.0,2.8254029999999997,36.93489,,,97.85231,42.35517,100.62244,,34.559803,92.04185,3.1153176,93.09709000000001,41.20474,96.18805,36.660007,2.4173683999999995,43.277637,84.9,3.3965847,89.01023,39.44097,92.00159000000001,29.285254,29.285254,
2014-01-12,86.711525,3.4167205999999997,84.75578,49.86658,94.048225,40.489994,3.8895311,41.046112,84.38109,3.476547,27.204303999999997,35.820965,40.550616999999995,30.300009000000003,3.0050237,30.945763,,,39.195434999999996,37.86846,51.23695,,41.672867,86.5044,3.5321809999999996,38.40759,38.69288,51.036204999999995,37.06998,2.035573,40.728527,83.07736,3.682149,35.607815,37.12005,47.96243,29.434488,29.434488,
2014-01-13,88.47419000000001,3.1751506000000003,93.808426,44.008965,98.24417,41.989994,3.186864,36.242443,86.27235,3.7321863,26.175968,28.100853000000004,35.687874,26.609990999999997,2.4422227999999997,28.889592999999998,,,51.556557,32.8073,58.50274,,35.447216,88.72577,3.092393,75.83853,34.691525,78.96374,45.709988,2.1373857999999997,49.110653000000006,84.12774,3.8850095000000002,39.089413,30.299646000000003,47.188765999999994,29.474753999999997,29.474753999999997,
2014-01-14,79.90374,2.58756,182.10197,72.10879,183.74611000000002,50.56003,6.591591,52.375873999999996,76.83442,3.3188229,59.77805,46.639244,72.3268,32.920006,4.2156777000000005,36.28314,,,87.892914,50.406498,96.84703,,47.929943,81.47604,2.7348754,142.32838,57.744423,144.34167,51.050022,4.198036699999999,61.251926,76.06733,3.3556077000000006,73.68576,46.690563,83.529434,34.64667,34.64667,
2014-01-15,86.18465400000001,3.9742290000000002,147.6451,63.414880000000004,151.56723,55.29002,7.2777042000000005,53.27701999999999,81.97794,4.2135196,67.68493000000001,44.833298,77.726974,38.189976,6.6143529999999995,39.960133,,,75.33438000000001,46.310722,84.634125,,48.807003,86.845894,3.7886629999999997,148.43388000000002,55.742430000000006,148.17448000000002,58.12003000000001,4.4426760000000005,67.76499,83.3812,4.355071,78.04449,46.60438,86.96566,,,
2014-01-16,92.19195,5.2497807,78.34364000000001,47.333508,87.58195500000001,47.530018,2.833972,41.978016,89.6887,5.6142945,21.070963,32.242714,33.763306,36.68002,3.2518039,39.916090000000004,,,50.649770000000004,36.940895000000005,59.937571999999996,,47.444424,91.549934,5.2712769999999995,44.03109,36.693607,54.490177,43.589993,1.4921513000000002,50.693417,89.801765,5.482454,22.835772,33.543186,35.854088,39.681973,39.681973,
2014-01-17,87.84585600000001,3.9340506,75.06716,45.539783,84.01632,45.979991999999996,2.3636906000000004,42.013034999999995,85.49673,4.41073,19.331526,32.159003999999996,32.323418,31.699990000000003,2.8532982000000002,35.851513,,,37.41881,35.498962,48.5738,,50.212353,87.429985,4.121373999999999,48.927906,40.1497,60.25349,43.839993,1.6301216,53.6284,83.95419,4.422191000000001,26.388885,35.03157,39.490173,34.975918,34.975918,
2014-01-18,79.203026,5.451433,106.14663999999999,66.41835,119.85925,34.719982,4.4207177,37.31755,78.91494,5.5305142,21.114037,39.233826,37.4527,19.539993,3.4604362999999996,19.895494,,,64.43437,49.226395000000004,77.41781,,37.527676,80.018425,5.4526962999999995,71.89670600000001,51.59503,84.61157,29.459993,2.5789695,35.262814,77.3283,5.7733083,40.850452000000004,44.733154,56.162169999999996,27.11641,27.11641,
2014-01-19,85.83923,6.525171,74.91659,59.849380000000004,91.379745,29.260008000000003,4.44915,30.902165999999998,83.93627,6.580251700000001,24.881878,38.048103000000005,39.853184000000006,19.84999,4.816485,19.723896,,,43.056362,43.78285,57.42689,,28.5953,84.43551,6.6140666,40.969803000000006,46.061882000000004,56.948116000000006,26.150011,2.2095237,32.397242999999996,82.32236999999999,6.9684843999999995,25.501844000000002,39.80938,41.277570000000004,21.154799,21.154799,
2014-01-20,92.275444,6.3432693,68.25758,54.700340000000004,83.34659,31.170012,2.654509,30.424438000000002,91.36950999999999,6.5211453,17.66077,34.733270000000005,32.328293,24.140009,3.1689557999999995,26.636491999999997,,,38.218315000000004,43.40657,53.351303,,26.922188000000002,92.69909,6.448691999999999,42.955490000000005,42.221270000000004,56.527287,28.47999,1.4382958000000001,34.56818,89.852905,6.898781,24.125989999999998,38.4964,39.47862,24.476226999999998,24.476226999999998,
2014-01-21,94.12745,6.975935499999999,110.76798000000001,56.772144,118.52013999999998,34.550014000000004,4.1992974,30.932221999999996,93.16119,7.1226163,41.379807,38.78062,53.466324,22.320002,4.689582,26.262896,,,56.138332,39.7223,65.793976,,29.417795,95.76788,7.0528827000000005,66.2207,44.09683,76.17066,29.660002000000002,2.6642327,36.698364,92.84005,7.162997,48.758156,39.513009999999994,59.76976,25.38275,25.38275,
2014-01-22,68.61503,7.455760499999999,87.31264,43.818176,92.93646,26.54,2.8861542,26.998276,67.17898000000001,7.9156127000000005,11.643476,27.818087,23.886719,8.4920025,3.0574717999999996,8.246963000000001,,,43.97786,32.377724,52.20151,,26.213295000000002,73.07746999999999,7.5847125,63.201836,33.692479999999996,68.30409,24.390009,2.366515,28.988478000000004,62.24116,8.057544,15.763760999999999,27.062803000000002,26.79755,10.407748,10.407748,
2014-01-23,85.41083499999999,4.330046,54.194534,37.424232,63.03369,22.34999,1.6427863,24.924517,80.80982,4.94562,17.819077,30.138140000000003,30.053028,15.10999,2.9502902,19.52309,,,34.826190000000004,31.35929,44.32839,,26.832420000000003,83.66105,4.439968599999999,25.507465,30.259698999999998,36.311333000000005,17.539995,1.011666,22.559042,81.69463,4.732832,19.672314,28.597837,30.720971999999996,15.601753,15.601753,
2014-01-24,94.36433000000001,3.1940746,56.54529599999999,35.12834,63.718306999999996,23.25,1.3909972,23.114893,92.83718,3.5360925,13.707096,27.436558,25.345844,15.869995999999999,2.1214150000000003,20.941473000000002,,,47.519665,30.858985999999998,54.24683,,24.769121,94.764046,3.3663489999999996,21.113495,28.946844,32.082840000000004,20.460007,0.72410196,25.469618,93.11329,3.4123324999999998,17.28417,26.365923,27.650848,17.346203,17.346203,
2014-01-25,94.89226500000001,0.77611804,105.56988,47.150616,109.31914499999999,28.93001,2.6772854,28.404089000000003,94.71455,1.069849,37.55044,30.103085999999998,45.856804,21.780014,2.413431,27.561971999999997,,,58.03471,33.089993,63.84681,,25.2643,96.48895,0.8097251999999999,59.653130000000004,35.599940000000004,66.45546,25.989992,1.7453078999999998,31.671576,93.76116,1.0205387,36.041565000000006,30.031190000000002,44.599865,19.421019,19.421019,
2014-01-26,88.25858000000001,-1.1710193000000002,33.768925,39.385674,47.68008,30.910002000000002,1.3623315,30.947088,87.00424,-0.57127947,20.0948,34.213963,34.004204,24.469984,2.6487912999999996,31.795137,,,23.852203,32.736934999999995,36.249268,,28.822446999999997,90.85461,-1.0267583,14.871091,31.465101,28.379364000000002,24.18,0.82685876,29.440313,87.06241,-0.86599606,17.728289999999998,30.730862,30.276777000000003,18.742094,18.742094,
2014-01-27,86.85065,-5.240049,12.900327,30.670121999999996,26.382689000000003,50.420002000000004,1.0317104,52.200176,82.51569,-4.4727893,2.2720244,26.729253999999997,15.786548999999999,46.439972,2.3790313999999997,48.221920000000004,,,5.940519999999999,21.612944,16.067434,,50.392162,86.28707,-5.037897599999999,3.3944576,24.21527,15.391273499999999,46.30002,0.85865897,52.277893,82.99981,-4.778134,1.7780883,24.378115,14.160967000000001,,,
2014-01-28,88.3728,-4.330926,41.409657,51.277015999999996,60.025493999999995,84.81004,1.3987782,82.38154,84.61539499999999,-3.5784282999999997,15.794676999999998,48.517395,38.042685999999996,74.62995,2.3588072999999996,71.7047,,,15.179634,39.265915,32.698532,,80.72283,87.78756,-4.165899,9.8830595,42.59961,30.205582,75.169975,0.6430180999999999,84.12732,85.329124,-3.9467915999999996,9.78383,44.589496999999994,31.159487,,,
2014-01-29,91.4855,-2.1022315,59.393069999999994,57.97,77.94731,97.41996,1.9820856,91.562035,87.79444000000001,-1.5792035,19.455614,50.39771,41.96244,85.20998,2.9087396,75.56083000000001,,,31.368374,47.462340000000005,49.97378,,96.880066,91.1329,-1.936807,25.01291,53.07043,47.80767,92.379944,1.2152208,105.15314,88.19979000000001,-1.7783661,22.95874,52.60086,45.91568,,,
2014-01-30,85.31047,-2.3385762999999997,34.896034,52.564921999999996,55.474483,60.31004,10.144028,61.071994999999994,81.068344,-1.8292967,2.583818,32.157140000000005,18.849923999999998,51.510006,9.468633,54.153263,,,26.813074,45.55493,45.327335,,63.03529,85.397865,-2.140198,9.630735000000001,39.13308,28.209898,55.189969999999995,8.815951,65.997986,81.31002,-2.0027988000000003,7.589484700000001,37.268135,25.564789,56.45915600000001,56.45915600000001,
2014-01-31,91.302376,-2.4221722999999997,51.671383,67.57266,76.77930500000001,84.81004,7.957719,90.13797,87.064476,-1.9255552,8.055288000000001,43.989628,29.431963,70.25,6.582662599999999,71.68937,,,23.025562,48.511047,43.834557000000004,,86.9217,90.51785,-2.2678282000000003,12.344241,54.43374,38.378746,79.97999,6.5703917,96.48156,88.11610999999999,-2.1231227,12.374443,50.791336,36.516921999999994,80.046776,80.046776,
2014-02-01,94.29449,-1.2661673,43.08545,55.291653000000004,63.47042,52.939969999999995,6.960691499999999,53.58531,91.830086,-0.84044904,4.8144746,34.326756,21.741678,42.349983,5.3600383,47.42644,,,23.019121,39.39886,39.065661999999996,,52.864059999999995,93.51272,-1.1230253000000001,9.591387,39.9593,28.60197,46.18002,6.764189999999999,57.291775,91.97939000000001,-0.9729774,6.1806483,39.233753,25.466537,51.02037,51.02037,
2014-02-02,94.62219,-3.023082,10.948758999999999,32.389496,25.72269,42.430023,4.0221976999999995,44.585682,92.40585,-2.4412296,1.009333,26.626184000000002,14.682891,33.89001,2.6627786,37.479490000000006,,,9.749972,26.885326,21.880419,,44.25275,94.10767,-2.865173,3.1524894,24.84075,15.514220000000002,39.560028,4.7643676,50.32925,93.105034,-2.656324,1.3716046,24.910671,14.122617000000002,40.659440000000004,40.659440000000004,
2014-02-03,93.48886,-1.4347798,13.668476,35.921352,29.751322,25.630003,6.8869953,25.217657,91.73652,-0.97919303,1.2980888000000002,27.840424,15.568398,20.64001,6.0469055,25.596802,,,6.1830134,27.195238,19.17561,,26.304396,93.77299000000001,-1.2821496000000001,2.9011383,26.09686,15.982103,22.380003,7.236563,28.845062,91.392975,-1.1509296,1.8761297,24.705595000000002,14.424489999999999,23.172297,23.172297,
2014-02-04,88.14471999999999,-1.4461255,35.62267,51.534206,55.520306000000005,29.739991999999997,6.235313400000001,30.918882,87.445274,-1.209114,0.13680884,15.890473000000002,8.244278999999999,21.260006,4.088838,27.446142,,,26.51395,37.342754,40.792843,,30.412454999999998,87.50211,-1.3246632,6.9490169999999996,27.003353000000004,19.691544,23.020006,6.187869999999999,30.705153000000003,86.1727,-1.2464033,2.6347513,29.226885,17.362633,26.232290000000003,26.232290000000003,
2014-02-05,88.8543,-2.2784746,23.01041,43.698215000000005,41.30259,38.969982,4.077089,42.76766,86.64095,-1.8983846999999998,1.7371618999999998,27.490854,15.651751500000001,31.03002,1.8727610000000001,32.851788,,,,,,,44.266037,87.94184,-2.0610218000000002,4.771044,28.335175,18.637354000000002,34.39001,3.986918,45.663754,85.98228,-2.0591657,2.4100633,26.140388,15.570703,35.75956,35.75956,
2014-02-06,95.29145,-1.3970218,44.130497,55.242336,64.2824,70.52001,3.1622152000000003,75.19606999999999,93.596954,-1.0206223,6.25305,41.763195,26.831984000000002,60.570004000000004,0.8613679,59.193073,,,,,,,76.61845,95.135284,-1.1944495000000002,7.9570045,36.928635,25.683716,60.850018000000006,2.8538656000000002,79.03825,93.32364,-1.1762606000000002,11.494542,45.11312,32.752438,72.12264,72.12264,
2014-02-07,93.91034,0.5393679,150.02296,83.670135,164.06651000000002,75.62995,4.9363470000000005,70.18136,92.343346,0.9644008,91.269684,67.52413,108.50798999999999,65.88996999999999,1.5209244,65.08615999999999,,,101.17865,70.18968000000001,117.847275,,76.04358,95.411224,0.5525333,97.54255,70.87305500000001,115.26839,68.49,3.3066163,79.42841999999999,92.10077,0.80860287,107.41532,73.29819499999999,124.48263,70.25459000000001,70.25459000000001,
2014-02-08,87.56721999999999,2.658704,99.82717,75.03295,119.29638,31.380003000000002,4.4355720000000005,26.831533,90.0438,2.3637787999999995,30.795359,51.87773,51.825256,20.530014,1.0507218,26.804512,,,42.849697,56.847813,64.09389499999999,,24.022959,91.56054,2.4030786,66.11304,68.17523,88.66311,29.329991999999997,2.7302058,32.307392,86.24051,2.6881932999999996,45.208157,58.479618,66.85069,23.506232999999998,23.506232999999998,
2014-02-09,92.38499,3.9134884,36.058544,53.20839300000001,56.744312,21.679995,2.4733934,21.658533,91.95221,3.7853787000000003,5.260072,36.75933,23.400907999999998,16.06,0.53681153,18.935137,,,22.209229999999998,39.79445,38.623463,,22.526529999999998,93.402794,3.929843,12.674926,40.458958,31.33125,19.359991,1.5220578000000002,24.222443,89.16208,4.048449,7.2537246,36.53622,24.915932,15.516082,15.516082,
2014-02-10,91.88727,2.8900978999999998,35.600574,48.3554,53.839413,20.020006,2.1230214,17.876493,90.552216,3.0363667000000003,1.2309036,28.455603000000004,15.837017000000001,12.179996000000001,0.37262735,16.31054,,,14.861966,34.173041999999995,29.790734999999998,,17.123575,92.47626,2.9884365,8.279513,35.737907,25.327847,15.469991,1.2447058000000002,21.511612,89.3569,3.0387372999999998,4.9291873,33.8772,21.662441,16.553463,16.553463,
2014-02-11,89.48153,2.1569523999999998,96.555214,72.92362,115.569115,35.68002,3.8351762000000003,34.080765,86.07840999999999,2.5994353,43.66169,55.684402,64.13813,23.450003,1.7630581000000003,28.242432,,,51.727184,55.306945999999996,70.4073,,38.363487,91.35999,2.2723812999999997,50.39987,60.707623,72.15986,26.97999,2.3009560000000002,33.740629999999996,85.736946,2.3809705,40.462579999999996,56.879493999999994,62.19181999999999,25.425473999999998,25.425473999999998,
2014-02-12,93.19767,4.6427309999999995,102.889984,59.618954,113.69143999999999,32.790009999999995,3.5269046000000004,30.045631,90.331474,4.966933,43.178215,45.93911,58.651557999999994,27.239991999999997,1.1668193,31.038667999999998,,,47.538757000000004,45.5103,61.92471,,26.728958000000002,93.51371,4.7394047,50.78376,49.029007,66.34818,27.329994,2.0208473000000002,34.45295,90.84107,4.7570815,52.387463000000004,46.154823,66.154015,29.616293,29.616293,
2014-02-13,92.62216,2.684222,107.67833999999999,64.806015,120.24441999999999,26.859990999999997,3.0765164,28.780098,88.025826,3.1789987,17.484165,41.116516,35.469772,15.130004000000001,0.2873852,17.825289,,,71.85378,53.014430000000004,85.33896,,26.611694,94.540596,2.3563377999999995,77.429634,50.420970000000004,88.4689,28.040003000000002,2.1769688,34.178753,87.18285999999999,3.5235483999999997,32.923412,43.057964,48.919365,19.205479999999998,19.205479999999998,
2014-02-14,82.57764399999999,1.8201834,133.91772,70.64408,144.33919,45.82999,4.277073400000001,45.078007,74.931694,3.0986995999999998,40.64778,50.216353999999995,58.86158399999999,26.130003,1.1182287,30.193739,,,70.3817,54.662712,85.02936600000001,,48.19952,85.6847,1.7303911,72.65508,55.09613,87.09203000000001,33.400013,2.3234332,40.16733,79.173096,3.0216436,73.90494,52.07643,86.49444,33.80338,33.80338,
2014-02-15,64.945015,5.3955197,99.35569,70.95079,116.78432,37.290012,3.7804889999999998,39.08265,65.292694,5.2992873,11.105037,37.057213,28.282716999999998,17.640009,0.7676995,19.761129999999998,,,48.455017,44.925552,62.353706,,44.42549,67.88672,5.268004400000001,48.157546999999994,49.927006,64.72922,28.150011,1.9263129,34.74061,62.83684,5.997437000000001,27.640583000000003,44.585495,45.383965,26.7521,26.7521,
2014-02-16,70.81144,4.7055106,52.23295,60.421040000000005,73.48759,34.310024,6.168927,37.676735,68.364006,4.4991417,8.271025,41.711918,28.451107,21.619997,3.1964877,23.031565,,,21.183517000000002,39.518665000000006,37.656223,,34.303509999999996,70.07751999999999,4.453391000000001,24.791372,46.300682,44.093307,30.880003000000002,2.8092580000000003,37.76437,68.038,5.4100475,14.526262,44.856777,35.113640000000004,26.583540000000003,26.583540000000003,
2014-02-17,84.31805,5.599255,27.270687,49.327568,47.667168,19.330004000000002,4.107393,18.841677,82.37725,5.2769203000000005,3.4330894999999995,30.626634999999997,18.681379999999997,12.659999000000001,4.1348605,12.747641999999999,,,9.118466999999999,27.429990000000004,21.650246,,17.423676,80.82859,5.761902,3.5135653,31.119296999999996,19.092564000000003,14.309998499999999,1.9785737,17.834682,83.08527,5.6208453,5.6697025000000005,31.683409,21.115294,13.457157,13.457157,
2014-02-18,93.8485,2.294819,78.00244,64.01848000000001,96.0344,16.130003,2.0063421999999997,18.889881,93.0492,2.4703717,11.778387,41.252174,30.942219,9.462003999999999,0.5047212999999999,11.626714,,,42.162624,56.824142,63.481033,,17.502751999999997,96.43628000000001,2.2619583999999997,44.098133000000004,58.272335,65.83295,15.190001500000001,1.3775783000000001,19.503447,91.42989,3.1309834,15.839201000000001,37.766087,32.40886,8.989589,8.989589,
2014-02-19,92.45425,2.088833,39.84063,51.224133,58.741122999999995,25.909996,1.555261,23.969421,90.966064,2.567077,11.670751,42.659008,31.638914,17.299994,0.7116071999999999,24.188776,,,22.63414,40.666911999999996,39.384563,,29.830833000000002,94.92684,2.2112992,14.746476999999999,40.25885,32.900290000000005,16.28001,1.0128256,22.559773999999997,89.92716,3.2104845,12.657803999999999,42.009029999999996,32.12066,21.307821,21.307821,
2014-02-20,88.92133000000001,5.5933137,100.09722,61.053123,112.20281000000001,39.55002,3.6876392,39.130344,85.279015,6.063843299999999,14.907043,39.195934,32.434727,17.799994,2.3390112000000003,20.171764000000003,,,50.368893,44.725735,63.784153,,41.291775,89.97537,5.37859,60.854169999999996,47.107754,73.41391999999999,32.959990000000005,2.3563507,41.710815000000004,85.77146,6.150303,31.763645,41.8187,47.304314,27.385443,27.385443,
