,Graz-DB (LUFE),Graz-DB (LUTE),Graz-DB (NO),Graz-DB (NO2),Graz-DB (NOX),Graz-DB (PM10),Graz-DB (SO2),Graz-DB (STBK 10K),Graz-N (LUFE),Graz-N (LUTE),Graz-N (NO),Graz-N (NO2),Graz-N (NOX),Graz-N (PM10),Graz-N (SO2),Graz-N (STBK 10K),Graz-O P (LUFE),Graz-O P (LUTE),Graz-O P (NO),Graz-O P (NO2),Graz-O P (NOX),Graz-O P (PM10),Graz-O P (STBK 10K),Graz-S (LUFE),Graz-S (LUTE),Graz-S (NO),Graz-S (NO2),Graz-S (NOX),Graz-S (PM10),Graz-S (SO2),Graz-S (STBK 10K),Graz-W (LUFE),Graz-W (LUTE),Graz-W (NO),Graz-W (NO2),Graz-W (NOX),Graz-W (PM10),Graz-W (STBK 10K),Graz-W (SO2)
2017-06-23,56.06513,26.543404,23.756794,52.54805,46.533592,40.089993,0.8878290000000001,35.382927,57.528180000000006,26.413286,2.07159,19.863882,12.052125,,4.4731207,29.583412,53.85909,26.515326,10.743554,30.317691999999997,24.472853,29.18001,31.342594000000002,57.144787,26.350859000000003,6.157176,27.245146000000002,19.1933,33.209990000000005,1.2084636999999998,31.753258000000002,52.24378,26.2854,4.0684314,25.5612,16.593712,34.935234,34.935234,
2017-06-24,67.98801,23.839296,31.667437,56.28734,54.833496,35.810024,1.2281206,32.85445,69.956276,23.3081,3.3753903,24.804558,15.684420999999999,,3.9770239999999997,27.124987,64.13640600000001,23.702543,9.654691999999999,31.51176,24.223066,24.58,27.277063000000002,66.746574,23.541220000000003,3.9406898,31.031940000000002,19.387169,27.090002000000002,1.4848704,25.918426999999998,61.973316000000004,23.943336,1.7983040000000001,22.41328,13.164615,26.35243,26.35243,
2017-06-25,64.87176,24.713995,15.395375,29.833763,27.949659999999998,34.280018,0.45300272,30.2874,65.64609499999999,24.451926999999998,1.3475193,10.547326,6.600821000000001,,2.9112124,25.264938,66.418526,24.83809,6.0622419999999995,15.807517,13.129954000000001,28.810015000000003,27.425676,67.74471,24.74385,2.898037,13.732626000000002,9.508441,29.130003000000002,0.9203701999999999,26.36856,58.135426,24.759903,1.8201627,13.563175,8.559931,27.933573,27.933573,
2017-06-26,82.77126,20.390009,11.200191499999999,26.668035999999997,22.929295,18.460005,0.30085209999999996,17.015493,82.69051,20.130503,0.71351695,8.543158,5.0441203,,2.5576127,11.472644,85.31823,20.367575,3.870757,12.380212,9.580539,13.070003999999999,14.408809,84.57444,20.26988,1.2845061000000002,10.842747,6.6984463000000005,13.599998000000001,0.56740004,12.886107,76.86343000000001,20.308374,0.7369829000000001,10.808800999999999,6.2263474,13.869285999999999,13.869285999999999,
2017-06-27,63.736614,22.849932,28.53827,33.931946,40.63241,22.359991,0.5750224,20.84262,64.68738,22.543283,3.7539496,13.8422575,10.252605,,3.1699479999999998,13.740354,65.30674,23.235857,13.111284,19.505054,20.71574,17.44,,66.30971,23.089983,8.722901,17.791416,16.298538,16.400005,0.8664084000000001,15.35989,58.08418,22.784807,5.8701696,18.809912,14.537289000000001,17.998392000000003,17.998392000000003,
2017-06-28,65.82178499999999,23.366003,32.0808,40.010876,46.6519,27.219984000000004,1.0400114,25.811323,65.798744,22.826715,4.266156,15.247770000000001,11.398372,,3.2079062,17.775434,64.77636,23.520996,11.898305,21.684454000000002,20.8827,18.679995,21.225328,65.407394,23.392878,5.5775685,22.632265,16.30313,21.030014,1.3262147,19.441381,57.56834,23.307737,6.4781065,24.433923999999998,17.971110999999997,19.123852,19.123852,
2017-06-29,71.78546,21.960016,29.485325,38.094845,43.56837,28.140009000000003,1.1572586,27.498037,71.732765,21.63514,2.8567939,15.736223999999998,10.522689999999999,,3.1519763,18.5314,70.64650999999999,22.055120000000002,11.682628999999999,22.802431,21.294708,19.85999,22.388702,70.894775,22.039846,5.9227066,21.853672,16.177406,23.299997,1.302448,22.725514999999998,65.92054,21.773531,3.7349653,20.083294,13.489966,18.804422,18.804422,
2017-06-30,64.2071,20.43395,12.625662,27.330553000000002,24.420675,13.950006,0.27843896,11.935936,65.82559,20.43204,0.99583864,8.989596,5.500697,,2.0463157,6.749232000000001,67.20368,20.533176,6.419861,15.210104000000001,13.104007000000001,8.943999999999999,11.349074,67.6996,20.458902,2.3732796,13.033501,8.737689999999999,9.376005000000001,0.53281146,9.706498,57.552932999999996,20.472897,0.82570326,10.226455999999999,5.9757457,7.9267144,7.9267144,
2017-07-01,52.697033,21.398751999999998,19.23299,27.053864,29.571857,17.489994,0.67251873,17.03691,56.215332,21.04257,1.5759878999999999,11.2165575,7.130786,,2.7551234,10.043489,50.970123,21.455023,7.70717,15.409695999999999,14.240072,11.390007,14.009288,53.545452000000004,21.500122,3.5380237,15.4912,10.945089999999999,12.630004,0.9694802,12.54187,47.102077,21.293894,1.979112,14.501141,9.154614,11.220298,11.220298,
2017-07-02,61.944126000000004,19.929869,11.913573,23.396822,21.789717,10.920005999999999,0.8330644,10.419398,65.13919,19.697626,0.6573285,8.582723,5.016885,,3.6305263,6.2123895,60.81654,20.114353,4.937539,13.214564000000001,10.871536,9.214997,10.524188,60.883266000000006,20.100782000000002,0.996856,9.279938000000001,5.6532555,8.825997000000001,1.1318697,8.359632000000001,54.61229,20.174532,0.5729936999999999,8.507653999999999,4.891183,7.0398583,7.0398583,
2017-07-03,63.403606,18.769087,13.339431,21.130932,21.748928,10.299994,0.50464875,8.103109,62.721188,18.680344,1.0874918,9.302296,5.737482,,3.9376466,3.7204839999999995,65.5676,18.734446,4.901433,10.234635,9.28464,7.2309985,7.5514436,67.72657,18.578108,1.8289269000000001,9.312384,6.3237185,7.076998,0.7489094000000001,5.891847,55.122645999999996,18.869401999999997,1.2647093999999999,8.275874,5.3014183,6.674137599999999,6.674137599999999,
2017-07-04,51.446323,20.591023999999997,37.75274,45.097507,53.860634,22.030014,1.6017468000000001,21.567137,57.410571999999995,19.7209,2.9442832,14.281825,9.831816,,4.9184220000000005,7.542339999999999,51.025116,20.464788000000002,8.896993,17.291283,16.177618,9.592996000000001,11.179824,52.302479999999996,20.446576999999998,4.179189,20.653965,14.144416,10.859993,1.7158381999999999,10.733634,44.168606,20.418837,2.1844217999999995,15.781942,10.003829,10.20491,10.20491,
2017-07-05,56.538578,20.65362,40.163006,49.426567,58.05769300000001,20.94,1.7450957999999999,19.985537,58.531006000000005,20.024588,2.5881,16.43349,10.67095,,4.380838400000001,13.632319,53.704052000000004,20.54093,6.7464113,36.51927,24.509272,14.079998999999999,16.062302,54.998676,20.740662,13.542376999999998,28.603766999999998,25.805393,18.56,1.8789194,16.935907,50.237564,20.714499,8.008349,26.457819,20.259048,17.036095,17.036095,
2017-07-06,58.82716800000001,23.576742000000003,25.054264,43.905376000000004,43.054245,25.650011,1.8158377,26.484884,63.362717,22.562407999999998,2.0156665,16.995138,10.507617,,4.175182,18.078604000000002,56.73515,23.279306,1.3702778999999998,25.183386,14.270335999999999,16.450006,18.884466,56.376144,23.615433,4.552561,23.67963,16.044384,19.81,2.1981203999999996,16.640764,52.90642,23.431967,2.3641055,20.896587,12.823232,17.055765,17.055765,
2017-07-07,69.637886,23.633623,27.091637,40.986465,43.160828,30.239991999999997,1.2663162000000001,34.82992,70.03291,23.19097,2.8225088,18.415941,11.898914,,4.819964,17.141327,68.26308,23.427773000000002,2.161769,30.963435999999998,17.928719,20.179995,22.280731,68.76446,23.520258,7.506514500000001,23.439107999999997,18.275892000000002,22.469986,1.2723635,19.116697,64.76742,23.430067,3.8302803,19.885624,13.487417,20.73915,20.73915,
2017-07-08,71.583046,23.178072,23.522108,40.222107,39.899914,24.539998999999998,0.8269687,23.462059,71.28095,22.858964999999998,3.2968792999999996,16.736407999999997,11.399767,,2.920096,16.397242000000002,73.53945,22.915070999999998,2.8465657,30.289606,18.12666,19.06,20.600822,73.21464499999999,23.075417,7.6676207,24.864023,19.157,20.739994,1.0590222,16.614172,65.38941,23.049623,5.450202,21.441742,15.5779,18.47255,18.47255,
2017-07-09,48.917408,26.529821000000002,6.887686,28.374182,20.362854000000002,18.010006,0.7916403000000001,15.752975,54.474026,25.752153,0.5289505999999999,9.666528,5.4817724000000005,,3.2856667,13.346547,52.26903,26.096216000000002,0.8228285,19.57895,10.904941,16.210003,16.373919,52.404484000000004,26.404482,1.289031,18.397308,10.656495,17.330004000000002,0.8755598,13.817821499999999,41.52857,26.519096,0.9569473,15.357248,8.782430999999999,14.603101,14.603101,
2017-07-10,54.336257999999994,26.123909,5.703301000000001,20.42561,15.255555,19.40001,1.436926,16.07433,56.36243,25.517212,0.56686914,7.2122399999999995,4.2268156999999995,,3.9458232000000004,15.277657500000002,53.722747999999996,25.88632,0.6182009,11.057564,6.2835160000000005,16.330002,16.307226,53.948780000000006,26.139847,0.8369245999999999,10.933181,6.3811193,18.760006,1.8922603999999998,15.306257999999998,47.17795,26.190739999999998,0.41722894,10.160730000000001,5.6045622999999996,16.142823999999997,16.142823999999997,
2017-07-11,53.068386,26.522292999999998,13.761817,36.235786,29.986895,30.270012,1.285327,29.674456,56.9146,25.915207000000002,1.2899009,12.113799,7.37172,,3.9329388,21.479181,52.456936,26.2939,0.97336763,20.84159,11.683363,20.380003,21.164587,53.90755,26.240456,3.8432293,19.352964,13.194744,22.729994,1.5173159999999999,19.591745,46.643597,26.623820000000002,1.4132732,14.004166,8.421609,20.955920000000003,20.955920000000003,
2017-07-12,60.639786,23.563368,12.052035,31.469697999999998,26.123,27.829994,1.1693394,33.713840000000005,63.81458000000001,22.888128,0.44931054,9.641849,5.40487,,3.8040051,12.069309,57.96965,23.510191,0.8221286,21.309420000000003,11.807722,13.179996,14.259735999999998,58.58347,23.541292000000002,2.0268836,15.340275,9.664173,12.820003999999999,1.1470526,12.831307,53.360459999999996,23.664589000000003,0.9923525,9.849647000000001,5.8711114,17.364243,17.364243,
2017-07-13,67.850044,22.642828,17.754935999999997,28.976022999999998,29.392212,15.520004,0.843192,15.375004,70.1103,22.26847,1.4495864,9.417494999999999,6.0908456,,3.4371574000000003,7.6337223,70.824844,22.676,2.4780377999999996,22.016115,13.504276,12.140008,14.548095000000002,70.4032,22.701193,5.8264236,16.080267000000003,13.071128,13.670001000000001,0.8372859,9.982355,61.741924,22.693014,1.1994127,6.2827980000000005,4.191028,12.385652,12.385652,
2017-07-14,47.04871,22.916628,15.694757999999998,25.543552,25.945246,11.989995,0.8748981,11.82945,52.680374,22.240408,0.5872839,4.671564,2.9156207999999997,,3.1496607999999995,5.6710744,49.247603999999995,22.664278,1.1923224,19.136892,10.967961,8.554996000000001,10.052475999999999,49.32963,22.929941,3.5951738,13.056972,9.683137,8.863004,0.79984635,8.708207000000002,40.73041,22.788304999999998,0.25407979999999997,4.2147403,2.3484987999999998,8.2613735,8.2613735,
2017-07-15,71.03811,16.035637,13.164345,30.0669,26.282272,14.869995999999999,0.55602723,14.732923999999999,72.3451,15.6271715,2.987037,15.927832,10.726844999999999,,3.8528627999999996,13.795163,66.36808,16.179644,1.3646252,25.45274,14.410076,13.469995,15.580994,68.87518,16.202799,3.0698457,18.393295000000002,12.092198,13.609992000000002,0.7472397,13.3485155,65.492874,15.972047,,,,13.953175,13.953175,
2017-07-16,52.433014,17.803904,6.8080015,17.515808,14.619516,8.695003999999999,0.65506697,7.3234444000000005,58.298065,17.459055,0.48957267,6.8470283,3.9734159,,3.7084134,5.8590636,52.803635,17.925024,0.6108088,10.395903,5.9285097,6.514004,8.689022999999999,54.167522,17.9311,1.3632611000000001,10.72658,6.699565,7.523001,0.9967447,7.5303892999999995,44.774307,17.987211,,,,7.0552793000000005,7.0552793000000005,
2017-07-17,51.565414000000004,18.753103,6.647542,20.270681,15.933174,11.010003,0.7180064,8.9340105,57.734283,17.968664,0.64575744,8.439287,4.9328375,,3.6645007000000005,9.592789999999999,49.348175,18.822770000000002,0.8805794,15.673588,8.899303,8.763,8.827881,50.984882,18.776796,1.4631684,13.409926,8.18863,9.691995,0.82536256,8.819364,45.767044,18.718854999999998,,,,9.400405000000001,9.400405000000001,
2017-07-18,51.837128,21.347193,26.298396999999998,41.765213,42.932655,23.780016,1.3551182,22.046995000000003,54.432357999999994,20.927956,1.6585841000000001,14.096017999999999,8.704119,,5.185378599999999,13.538484,48.738605,21.326021,1.3506143999999998,27.373606,15.3974285,13.469995,14.805297,51.749553999999996,21.164663,9.486844,25.493797,20.95451,16.799994,1.3117875,15.675861,46.407154,21.431572,,,,17.250837,17.250837,
2017-07-19,51.8741,23.569029999999998,17.858923,42.65164,36.62874,26.069994,1.4646633,24.038823999999998,56.88823000000001,22.719786,2.344647,17.101710999999998,10.826855,,4.222041,18.749725,48.1709,23.636185,1.6034492,30.437586,17.203331,16.840007999999997,18.968998000000003,49.858246,23.624679999999998,8.817328999999999,27.526642,21.453466,22.260004000000002,1.4875958999999999,22.12504,46.530654999999996,23.514960000000002,2.6113298,27.665577000000003,16.274979000000002,22.364267,22.364267,
2017-07-20,58.64105,23.89759,16.163870000000003,41.945236,34.898685,29.369996999999998,1.6216336,28.697235,61.45697,23.267271,1.714123,17.086243,10.314182,,4.372081,19.110613,53.996081999999994,24.004095,1.0119646,22.03458,12.339169,17.130003,17.981073000000002,55.026592,23.970748999999998,5.764805,25.856037,18.13385,21.56,1.4692931,20.712885,52.238890000000005,23.811403,2.0467165,24.669628,14.234465,20.34674,20.34674,
2017-07-21,56.286680000000004,25.550081,17.390826999999998,33.780792,31.613684000000003,21.34999,0.8593837,21.17426,59.46535,25.36976,1.2091628,10.383728999999999,6.402447,,4.3454475,16.495033,55.376144,25.45505,2.9178033,30.211215999999997,18.142351,17.84001,20.418575,56.15492,25.300774,6.740286,19.886817999999998,15.811046,18.789995,1.1823487,16.658482,50.168365,25.711716,2.4947592999999997,16.957666,10.577619,18.671837,18.671837,
2017-07-22,54.96188000000001,25.033163000000002,10.929122999999999,30.146196000000003,24.530214,14.059998499999999,0.7720151,10.758515,60.95711,24.244073999999998,1.4954771,12.6128435,7.7978334,,4.1635246,9.007166999999999,54.643078,24.905066,1.2331005,26.72547,14.968853,12.280004,13.3206215,54.151814,25.039598,3.198728,18.029161,12.029829,12.280004,1.1828848,9.48511,47.98175,25.219423000000003,1.0693839,14.291965,7.961259399999999,12.129017,12.129017,
2017-07-23,64.04743,24.829988,5.8656315999999995,26.639212,18.636122,19.770006,0.96018815,16.226717,67.12574000000001,24.079126000000002,1.0044264999999999,13.443615,7.839442999999999,,4.569243,14.74034,61.30543,24.596838,0.73494154,14.366795999999999,8.106597,16.599992999999998,15.900856,59.969402,24.897009,1.3835520000000001,16.10685,9.537308,18.609991,1.5571648999999999,15.598694,57.244236,24.884176,0.39391783,19.167799,9.928328,17.313955,17.313955,
2017-07-24,69.74071500000001,23.688108,5.259622,19.629358,14.483222,16.549994,0.54687613,13.524957,70.18510400000001,23.559166,0.56155545,7.8499229999999995,4.5578494,,4.4938483,12.394206,68.19163499999999,23.576193,0.65008354,11.262075,6.414361,15.200007000000001,15.715257000000001,69.57073000000001,23.502481,1.4346874,11.84253,7.340294,16.020004,0.8854825999999999,13.779344,64.47588,23.83663,0.10697527,9.834856,4.7411523,13.537319,13.537319,
2017-07-25,83.451775,18.757364000000003,10.059876,30.827016999999998,24.188097,9.454003,0.43010128,9.292081,82.617775,18.714724,1.0785271,13.72661,8.047625,,3.6265674,6.9487375999999985,84.10092,19.019083,0.88646096,19.936066,11.139728999999999,7.714997,9.071132,84.1397,18.842054,2.3476462000000002,18.811407,11.694339,8.641999,0.7082098000000001,,75.73037,18.787232999999997,0.28839457,12.724738,6.4858093,6.72923,6.72923,
2017-07-26,57.978317000000004,18.770864000000003,,,,10.72,0.5237071,7.759353,57.56898,18.909307000000002,2.11976,10.37425,7.1275059999999995,,3.3192003,6.296149,59.493106999999995,18.845339000000003,3.453807,24.209833,15.432804999999998,8.306000000000001,11.420776,61.28529,18.673070000000003,6.486908000000001,15.266088,13.178556,8.175997,0.700303,8.150138,46.895720000000004,19.14247,3.3190324,13.4775,9.370232000000001,8.014611,8.014611,
2017-07-27,74.157265,16.278093,18.337529999999997,33.535046,32.244686,12.269999499999999,0.39368597,11.31644,72.82105,15.978797,4.7457047,19.18281,13.841128,,3.4298794000000004,8.386241,73.90693,16.549727999999998,3.3896592000000005,28.862253000000003,17.813747,10.609993,14.483410999999998,75.08106,16.389252,6.2745256,23.181057,17.138502,9.849,0.6742045999999999,9.937075,66.23761999999999,16.260313,5.111822599999999,22.082518,15.437601,11.37853,11.37853,
2017-07-28,61.206756999999996,19.130116,14.004351000000002,34.29987,29.169159999999998,12.170003,0.6663759,10.132261,66.72924,18.23353,1.7797906000000003,15.914423999999999,9.753475,,3.9122431000000004,9.095485,61.83804,19.024935,4.126223,33.709064,20.940383999999998,13.640007999999998,18.938791000000002,61.076702000000004,19.213345999999998,4.3436965999999995,23.035286,15.548055999999999,9.286004,0.81808555,10.122236000000001,53.330690000000004,19.188907999999998,2.4052583999999997,19.052592999999998,11.573367999999999,10.948333,10.948333,
2017-07-29,67.43488,20.939953,20.753876,30.468426,32.577152000000005,16.109991,0.84276664,13.980920000000001,67.54409,20.482643,4.6462555,14.851416,11.494845,,4.569311,11.240890499999999,65.5086,20.905811,5.6481,26.735709999999997,18.513676,14.690001500000001,17.726896,65.20640999999999,21.068884,9.4067745,22.173197000000002,19.155731,15.020002999999999,1.105833,15.395852,59.620132,20.965704000000002,4.370653599999999,18.113373,12.643214,13.771355999999999,13.771355999999999,
2017-07-30,63.01205,22.47251,8.82369,27.110058000000002,21.254822,15.450007000000001,1.0042886999999998,11.851644,65.428246,21.850158999999998,1.5248114,10.3195,6.6222286,,4.7360940000000005,11.294183,62.857204,22.44506,1.188593,21.00924,11.941425,15.150004000000001,16.81259,61.780502,22.64441,2.3269901,15.038669,9.740642,13.590004,1.159322,12.294433,56.81786999999999,22.427702,0.78844786,13.945473999999999,7.5307603,13.583854,13.583854,
2017-07-31,64.32288,24.103094,5.5192065,20.315575,15.049608,17.549994,0.905958,13.401643,65.88473499999999,23.558084,1.0389899,8.262437,5.157280999999999,,5.0919385,13.745695999999999,63.655106,24.085127,0.6824009,12.015226,6.83535,14.809998499999999,15.639068,63.791180000000004,24.17867,1.3942822,11.844669,7.320498,16.119997,1.1745370000000002,15.300339000000001,57.365733999999996,24.04316,0.37282494,12.104692,6.1539483,16.060167,16.060167,
2017-08-01,59.652252000000004,25.869474,20.099483,38.527446999999995,36.268640000000005,22.109991,0.9594001,19.318699,61.05345500000001,25.614051999999997,1.2119783000000002,10.513447,6.4731565,,4.9300947,14.563018,59.128025,25.858185,1.3578594,24.649364000000002,13.979498999999999,16.020004,17.568342,60.01441,25.810484,5.7663956,21.539326000000003,15.892014499999998,19.260006,1.052848,17.105524,53.770824,25.822138,2.5976067000000005,22.922520000000002,13.822643,18.469584,18.469584,
2017-08-02,60.356869999999994,27.28453,19.338642,43.646954,38.336754,38.81998,1.0812618999999999,34.007374,63.80605,26.354584000000003,1.8530331999999998,15.198751999999999,9.438427,,4.662113,21.768847,58.943180000000005,27.292353000000002,1.6824995999999999,28.401405,16.202667,23.09001,24.124489999999998,58.816497999999996,27.343767,5.8770576,21.139599,15.760691,26.380003000000002,2.02102,23.826881,54.12781,27.19111,3.5025892,27.355518,16.826368,27.060577000000002,27.060577000000002,
2017-08-03,69.49073,26.345163,14.601054999999999,31.719526000000002,28.298052000000002,42.790012,0.93257993,33.5477,70.91035,25.842283,1.1005216999999998,10.749576,6.5070457,,3.7019714999999995,23.57385,66.65359000000001,26.365232000000002,1.0905061000000003,21.965322,12.361224,25.099989,28.108103000000003,66.43085,26.298990000000003,3.6883714,18.812502,12.789927,,1.5765076,26.633196,63.126219999999996,26.31568,2.5701022,19.437979000000002,11.891999,29.727053,29.727053,
2017-08-04,61.180817000000005,26.760008000000003,22.135197,40.643826000000004,39.008293,29.550009000000003,0.7070753000000001,26.911589000000003,60.00285,26.752084999999997,2.2582052000000004,15.574901,9.958985,,3.5588620000000004,18.656282,61.601409999999994,26.768496000000003,3.8232195,28.289675,17.863955999999998,,42.28291,63.460423,26.615370000000002,6.3852773,20.653316,15.872107000000002,22.280014,1.0430039,19.74016,54.77556,26.680746000000003,3.6937509,21.124887,13.742732,21.789637,21.789637,
2017-08-05,59.65765,28.209839000000002,18.474018,42.4178,36.999496,31.800009999999997,0.735269,28.221212,60.2838,27.747383000000003,1.3166833,11.219767,6.9274297,,4.299203400000001,22.598259,59.602534999999996,27.974290000000003,1.1523181999999998,21.155254,11.992092999999999,28.280015999999996,28.032356,60.852592,27.752363,6.4258747000000005,23.51795,17.313856,26.849989,2.1877313,23.892756,51.771053,28.184735999999997,1.5565393,18.551012,10.613726,25.144068,25.144068,
2017-08-06,69.470345,25.645248000000002,9.965936,24.219051,20.658860999999998,18.770006,0.56152433,16.024373999999998,70.746666,25.172953,1.0853178999999997,9.474616000000001,5.8293800000000005,,3.140589,12.650836,72.74021,25.504171,1.2190682,18.455091,10.632276,17.710005,16.81916,71.44103,25.60601,1.5814233,11.803441000000001,7.4436089999999995,15.989994,0.72032225,13.454228,61.261475,25.660378,0.5265186,11.555363,6.084728,14.004253,14.004253,
2017-08-07,87.28532,20.19383,8.338482,17.025444,15.590691,9.731997,0.59211195,7.8942604,83.86553,20.272679999999998,0.6987329000000001,6.922582000000001,4.1846633,,3.2302892000000005,6.37573,87.01199,20.453953,1.2683955,15.648318,9.203101,8.985994999999999,9.673273,86.38671,20.229651999999998,1.1911213,9.4182625,5.8812346,8.653998,0.5549411,7.851647,78.950714,20.300182,0.22049470000000002,8.604633999999999,4.2402487,7.462221,7.462221,
2017-08-08,59.968180000000004,20.69445,17.348484,30.134534999999996,29.672682000000002,14.89001,0.77565336,14.370262,65.30216,20.216887,0.8279358,6.943736,4.2964077000000005,,3.5286207000000003,11.874877,66.09853000000001,20.616077,1.252491,21.911715,12.461052,15.340007,17.331362,64.73765,20.792279999999998,2.502932,13.743839000000001,9.210567,11.829995,0.5595087,11.494142,53.512294999999995,20.692844,0.34584352,10.957997,5.6343684000000005,12.898518,12.898518,
2017-08-09,74.09446,21.412,13.473569,29.720863,26.349407,21.320005,0.63865507,20.338316,74.49746999999999,20.857195,0.62490004,7.520003999999999,4.437885,,3.8575095999999998,17.03868,72.54339,21.56101,1.3988588,24.875101,14.133867,21.90001,24.746218,72.44617,21.463148,2.0591345000000003,12.716689,8.29113,18.969988,0.58718264,18.132807,65.173805,21.667038,0.37963483,13.636866,7.095213,19.646986,19.646986,
2017-08-10,74.31799000000001,23.825699,20.227648000000002,36.066307,35.083473,29.459993,0.7700464,26.700706,74.63926,23.147454999999997,3.2853364999999997,13.732095000000001,9.819686,,4.578477400000001,23.66153,74.22867,23.968964,3.0458946,23.386195999999998,14.676241000000001,28.989991999999997,30.52535,72.82205,24.022644,5.273167,18.060547,13.682282999999998,27.090002000000002,1.0488788,23.676537,66.22081999999999,23.82281,1.7474288,17.43883,10.210172,25.1225,25.1225,
2017-08-11,78.96296,23.689958999999998,24.426405,38.482265000000005,39.715523,33.47999,0.8053119000000001,33.319720000000004,77.669426,23.25525,1.5219738,16.249603,9.723659,,4.406891000000001,25.128838000000002,77.54858,23.876719,1.4794492,24.234505,13.863932,29.5,31.302734,77.38072,23.782175,5.0275846,22.017443,15.536307999999998,29.920008000000003,1.1409569,27.445898,72.61535,23.665665,1.6465931,18.260405,10.568622999999999,28.773034999999997,28.773034999999997,
2017-08-12,74.11050999999999,22.074572,25.518116,35.70035,39.134388,26.069994,0.8510042,22.829351000000003,73.47060400000001,21.662912,1.5839409,12.005381,7.551050699999999,,3.8297565000000002,19.096339999999998,79.09881,21.9087,3.2805622000000003,25.745620000000002,16.09749,26.02001,26.430791999999997,76.17739,22.072142000000003,5.5069099999999995,18.001542999999998,13.834279,23.82,0.79212886,21.585192000000003,64.927444,22.080389,1.9568983,14.8506565,8.999508,21.843056,21.843056,
2017-08-13,51.485904999999995,19.897548999999998,9.699738,15.834498000000002,16.059089999999998,5.8469987,1.0183386,4.256367,54.682816,19.676022,0.36576667,3.230352,1.9842862000000001,,3.9852790000000002,3.8586519,54.447019999999995,19.89262,0.6000929,8.822244,5.0992565,5.7180004,7.554715600000001,52.876507,19.944679999999998,0.66368115,7.245520599999999,4.3213363,5.0520015,1.2312863,6.1495953000000005,42.817646,19.880945,0.0062939580000000005,4.247094000000001,1.6727245,5.855036,5.855036,
2017-08-14,58.315876,20.04113,11.419588000000001,21.270287,20.282688,7.993002000000001,0.94440526,5.481203599999999,61.269608,19.531073000000003,0.82699984,6.307658,3.9577714999999998,,4.056677,5.3424973,56.736374,20.19558,0.9381539000000001,11.969572,7.0125966,5.759999,7.739542500000001,58.444331999999996,20.110556,1.4113572,11.9502535,7.383932000000001,6.315002,0.6929159,6.783376,50.339847999999996,20.1117,0.20257865,9.592171,4.782109999999999,7.3452210000000004,7.3452210000000004,
2017-08-15,61.046436,20.90689,21.598875,31.071144,33.571407,13.329998000000002,1.3360275,11.728531,63.17049,20.636877,2.7233386000000004,13.238016,9.110277,,5.672782,9.80594,59.594584999999995,21.062624,2.7590312999999997,20.186245,12.768037,9.791007,11.223163000000001,61.438198,20.933247,10.854878,18.216658,18.235914,11.4400015,1.1890118,10.029448,54.824615,21.06304,3.7897897000000005,20.261587,13.404798999999999,11.786230999999999,11.786230999999999,
2017-08-16,61.44701800000001,22.245918,9.564418,25.959210000000002,21.247142999999998,13.920001000000001,1.8843523000000002,12.109542,64.28179,21.778986,1.2415755,8.956147,5.680758999999999,,5.0987515,9.995103,59.600597,22.452904,0.9807894,16.794817000000002,9.566822,10.850003,11.467738,61.46858,22.309456,2.651298,15.346398,10.152727,12.900001,1.1457919,12.447482,55.311523,22.294732999999997,0.43202809999999997,15.522551000000002,7.9836516,12.815557,12.815557,
2017-08-17,76.983864,20.956512,27.912878000000003,44.503147,45.659290000000006,20.919994,1.9013636999999999,19.51633,78.71759,20.150993,2.2748535,15.813595000000001,10.0982275,,5.136065,13.400659,73.87809,20.810253,2.5344677000000004,27.891777,16.616776,15.900004999999998,17.411573,74.945885,20.848051,11.406526,27.612641999999997,23.59421,20.119997,1.2699378000000001,18.631224,71.943,20.711064999999998,3.0817494,20.846571,13.069778,16.55165,16.55165,
2017-08-18,70.20809,22.334665,27.846687,36.304123,41.31843,20.789991,1.1391298,18.095564000000003,70.52351999999999,22.139822,1.8952779999999998,13.873289999999999,8.779514,,4.952317,15.455722,68.88684,22.611101,3.2341902,23.126793,14.687791,18.25,18.801922,70.15519,22.55353,11.196254,24.096376,21.56304,18.859991,1.1664406999999999,17.006315,63.8217,22.240623,2.5478522999999997,18.635122,11.554310000000001,18.76119,18.76119,
2017-08-19,63.312732999999994,24.538431,22.808825,40.43158,39.437275,25.829995999999998,1.0994066,22.069857,65.98791,24.011953,3.5987297999999996,16.54417,11.541052,,5.2864976,19.36533,61.442978000000004,24.731537,3.5391440000000003,28.985552000000002,17.999628,23.83,24.221197,63.022830000000006,24.673004000000002,11.626525,25.267443,22.561028,23.710005,1.4991409,21.469347,57.126842,24.423161999999998,4.2431617,22.217922,14.699457999999998,23.107872,23.107872,
2017-08-20,86.17014,18.612131,15.479145,34.72122,30.572819,15.229997000000001,0.96349496,13.304084,86.23510999999999,18.271646,1.5318717,15.134201999999998,9.146488,,4.594747,10.69963,84.16356,18.681288000000002,1.4870927,24.175082999999997,13.837665,12.820003999999999,13.368916500000001,83.82295,18.611898,2.8003322999999996,21.324903,13.4181595,14.579998999999999,0.9326714,13.627884,79.26674,18.701829999999998,1.206281,19.62614,10.904036999999999,13.219570999999998,13.219570999999998,
