"Name";"Time";"Q@KFZ";
"8051_101_Süd";"16.08.2019 00:00:00";405;58334
"8055_108_Nord_bis20210121";"16.08.2019 00:00:00";243;54625
"8055_108_Süd_bis20210121";"16.08.2019 00:00:00";259;20737
"8010_205";"17.08.2019 00:00:00";657;125
"8010_209";"17.08.2019 00:00:00";543;2917
"8010_214";"17.08.2019 00:00:00";829;1667
"8010_202_Nord";"17.08.2019 00:00:00";368;20648
"8010_205_Ost";"17.08.2019 00:00:00";317;45834
"8010_205_West";"17.08.2019 00:00:00";339;66666
"8010_209_Ost";"17.08.2019 00:00:00";231;20833
"8010_209_West";"17.08.2019 00:00:00";312;8334
"8010_213_Ost";"17.08.2019 00:00:00";615;7083
"8010_214_Nord";"17.08.2019 00:00:00";438;58334
"8010_214_Süd";"17.08.2019 00:00:00";390;58334
"8020_102";"17.08.2019 00:00:00";1244;5829
"8020_103";"17.08.2019 00:00:00";1417;1245
"8020_107";"17.08.2019 00:00:00";903;456
"8020_102_Nord";"17.08.2019 00:00:00";631;2079
"8020_102_Süd";"17.08.2019 00:00:00";613;375
"8020_103_Nord";"17.08.2019 00:00:00";716;87683
"8020_103_Süd";"17.08.2019 00:00:00";700;2477
"8020_107_Nord";"17.08.2019 00:00:00";512;581
"8020_107_Süd";"17.08.2019 00:00:00";390;875
"8041_218";"17.08.2019 00:00:00";444;5
"8041_221";"17.08.2019 00:00:00";926;7917
"8041_218_Nord";"17.08.2019 00:00:00";183;25
"8041_218_Süd";"17.08.2019 00:00:00";200;91667
"8041_221_Ost";"17.08.2019 00:00:00";513;5833
"8041_221_West";"17.08.2019 00:00:00";413;20834
"8045_203";"17.08.2019 00:00:00";758;9583
"8045_203_Nord";"17.08.2019 00:00:00";396;91666
"8045_203_Süd";"17.08.2019 00:00:00";362;4166
"8051_101";"17.08.2019 00:00:00";1202;2477
"8051_101_Nord";"17.08.2019 00:00:00";533;9167
"8051_101_Süd";"17.08.2019 00:00:00";668;3333
"8055_108_Nord_bis20210121";"17.08.2019 00:00:00";397;33334
"8055_108_Süd_bis20210121";"17.08.2019 00:00:00";431;29166
"8010_205";"18.08.2019 00:00:00";482;8334
"8010_209";"18.08.2019 00:00:00";393;91666
"8010_214";"18.08.2019 00:00:00";648;833
"8010_202_Nord";"18.08.2019 00:00:00";268;875
"8010_205_Ost";"18.08.2019 00:00:00";242;625
"8010_205_West";"18.08.2019 00:00:00";239;45833
"8010_209_Ost";"18.08.2019 00:00:00";167;625
"8010_209_West";"18.08.2019 00:00:00";226;29167
"8010_213_Ost";"18.08.2019 00:00:00";496;5
"8010_214_Nord";"18.08.2019 00:00:00";363;95834
"8010_214_Süd";"18.08.2019 00:00:00";284;125
"8020_102";"18.08.2019 00:00:00";980;833
"8020_103";"18.08.2019 00:00:00";1143;2954
"8020_107";"18.08.2019 00:00:00";675;7111
"8020_102_Nord";"18.08.2019 00:00:00";493;95834
"8020_102_Süd";"18.08.2019 00:00:00";486;125
"8020_103_Nord";"18.08.2019 00:00:00";571;5
"8020_103_Süd";"18.08.2019 00:00:00";571;79535
"8020_107_Nord";"18.08.2019 00:00:00";399;79398
"8020_107_Süd";"18.08.2019 00:00:00";275;91714
"8041_218";"18.08.2019 00:00:00";323;33334
"8041_221";"18.08.2019 00:00:00";682;0
"8041_218_Nord";"18.08.2019 00:00:00";140;79167
"8041_218_Süd";"18.08.2019 00:00:00";156;66667
"8041_221_Ost";"18.08.2019 00:00:00";357;75
"8041_221_West";"18.08.2019 00:00:00";324;25
"8045_203";"18.08.2019 00:00:00";585;8333
"8045_203_Nord";"18.08.2019 00:00:00";304;45834
"8045_203_Süd";"18.08.2019 00:00:00";281;375
"8051_101";"18.08.2019 00:00:00";940;2093
"8051_101_Nord";"18.08.2019 00:00:00";417;45834
"8051_101_Süd";"18.08.2019 00:00:00";522;75
"8055_108_Nord_bis20210121";"18.08.2019 00:00:00";292;75
"8055_108_Süd_bis20210121";"18.08.2019 00:00:00";319;95834
"8010_205";"19.08.2019 00:00:00";429;5
"8010_209";"19.08.2019 00:00:00";386;8334
"8010_214";"19.08.2019 00:00:00";578;25
"8010_202_Nord";"19.08.2019 00:00:00";183;96065
"8010_205_Ost";"19.08.2019 00:00:00";222;41667
"8010_205_West";"19.08.2019 00:00:00";207;8333
"8010_209_Ost";"19.08.2019 00:00:00";172;375
"8010_209_West";"19.08.2019 00:00:00";213;70833
"8010_213_Ost";"19.08.2019 00:00:00";424;58334
"8010_214_Nord";"19.08.2019 00:00:00";336;66666
"8010_214_Süd";"19.08.2019 00:00:00";241;58333
"8020_102";"19.08.2019 00:00:00";952;5014
"8020_103";"19.08.2019 00:00:00";1205;25
"8020_107";"19.08.2019 00:00:00";606;5847
"8020_102_Nord";"19.08.2019 00:00:00";487;87592
"8020_102_Süd";"19.08.2019 00:00:00";464;62546
"8020_103_Nord";"19.08.2019 00:00:00";638;4171
"8020_103_Süd";"19.08.2019 00:00:00";566;8329
"8020_107_Nord";"19.08.2019 00:00:00";348;70926
"8020_107_Süd";"19.08.2019 00:00:00";257;87546
"8041_218";"19.08.2019 00:00:00";283;29166
"8041_221";"19.08.2019 00:00:00";640;75
"8041_218_Nord";"19.08.2019 00:00:00";121;666664
"8041_218_Süd";"19.08.2019 00:00:00";132;5
"8041_221_Ost";"19.08.2019 00:00:00";313;375
"8041_221_West";"19.08.2019 00:00:00";327;375
"8045_203";"19.08.2019 00:00:00";521;2917
"8045_203_Nord";"19.08.2019 00:00:00";252;375
"8045_203_Süd";"19.08.2019 00:00:00";268;91666
"8051_101";"19.08.2019 00:00:00";866;1245
"8051_101_Nord";"19.08.2019 00:00:00";416;412
"8051_101_Süd";"19.08.2019 00:00:00";450;8334
"8055_108_Nord_bis20210121";"19.08.2019 00:00:00";310;16666
"8055_108_Süd_bis20210121";"19.08.2019 00:00:00";269;0
"8010_205";"20.08.2019 00:00:00";780;8655
"8010_209";"20.08.2019 00:00:00";591;8198
"8010_214";"20.08.2019 00:00:00";896;6234
"8010_202_Nord";"20.08.2019 00:00:00";339;8391
"8010_205_Ost";"20.08.2019 00:00:00";382;22653
"8010_205_West";"20.08.2019 00:00:00";397;8513
"8010_209_Ost";"20.08.2019 00:00:00";207;17175
"8010_209_West";"20.08.2019 00:00:00";384;6458
"8010_213_Ost";"20.08.2019 00:00:00";705;28174
"8010_214_Nord";"20.08.2019 00:00:00";465;15118
"8010_214_Süd";"20.08.2019 00:00:00";431;47702
"8020_102";"20.08.2019 00:00:00";1411;7278
"8020_103";"20.08.2019 00:00:00";1658;4043
"8020_107";"20.08.2019 00:00:00";1042;3994
"8020_102_Nord";"20.08.2019 00:00:00";721;7635
"8020_102_Süd";"20.08.2019 00:00:00";690;6467
"8020_103_Nord";"20.08.2019 00:00:00";870;1643
"8020_103_Süd";"20.08.2019 00:00:00";788;2377
"8020_107_Nord";"20.08.2019 00:00:00";588;267
"8020_107_Süd";"20.08.2019 00:00:00";453;37674
"8041_218";"20.08.2019 00:00:00";491;8622
"8041_221";"20.08.2019 00:00:00";1049;2944
"8041_218_Nord";"20.08.2019 00:00:00";190;51695
"8041_218_Süd";"20.08.2019 00:00:00";222;49126
"8041_221_Ost";"20.08.2019 00:00:00";596;444
"8041_221_West";"20.08.2019 00:00:00";452;86023
"8045_203";"20.08.2019 00:00:00";850;1393
"8045_203_Nord";"20.08.2019 00:00:00";429;88663
"8045_203_Süd";"20.08.2019 00:00:00";420;2504
"8051_101";"20.08.2019 00:00:00";1397;7377
"8051_101_Nord";"20.08.2019 00:00:00";647;20544
"8051_101_Süd";"20.08.2019 00:00:00";750;85785
"8055_108_Nord_bis20210121";"20.08.2019 00:00:00";456;2404
"8055_108_Süd_bis20210121";"20.08.2019 00:00:00";482;97174
"8010_205";"21.08.2019 00:00:00";817;375
"8010_209";"21.08.2019 00:00:00";625;6667
"8010_214";"21.08.2019 00:00:00";919;5
"8010_202_Nord";"21.08.2019 00:00:00";338;66714
"8010_205_Ost";"21.08.2019 00:00:00";396;375
"8010_205_West";"21.08.2019 00:00:00";421;0
"8010_209_Ost";"21.08.2019 00:00:00";270;54166
"8010_209_West";"21.08.2019 00:00:00";355;125
"8010_213_Ost";"21.08.2019 00:00:00";706;3333
"8010_214_Nord";"21.08.2019 00:00:00";476;625
"8010_214_Süd";"21.08.2019 00:00:00";442;875
"8020_102";"21.08.2019 00:00:00";1532;287
"8020_103";"21.08.2019 00:00:00";1689;212
"8020_107";"21.08.2019 00:00:00";1028;5413
"8020_102_Nord";"21.08.2019 00:00:00";778;70465
"8020_102_Süd";"21.08.2019 00:00:00";753;5824
"8020_103_Nord";"21.08.2019 00:00:00";881;58563
"8020_103_Süd";"21.08.2019 00:00:00";807;6264
"8020_107_Nord";"21.08.2019 00:00:00";582;7509
"8020_107_Süd";"21.08.2019 00:00:00";445;79028
"8041_218";"21.08.2019 00:00:00";491;95834
"8041_221";"21.08.2019 00:00:00";1080;416
"8041_218_Nord";"21.08.2019 00:00:00";199;45833
"8041_218_Süd";"21.08.2019 00:00:00";233;5
"8041_221_Ost";"21.08.2019 00:00:00";624;6667
"8041_221_West";"21.08.2019 00:00:00";455;375
"8045_203";"21.08.2019 00:00:00";910;8333
"8045_203_Nord";"21.08.2019 00:00:00";468;66666
"8045_203_Süd";"21.08.2019 00:00:00";442;16666
"8051_101";"21.08.2019 00:00:00";1542;5834
"8051_101_Nord";"21.08.2019 00:00:00";722;4972
"8051_101_Süd";"21.08.2019 00:00:00";820;833
"8055_108_Nord_bis20210121";"21.08.2019 00:00:00";485;29166
"8055_108_Süd_bis20210121";"21.08.2019 00:00:00";489;375
"8010_205";"22.08.2019 00:00:00";794;9583
"8010_209";"22.08.2019 00:00:00";648;25
"8010_214";"22.08.2019 00:00:00";913;417
"8010_202_Nord";"22.08.2019 00:00:00";353;87408
"8010_205_Ost";"22.08.2019 00:00:00";383;41666
"8010_205_West";"22.08.2019 00:00:00";411;54166
"8010_209_Ost";"22.08.2019 00:00:00";284;70834
"8010_209_West";"22.08.2019 00:00:00";363;54166
"8010_213_Ost";"22.08.2019 00:00:00";728;1667
"8010_214_Nord";"22.08.2019 00:00:00";465;79166
"8010_214_Süd";"22.08.2019 00:00:00";447;25
"8020_102";"22.08.2019 00:00:00";1400;4625
"8020_103";"22.08.2019 00:00:00";1617;1124
"8020_107";"22.08.2019 00:00:00";1026;376
"8020_102_Nord";"22.08.2019 00:00:00";709;54584
"8020_102_Süd";"22.08.2019 00:00:00";690;9167
"8020_103_Nord";"22.08.2019 00:00:00";836;1347
"8020_103_Süd";"22.08.2019 00:00:00";780;9778
"8020_107_Nord";"22.08.2019 00:00:00";583;3333
"8020_107_Süd";"22.08.2019 00:00:00";443;426
"8041_218";"22.08.2019 00:00:00";503;25
"8041_221";"22.08.2019 00:00:00";1070;25
"8041_218_Nord";"22.08.2019 00:00:00";201;41667
"8041_218_Süd";"22.08.2019 00:00:00";240;16667
"8041_221_Ost";"22.08.2019 00:00:00";620;25
"8041_221_West";"22.08.2019 00:00:00";450;0
"8045_203";"22.08.2019 00:00:00";885;9583
"8045_203_Nord";"22.08.2019 00:00:00";446;875
"8045_203_Süd";"22.08.2019 00:00:00";439;8334
"8051_101";"22.08.2019 00:00:00";1358;847
"8051_101_Nord";"22.08.2019 00:00:00";628;4625
"8051_101_Süd";"22.08.2019 00:00:00";729;617
"8055_108_Nord_bis20210121";"22.08.2019 00:00:00";462;5
"8055_108_Süd_bis20210121";"22.08.2019 00:00:00";483;5
"8010_205";"23.08.2019 00:00:00";806;6667
"8010_209";"23.08.2019 00:00:00";643;2917
"8010_214";"23.08.2019 00:00:00";937;625
"8010_202_Nord";"23.08.2019 00:00:00";355;3764
"8010_205_Ost";"23.08.2019 00:00:00";390;45834
"8010_205_West";"23.08.2019 00:00:00";416;20834
"8010_209_Ost";"23.08.2019 00:00:00";278;4166
"8010_209_West";"23.08.2019 00:00:00";365;25
"8010_213_Ost";"23.08.2019 00:00:00";726;2917
"8010_214_Nord";"23.08.2019 00:00:00";478;83334
"8010_214_Süd";"23.08.2019 00:00:00";458;79166
"8020_102";"23.08.2019 00:00:00";1349;5852
"8020_103";"23.08.2019 00:00:00";1532;25
"8020_107";"23.08.2019 00:00:00";1026;3334
"8020_102_Nord";"23.08.2019 00:00:00";680;6241
"8020_102_Süd";"23.08.2019 00:00:00";668;9611
"8020_103_Nord";"23.08.2019 00:00:00";799;99817
"8020_103_Süd";"23.08.2019 00:00:00";732;25183
"8020_107_Nord";"23.08.2019 00:00:00";575;421
"8020_107_Süd";"23.08.2019 00:00:00";451;2912
"8041_218";"23.08.2019 00:00:00";503;54166
"8041_221";"23.08.2019 00:00:00";1088;7916
"8041_218_Nord";"23.08.2019 00:00:00";211;25
"8041_218_Süd";"23.08.2019 00:00:00";232;75
"8041_221_Ost";"23.08.2019 00:00:00";629;2917
"8041_221_West";"23.08.2019 00:00:00";459;5
"8045_203";"23.08.2019 00:00:00";880;8333
"8045_203_Nord";"23.08.2019 00:00:00";453;8334
"8045_203_Süd";"23.08.2019 00:00:00";427;75
"8051_101";"23.08.2019 00:00:00";1338;336
"8051_101_Nord";"23.08.2019 00:00:00";610;2917
"8051_101_Süd";"23.08.2019 00:00:00";728;417
"8055_108_Nord_bis20210121";"23.08.2019 00:00:00";461;875
"8055_108_Süd_bis20210121";"23.08.2019 00:00:00";484;95834
"8010_205";"24.08.2019 00:00:00";790;5
"8010_209";"24.08.2019 00:00:00";632;833
"8010_214";"24.08.2019 00:00:00";927;5
"8010_202_Nord";"24.08.2019 00:00:00";357;70694
"8010_205_Ost";"24.08.2019 00:00:00";396;4166
"8010_205_West";"24.08.2019 00:00:00";394;45834
"8010_209_Ost";"24.08.2019 00:00:00";275;20834
"8010_209_West";"24.08.2019 00:00:00";356;875
"8010_213_Ost";"24.08.2019 00:00:00";726;4167
"8010_214_Nord";"24.08.2019 00:00:00";474;45834
"8010_214_Süd";"24.08.2019 00:00:00";453;4166
"8020_102";"24.08.2019 00:00:00";1369;2495
"8020_103";"24.08.2019 00:00:00";1620;8314
"8020_107";"24.08.2019 00:00:00";1056;4106
"8020_102_Nord";"24.08.2019 00:00:00";694;3755
"8020_102_Süd";"24.08.2019 00:00:00";674;8741
"8020_103_Nord";"24.08.2019 00:00:00";840;6648
"8020_103_Süd";"24.08.2019 00:00:00";780;1667
"8020_107_Nord";"24.08.2019 00:00:00";596;28796
"8020_107_Süd";"24.08.2019 00:00:00";460;12268
"8041_218";"24.08.2019 00:00:00";509;41666
"8041_221";"24.08.2019 00:00:00";1099;75
"8041_218_Nord";"24.08.2019 00:00:00";210;625
"8041_218_Süd";"24.08.2019 00:00:00";238;625
"8041_221_Ost";"24.08.2019 00:00:00";637;375
"8041_221_West";"24.08.2019 00:00:00";462;375
"8045_203";"24.08.2019 00:00:00";881;4167
"8045_203_Nord";"24.08.2019 00:00:00";464;625
"8045_203_Süd";"24.08.2019 00:00:00";416;79166
"8051_101";"24.08.2019 00:00:00";1353;814
"8051_101_Nord";"24.08.2019 00:00:00";626;2083
"8051_101_Süd";"24.08.2019 00:00:00";726;875
"8055_108_Nord_bis20210121";"24.08.2019 00:00:00";462;92682
"8055_108_Süd_bis20210121";"24.08.2019 00:00:00";487;129
"8010_205";"25.08.2019 00:00:00";523;7917
"8010_209";"25.08.2019 00:00:00";421;375
"8010_214";"25.08.2019 00:00:00";697;5
"8010_202_Nord";"25.08.2019 00:00:00";257;5838
"8010_205_Ost";"25.08.2019 00:00:00";263;54166
"8010_205_West";"25.08.2019 00:00:00";260;25
"8010_209_Ost";"25.08.2019 00:00:00";176;625
"8010_209_West";"25.08.2019 00:00:00";244;75
"8010_213_Ost";"25.08.2019 00:00:00";545;5
"8010_214_Nord";"25.08.2019 00:00:00";392;79166
"8010_214_Süd";"25.08.2019 00:00:00";304;70834
"8020_102";"25.08.2019 00:00:00";1046;9551
"8020_103";"25.08.2019 00:00:00";1261;4574
"8020_107";"25.08.2019 00:00:00";763;4625
"8020_102_Nord";"25.08.2019 00:00:00";525;3727
"8020_102_Süd";"25.08.2019 00:00:00";521;5824
"8020_103_Nord";"25.08.2019 00:00:00";625;861
"8020_103_Süd";"25.08.2019 00:00:00";636;3713
"8020_107_Nord";"25.08.2019 00:00:00";451;16898
"8020_107_Süd";"25.08.2019 00:00:00";312;29352
"8041_218";"25.08.2019 00:00:00";353;33334
"8041_221";"25.08.2019 00:00:00";734;0
"8041_218_Nord";"25.08.2019 00:00:00";154;8333
"8041_218_Süd";"25.08.2019 00:00:00";166;0
"8041_221_Ost";"25.08.2019 00:00:00";390;25
"8041_221_West";"25.08.2019 00:00:00";343;75
"8045_203";"25.08.2019 00:00:00";621;25
"8045_203_Nord";"25.08.2019 00:00:00";325;125
"8045_203_Süd";"25.08.2019 00:00:00";296;125
"8051_101";"25.08.2019 00:00:00";978;3329
"8051_101_Nord";"25.08.2019 00:00:00";431;75
"8051_101_Süd";"25.08.2019 00:00:00";546;5833
"8055_108_Nord_bis20210121";"25.08.2019 00:00:00";330;20834
"8055_108_Süd_bis20210121";"25.08.2019 00:00:00";345;20834
"8010_205";"26.08.2019 00:00:00";433;8334
"8010_209";"26.08.2019 00:00:00";396;125
"8010_214";"26.08.2019 00:00:00";557;9583
"8010_202_Nord";"26.08.2019 00:00:00";162;94179
"8010_205_Ost";"26.08.2019 00:00:00";223;125
"8010_205_West";"26.08.2019 00:00:00";209;95833
"8010_209_Ost";"26.08.2019 00:00:00";173;8333
"8010_209_West";"26.08.2019 00:00:00";223;4167
"8010_213_Ost";"26.08.2019 00:00:00";450;125
"8010_214_Nord";"26.08.2019 00:00:00";319;66666
"8010_214_Süd";"26.08.2019 00:00:00";238;29167
"8020_102";"26.08.2019 00:00:00";903;8375
"8020_103";"26.08.2019 00:00:00";1163;586
"8020_107";"26.08.2019 00:00:00";609;2949
"8020_102_Nord";"26.08.2019 00:00:00";450;96066
"8020_102_Süd";"26.08.2019 00:00:00";452;87686
"8020_103_Nord";"26.08.2019 00:00:00";598;375
"8020_103_Süd";"26.08.2019 00:00:00";565;2111
"8020_107_Nord";"26.08.2019 00:00:00";351;29352
"8020_107_Süd";"26.08.2019 00:00:00";258;14
"8041_218";"26.08.2019 00:00:00";262;20834
"8041_221";"26.08.2019 00:00:00";579;833
"8041_218_Nord";"26.08.2019 00:00:00";118;583336
"8041_218_Süd";"26.08.2019 00:00:00";127;625
"8041_221_Ost";"26.08.2019 00:00:00";292;45834
"8041_221_West";"26.08.2019 00:00:00";286;625
"8045_203";"26.08.2019 00:00:00";493;91666
"8045_203_Nord";"26.08.2019 00:00:00";245;5
"8045_203_Süd";"26.08.2019 00:00:00";248;41667
"8051_101";"26.08.2019 00:00:00";796;4176
"8051_101_Nord";"26.08.2019 00:00:00";359;824
"8051_101_Süd";"26.08.2019 00:00:00";437;33334
"8055_108_Nord_bis20210121";"26.08.2019 00:00:00";270;20834
"8055_108_Süd_bis20210121";"26.08.2019 00:00:00";277;95834
"8010_205";"27.08.2019 00:00:00";806;8333
"8010_209";"27.08.2019 00:00:00";661;5
"8010_214";"27.08.2019 00:00:00";902;8333
"8010_202_Nord";"27.08.2019 00:00:00";316;875
"8010_205_Ost";"27.08.2019 00:00:00";386;5
"8010_205_West";"27.08.2019 00:00:00";420;33334
"8010_209_Ost";"27.08.2019 00:00:00";277;79166
"8010_209_West";"27.08.2019 00:00:00";383;70834
"8010_213_Ost";"27.08.2019 00:00:00";675;5417
"8010_214_Nord";"27.08.2019 00:00:00";458;20834
"8010_214_Süd";"27.08.2019 00:00:00";444;625
"8020_102";"27.08.2019 00:00:00";1419;9111
"8020_103";"27.08.2019 00:00:00";1578;9523
"8020_107";"27.08.2019 00:00:00";1050;7064
"8020_102_Nord";"27.08.2019 00:00:00";728;6222
"8020_102_Süd";"27.08.2019 00:00:00";691;2889
"8020_103_Nord";"27.08.2019 00:00:00";846;3564
"8020_103_Süd";"27.08.2019 00:00:00";732;9167
"8020_107_Nord";"27.08.2019 00:00:00";589;7486
"8020_107_Süd";"27.08.2019 00:00:00";460;95786
"8041_218";"27.08.2019 00:00:00";493;75
"8041_221";"27.08.2019 00:00:00";1046;375
"8041_218_Nord";"27.08.2019 00:00:00";199;66667
"8041_218_Süd";"27.08.2019 00:00:00";231;625
"8041_221_Ost";"27.08.2019 00:00:00";609;1667
"8041_221_West";"27.08.2019 00:00:00";437;20834
"8045_203";"27.08.2019 00:00:00";878;6667
"8045_203_Nord";"27.08.2019 00:00:00";448;0
"8045_203_Süd";"27.08.2019 00:00:00";430;66666
"8051_101";"27.08.2019 00:00:00";1408;4537
"8051_101_Nord";"27.08.2019 00:00:00";653;37177
"8051_101_Süd";"27.08.2019 00:00:00";755;833
"8055_108_Nord_bis20210121";"27.08.2019 00:00:00";456;83334
"8055_108_Süd_bis20210121";"27.08.2019 00:00:00";469;29166
"8010_205";"28.08.2019 00:00:00";808;4167
"8010_209";"28.08.2019 00:00:00";652;9583
"8010_214";"28.08.2019 00:00:00";934;875
"8010_202_Nord";"28.08.2019 00:00:00";324;12314
"8010_205_Ost";"28.08.2019 00:00:00";393;20834
"8010_205_West";"28.08.2019 00:00:00";415;20834
"8010_209_Ost";"28.08.2019 00:00:00";288;16666
"8010_209_West";"28.08.2019 00:00:00";364;79166
"8010_213_Ost";"28.08.2019 00:00:00";668;75
"8010_214_Nord";"28.08.2019 00:00:00";482;4166
"8010_214_Süd";"28.08.2019 00:00:00";452;83334
"8020_102";"28.08.2019 00:00:00";1488;9587
"8020_103";"28.08.2019 00:00:00";1717;3745
"8020_107";"28.08.2019 00:00:00";1011;63324
"8020_102_Nord";"28.08.2019 00:00:00";762;5023
"8020_102_Süd";"28.08.2019 00:00:00";726;4565
"8020_103_Nord";"28.08.2019 00:00:00";909;843
"8020_103_Süd";"28.08.2019 00:00:00";808;2903
"8020_107_Nord";"28.08.2019 00:00:00";572;3249
"8020_107_Süd";"28.08.2019 00:00:00";439;28186
"8041_218";"28.08.2019 00:00:00";494;625
"8041_221";"28.08.2019 00:00:00";1084;75
"8041_218_Nord";"28.08.2019 00:00:00";200;625
"8041_218_Süd";"28.08.2019 00:00:00";229;66667
"8041_221_Ost";"28.08.2019 00:00:00";621;2917
"8041_221_West";"28.08.2019 00:00:00";463;45834
"8045_203";"28.08.2019 00:00:00";864;417
"8045_203_Nord";"28.08.2019 00:00:00";441;4166
"8045_203_Süd";"28.08.2019 00:00:00";423;0
"8051_101";"28.08.2019 00:00:00";1465;8755
"8051_101_Nord";"28.08.2019 00:00:00";686;9593
"8051_101_Süd";"28.08.2019 00:00:00";778;4583
"8055_108_Nord_bis20210121";"28.08.2019 00:00:00";466;70834
"8055_108_Süd_bis20210121";"28.08.2019 00:00:00";490;0
"8010_205";"29.08.2019 00:00:00";802;0
"8010_209";"29.08.2019 00:00:00";661;2083
"8010_214";"29.08.2019 00:00:00";926;6667
"8010_202_Nord";"29.08.2019 00:00:00";340;4214
"8010_205_Ost";"29.08.2019 00:00:00";387;91666
"8010_205_West";"29.08.2019 00:00:00";414;8334
"8010_209_Ost";"29.08.2019 00:00:00";289;25
"8010_209_West";"29.08.2019 00:00:00";371;95834
"8010_213_Ost";"29.08.2019 00:00:00";689;7083
"8010_214_Nord";"29.08.2019 00:00:00";474;375
"8010_214_Süd";"29.08.2019 00:00:00";452;29166
"8020_102";"29.08.2019 00:00:00";1504;751
"8020_103";"29.08.2019 00:00:00";1685;3334
"8020_107";"29.08.2019 00:00:00";1067;4584
"8020_102_Nord";"29.08.2019 00:00:00";766;957
"8020_102_Süd";"29.08.2019 00:00:00";737;794
"8020_103_Nord";"29.08.2019 00:00:00";877;5852
"8020_103_Süd";"29.08.2019 00:00:00";807;74817
"8020_107_Nord";"29.08.2019 00:00:00";601;6667
"8020_107_Süd";"29.08.2019 00:00:00";465;79166
"8041_218";"29.08.2019 00:00:00";488;41666
"8041_221";"29.08.2019 00:00:00";1078;5834
"8041_218_Nord";"29.08.2019 00:00:00";198;58333
"8041_218_Süd";"29.08.2019 00:00:00";237;41667
"8041_221_Ost";"29.08.2019 00:00:00";624;75
"8041_221_West";"29.08.2019 00:00:00";453;83334
"8045_203";"29.08.2019 00:00:00";893;9167
"8045_203_Nord";"29.08.2019 00:00:00";454;58334
"8045_203_Süd";"29.08.2019 00:00:00";439;33334
"8051_101";"29.08.2019 00:00:00";1492;4995
"8051_101_Nord";"29.08.2019 00:00:00";702;7505
"8051_101_Süd";"29.08.2019 00:00:00";789;75
"8055_108_Nord_bis20210121";"29.08.2019 00:00:00";463;2879
"8055_108_Süd_bis20210121";"29.08.2019 00:00:00";490;16846
"8010_205";"30.08.2019 00:00:00";816;25
"8010_209";"30.08.2019 00:00:00";655;7083
"8010_214";"30.08.2019 00:00:00";984;5833
"8010_202_Nord";"30.08.2019 00:00:00";335;12546
"8010_205_Ost";"30.08.2019 00:00:00";397;33334
"8010_205_West";"30.08.2019 00:00:00";418;91666
"8010_209_Ost";"30.08.2019 00:00:00";290;33334
"8010_209_West";"30.08.2019 00:00:00";365;375
"8010_213_Ost";"30.08.2019 00:00:00";713;8333
"8010_214_Nord";"30.08.2019 00:00:00";507;79166
"8010_214_Süd";"30.08.2019 00:00:00";476;79166
"8020_102";"30.08.2019 00:00:00";1547;2885
"8020_103";"30.08.2019 00:00:00";1767;5454
"8020_107";"30.08.2019 00:00:00";1063;7921
"8020_102_Nord";"30.08.2019 00:00:00";789;6236
"8020_102_Süd";"30.08.2019 00:00:00";757;6648
"8020_103_Nord";"30.08.2019 00:00:00";926;9583
"8020_103_Süd";"30.08.2019 00:00:00";840;58704
"8020_107_Nord";"30.08.2019 00:00:00";603;5421
"8020_107_Süd";"30.08.2019 00:00:00";460;25
"8041_218";"30.08.2019 00:00:00";499;20834
"8041_221";"30.08.2019 00:00:00";1117;9166
"8041_218_Nord";"30.08.2019 00:00:00";209;95833
"8041_218_Süd";"30.08.2019 00:00:00";244;79167
"8041_221_Ost";"30.08.2019 00:00:00";643;5
"8041_221_West";"30.08.2019 00:00:00";474;41666
"8045_203";"30.08.2019 00:00:00";887;2917
"8045_203_Nord";"30.08.2019 00:00:00";450;75
"8045_203_Süd";"30.08.2019 00:00:00";436;54166
"8051_101";"30.08.2019 00:00:00";1532;8329
"8051_101_Nord";"30.08.2019 00:00:00";716;4579
"8051_101_Süd";"30.08.2019 00:00:00";815;62634
"8055_108_Nord_bis20210121";"30.08.2019 00:00:00";463;768
"8055_108_Süd_bis20210121";"30.08.2019 00:00:00";501;2402
"8010_205";"31.08.2019 00:00:00";813;4167
"8010_209";"31.08.2019 00:00:00";638;9583
"8010_214";"31.08.2019 00:00:00";963;9167
"8010_202_Nord";"31.08.2019 00:00:00";383;7861
"8010_205_Ost";"31.08.2019 00:00:00";379;5
"8010_205_West";"31.08.2019 00:00:00";433;91666
"8010_209_Ost";"31.08.2019 00:00:00";278;45834
"8010_209_West";"31.08.2019 00:00:00";360;5
"8010_213_Ost";"31.08.2019 00:00:00";742;875
"8010_214_Nord";"31.08.2019 00:00:00";506;83334
"8010_214_Süd";"31.08.2019 00:00:00";457;8334
"8020_102";"31.08.2019 00:00:00";1493;3792
"8020_103";"31.08.2019 00:00:00";1703;9135
"8020_107";"31.08.2019 00:00:00";1112;164
"8020_102_Nord";"31.08.2019 00:00:00";754;794
"8020_102_Süd";"31.08.2019 00:00:00";738;5852
"8020_103_Nord";"31.08.2019 00:00:00";883;91296
"8020_103_Süd";"31.08.2019 00:00:00";820;5
"8020_107_Nord";"31.08.2019 00:00:00";628;95557
"8020_107_Süd";"31.08.2019 00:00:00";483;20834
"8041_218";"31.08.2019 00:00:00";534;7083
"8041_221";"31.08.2019 00:00:00";1148;6666
"8041_218_Nord";"31.08.2019 00:00:00";236;0
