"Name";"Time";"Q@KFZ";
"8010_214_Süd";"17.08.2018 00:00:00";413;20834
"8020_102";"17.08.2018 00:00:00";1363;3319
"8020_103";"17.08.2018 00:00:00";1538;454
"8020_107";"17.08.2018 00:00:00";1003;6648
"8020_102_Nord";"17.08.2018 00:00:00";697;5398
"8020_102_Süd";"17.08.2018 00:00:00";665;7921
"8020_103_Nord";"17.08.2018 00:00:00";791;7384
"8020_103_Süd";"17.08.2018 00:00:00";746;30695
"8020_107_Nord";"17.08.2018 00:00:00";555;707
"8020_107_Süd";"17.08.2018 00:00:00";447;95786
"8041_218";"17.08.2018 00:00:00";492;5
"8041_221";"17.08.2018 00:00:00";1236;0
"8041_218_Nord";"17.08.2018 00:00:00";-1;0
"8041_218_Süd";"17.08.2018 00:00:00";-1;0
"8041_221_Ost";"17.08.2018 00:00:00";606;3333
"8041_221_West";"17.08.2018 00:00:00";629;6667
"8045_203";"17.08.2018 00:00:00";850;2917
"8045_203_Nord";"17.08.2018 00:00:00";436;4166
"8045_203_Süd";"17.08.2018 00:00:00";414;25
"8051_101";"17.08.2018 00:00:00";1327;3334
"8051_101_Nord";"17.08.2018 00:00:00";611;25
"8051_101_Süd";"17.08.2018 00:00:00";716;833
"8055_108_Nord_bis20210121";"17.08.2018 00:00:00";429;54166
"8055_108_Süd_bis20210121";"17.08.2018 00:00:00";456;16666
"8010_205";"18.08.2018 00:00:00";723;9583
"8010_209";"18.08.2018 00:00:00";785;5417
"8010_214";"18.08.2018 00:00:00";756;417
"8010_202_Nord";"18.08.2018 00:00:00";371;7912
"8010_205_Ost";"18.08.2018 00:00:00";346;75
"8010_205_West";"18.08.2018 00:00:00";377;20834
"8010_209_Ost";"18.08.2018 00:00:00";377;5
"8010_209_West";"18.08.2018 00:00:00";408;4166
"8010_213_Ost";"18.08.2018 00:00:00";599;7917
"8010_214_Nord";"18.08.2018 00:00:00";346;4166
"8010_214_Süd";"18.08.2018 00:00:00";410;0
"8020_102";"18.08.2018 00:00:00";1373;5398
"8020_103";"18.08.2018 00:00:00";1541;1588
"8020_107";"18.08.2018 00:00:00";1001;43
"8020_102_Nord";"18.08.2018 00:00:00";711;833
"8020_102_Süd";"18.08.2018 00:00:00";662;4565
"8020_103_Nord";"18.08.2018 00:00:00";788;46576
"8020_103_Süd";"18.08.2018 00:00:00";752;69305
"8020_107_Nord";"18.08.2018 00:00:00";560;9171
"8020_107_Süd";"18.08.2018 00:00:00";440;12592
"8041_218";"18.08.2018 00:00:00";471;33334
"8041_221";"18.08.2018 00:00:00";1221;6666
"8041_218_Nord";"18.08.2018 00:00:00";-1;0
"8041_218_Süd";"18.08.2018 00:00:00";-1;0
"8041_221_Ost";"18.08.2018 00:00:00";610;125
"8041_221_West";"18.08.2018 00:00:00";611;5417
"8045_203";"18.08.2018 00:00:00";834;2083
"8045_203_Nord";"18.08.2018 00:00:00";433;95834
"8045_203_Süd";"18.08.2018 00:00:00";400;25
"8051_101";"18.08.2018 00:00:00";1305;5416
"8051_101_Nord";"18.08.2018 00:00:00";605;8333
"8051_101_Süd";"18.08.2018 00:00:00";699;7083
"8055_108_Nord_bis20210121";"18.08.2018 00:00:00";420;79166
"8055_108_Süd_bis20210121";"18.08.2018 00:00:00";466;41666
"8010_205";"19.08.2018 00:00:00";498;41666
"8010_209";"19.08.2018 00:00:00";555;2083
"8010_214";"19.08.2018 00:00:00";511;8334
"8010_202_Nord";"19.08.2018 00:00:00";276;45694
"8010_205_Ost";"19.08.2018 00:00:00";249;58333
"8010_205_West";"19.08.2018 00:00:00";248;83333
"8010_209_Ost";"19.08.2018 00:00:00";267;66666
"8010_209_West";"19.08.2018 00:00:00";287;54166
"8010_213_Ost";"19.08.2018 00:00:00";439;58334
"8010_214_Nord";"19.08.2018 00:00:00";234;5
"8010_214_Süd";"19.08.2018 00:00:00";276;58334
"8020_102";"19.08.2018 00:00:00";1077;251
"8020_103";"19.08.2018 00:00:00";1178;5643
"8020_107";"19.08.2018 00:00:00";727;6648
"8020_102_Nord";"19.08.2018 00:00:00";548;9579
"8020_102_Süd";"19.08.2018 00:00:00";528;293
"8020_103_Nord";"19.08.2018 00:00:00";588;16296
"8020_103_Süd";"19.08.2018 00:00:00";590;40137
"8020_107_Nord";"19.08.2018 00:00:00";417;70786
"8020_107_Süd";"19.08.2018 00:00:00";309;95694
"8041_218";"19.08.2018 00:00:00";339;8334
"8041_221";"19.08.2018 00:00:00";780;6667
"8041_218_Nord";"19.08.2018 00:00:00";-1;0
"8041_218_Süd";"19.08.2018 00:00:00";-1;0
"8041_221_Ost";"19.08.2018 00:00:00";385;125
"8041_221_West";"19.08.2018 00:00:00";395;54166
"8045_203";"19.08.2018 00:00:00";635;5417
"8045_203_Nord";"19.08.2018 00:00:00";333;83334
"8045_203_Süd";"19.08.2018 00:00:00";301;70834
"8051_101";"19.08.2018 00:00:00";996;125
"8051_101_Nord";"19.08.2018 00:00:00";443;66666
"8051_101_Süd";"19.08.2018 00:00:00";552;4583
"8055_108_Nord_bis20210121";"19.08.2018 00:00:00";315;70834
"8055_108_Süd_bis20210121";"19.08.2018 00:00:00";319;54166
"8010_205";"20.08.2018 00:00:00";432;5
"8010_209";"20.08.2018 00:00:00";514;4167
"8010_214";"20.08.2018 00:00:00";445;41666
"8010_202_Nord";"20.08.2018 00:00:00";178;4611
"8010_205_Ost";"20.08.2018 00:00:00";222;20833
"8010_205_West";"20.08.2018 00:00:00";210;29167
"8010_209_Ost";"20.08.2018 00:00:00";253;5
"8010_209_West";"20.08.2018 00:00:00";260;91666
"8010_213_Ost";"20.08.2018 00:00:00";382;125
"8010_214_Nord";"20.08.2018 00:00:00";213;95833
"8010_214_Süd";"20.08.2018 00:00:00";231;45833
"8020_102";"20.08.2018 00:00:00";897;412
"8020_103";"20.08.2018 00:00:00";1113;4398
"8020_107";"20.08.2018 00:00:00";578;2921
"8020_102_Nord";"20.08.2018 00:00:00";440;70834
"8020_102_Süd";"20.08.2018 00:00:00";456;33286
"8020_103_Nord";"20.08.2018 00:00:00";575;759
"8020_103_Süd";"20.08.2018 00:00:00";538;3639
"8020_107_Nord";"20.08.2018 00:00:00";331;4588
"8020_107_Süd";"20.08.2018 00:00:00";246;83333
"8041_218";"20.08.2018 00:00:00";263;0
"8041_221";"20.08.2018 00:00:00";703;2917
"8041_218_Nord";"20.08.2018 00:00:00";-1;0
"8041_218_Süd";"20.08.2018 00:00:00";-1;0
"8041_221_Ost";"20.08.2018 00:00:00";322;45834
"8041_221_West";"20.08.2018 00:00:00";380;83334
"8045_203";"20.08.2018 00:00:00";505;20834
"8045_203_Nord";"20.08.2018 00:00:00";251;45833
"8045_203_Süd";"20.08.2018 00:00:00";253;75
"8051_101";"20.08.2018 00:00:00";823;625
"8051_101_Nord";"20.08.2018 00:00:00";376;25
"8051_101_Süd";"20.08.2018 00:00:00";447;375
"8055_108_Nord_bis20210121";"20.08.2018 00:00:00";262;29166
"8055_108_Süd_bis20210121";"20.08.2018 00:00:00";267;125
"8010_205";"21.08.2018 00:00:00";781;7083
"8010_209";"21.08.2018 00:00:00";808;875
"8010_214";"21.08.2018 00:00:00";806;417
"8010_202_Nord";"21.08.2018 00:00:00";380;12268
"8010_205_Ost";"21.08.2018 00:00:00";372;8334
"8010_205_West";"21.08.2018 00:00:00";409;625
"8010_209_Ost";"21.08.2018 00:00:00";391;79166
"8010_209_West";"21.08.2018 00:00:00";417;8334
"8010_213_Ost";"21.08.2018 00:00:00";602;875
"8010_214_Nord";"21.08.2018 00:00:00";373;54166
"8010_214_Süd";"21.08.2018 00:00:00";432;5
"8020_102";"21.08.2018 00:00:00";1383;5431
"8020_103";"21.08.2018 00:00:00";1589;5454
"8020_107";"21.08.2018 00:00:00";1050;461
"8020_102_Nord";"21.08.2018 00:00:00";718;9176
"8020_102_Süd";"21.08.2018 00:00:00";664;6255
"8020_103_Nord";"21.08.2018 00:00:00";833;5037
"8020_103_Süd";"21.08.2018 00:00:00";756;417
"8020_107_Nord";"21.08.2018 00:00:00";575;4593
"8020_107_Süd";"21.08.2018 00:00:00";475;186
"8041_218";"21.08.2018 00:00:00";504;91666
"8041_221";"21.08.2018 00:00:00";1315;75
"8041_218_Nord";"21.08.2018 00:00:00";-1;0
"8041_218_Süd";"21.08.2018 00:00:00";-1;0
"8041_221_Ost";"21.08.2018 00:00:00";635;875
"8041_221_West";"21.08.2018 00:00:00";679;875
"8045_203";"21.08.2018 00:00:00";857;1667
"8045_203_Nord";"21.08.2018 00:00:00";434;91666
"8045_203_Süd";"21.08.2018 00:00:00";422;25
"8051_101";"21.08.2018 00:00:00";1336;5416
"8051_101_Nord";"21.08.2018 00:00:00";635;4167
"8051_101_Süd";"21.08.2018 00:00:00";701;125
"8055_108_Nord_bis20210121";"21.08.2018 00:00:00";444;91666
"8055_108_Süd_bis20210121";"21.08.2018 00:00:00";458;91666
"8010_205";"22.08.2018 00:00:00";679;9546
"8010_209";"22.08.2018 00:00:00";697;4778
"8010_214";"22.08.2018 00:00:00";781;59796
"8010_202_Nord";"22.08.2018 00:00:00";348;635
"8010_205_Ost";"22.08.2018 00:00:00";327;45438
"8010_205_West";"22.08.2018 00:00:00";352;4999
"8010_209_Ost";"22.08.2018 00:00:00";339;61752
"8010_209_West";"22.08.2018 00:00:00";357;86017
"8010_213_Ost";"22.08.2018 00:00:00";521;98065
"8010_214_Nord";"22.08.2018 00:00:00";361;23453
"8010_214_Süd";"22.08.2018 00:00:00";420;3634
"8020_102";"22.08.2018 00:00:00";1449;1871
"8020_103";"22.08.2018 00:00:00";1402;8588
"8020_107";"22.08.2018 00:00:00";956;3614
"8020_102_Nord";"22.08.2018 00:00:00";837;40173
"8020_102_Süd";"22.08.2018 00:00:00";611;7853
"8020_103_Nord";"22.08.2018 00:00:00";792;76794
"8020_103_Süd";"22.08.2018 00:00:00";652;5901
"8020_107_Nord";"22.08.2018 00:00:00";506;9711
"8020_107_Süd";"22.08.2018 00:00:00";423;76505
"8041_218";"22.08.2018 00:00:00";460;51855
"8041_221";"22.08.2018 00:00:00";1220;6217
"8041_218_Nord";"22.08.2018 00:00:00";-1;0
"8041_218_Süd";"22.08.2018 00:00:00";-1;0
"8041_221_Ost";"22.08.2018 00:00:00";607;5228
"8041_221_West";"22.08.2018 00:00:00";613;99
"8045_203";"22.08.2018 00:00:00";778;2732
"8045_203_Nord";"22.08.2018 00:00:00";414;2352
"8045_203_Süd";"22.08.2018 00:00:00";364;379
"8051_101";"22.08.2018 00:00:00";1186;53
"8051_101_Nord";"22.08.2018 00:00:00";536;909
"8051_101_Süd";"22.08.2018 00:00:00";649;14386
"8055_108_Nord_bis20210121";"22.08.2018 00:00:00";380;4891
"8055_108_Süd_bis20210121";"22.08.2018 00:00:00";399;48904
"8010_205";"23.08.2018 00:00:00";795;1667
"8010_209";"23.08.2018 00:00:00";817;375
"8010_214";"23.08.2018 00:00:00";823;9167
"8010_202_Nord";"23.08.2018 00:00:00";386;54166
"8010_205_Ost";"23.08.2018 00:00:00";378;16666
"8010_205_West";"23.08.2018 00:00:00";417;0
"8010_209_Ost";"23.08.2018 00:00:00";395;875
"8010_209_West";"23.08.2018 00:00:00";421;5
"8010_213_Ost";"23.08.2018 00:00:00";600;3333
"8010_214_Nord";"23.08.2018 00:00:00";370;83334
"8010_214_Süd";"23.08.2018 00:00:00";453;8334
"8020_102";"23.08.2018 00:00:00";1590;6648
"8020_103";"23.08.2018 00:00:00";1530;1782
"8020_107";"23.08.2018 00:00:00";1009;417
"8020_102_Nord";"23.08.2018 00:00:00";893;4565
"8020_102_Süd";"23.08.2018 00:00:00";697;2083
"8020_103_Nord";"23.08.2018 00:00:00";771;1176
"8020_103_Süd";"23.08.2018 00:00:00";759;6067
"8020_107_Nord";"23.08.2018 00:00:00";564;6255
"8020_107_Süd";"23.08.2018 00:00:00";444;4162
"8041_218";"23.08.2018 00:00:00";498;45834
"8041_221";"23.08.2018 00:00:00";1353;4166
"8041_218_Nord";"23.08.2018 00:00:00";-1;0
"8041_218_Süd";"23.08.2018 00:00:00";-1;0
"8041_221_Ost";"23.08.2018 00:00:00";668;7917
"8041_221_West";"23.08.2018 00:00:00";684;625
"8045_203";"23.08.2018 00:00:00";874;9167
"8045_203_Nord";"23.08.2018 00:00:00";440;54166
"8045_203_Süd";"23.08.2018 00:00:00";434;375
"8051_101";"23.08.2018 00:00:00";1343;625
"8051_101_Nord";"23.08.2018 00:00:00";600;4167
"8051_101_Süd";"23.08.2018 00:00:00";743;2083
"8055_108_Nord_bis20210121";"23.08.2018 00:00:00";420;0
"8055_108_Süd_bis20210121";"23.08.2018 00:00:00";446;8334
"8010_205";"24.08.2018 00:00:00";772;9583
"8010_209";"24.08.2018 00:00:00";822;5417
"8010_214";"24.08.2018 00:00:00";839;7917
"8010_202_Nord";"24.08.2018 00:00:00";385;41483
"8010_205_Ost";"24.08.2018 00:00:00";366;875
"8010_205_West";"24.08.2018 00:00:00";406;8334
"8010_209_Ost";"24.08.2018 00:00:00";395;91666
"8010_209_West";"24.08.2018 00:00:00";426;625
"8010_213_Ost";"24.08.2018 00:00:00";610;9583
"8010_214_Nord";"24.08.2018 00:00:00";388;95834
"8010_214_Süd";"24.08.2018 00:00:00";450;83334
"8020_102";"24.08.2018 00:00:00";1489;9592
"8020_103";"24.08.2018 00:00:00";1552;5565
"8020_107";"24.08.2018 00:00:00";1032;831
"8020_102_Nord";"24.08.2018 00:00:00";813;3338
"8020_102_Süd";"24.08.2018 00:00:00";676;6255
"8020_103_Nord";"24.08.2018 00:00:00";798;6324
"8020_103_Süd";"24.08.2018 00:00:00";753;9241
"8020_107_Nord";"24.08.2018 00:00:00";574;2903
"8020_107_Süd";"24.08.2018 00:00:00";458;54074
"8041_218";"24.08.2018 00:00:00";529;875
"8041_221";"24.08.2018 00:00:00";1410;25
"8041_218_Nord";"24.08.2018 00:00:00";-1;0
"8041_218_Süd";"24.08.2018 00:00:00";-1;0
"8041_221_Ost";"24.08.2018 00:00:00";684;7917
"8041_221_West";"24.08.2018 00:00:00";725;4583
"8045_203";"24.08.2018 00:00:00";869;5
"8045_203_Nord";"24.08.2018 00:00:00";444;625
"8045_203_Süd";"24.08.2018 00:00:00";424;875
"8051_101";"24.08.2018 00:00:00";1347;375
"8051_101_Nord";"24.08.2018 00:00:00";629;3333
"8051_101_Süd";"24.08.2018 00:00:00";718;417
"8055_108_Nord_bis20210121";"24.08.2018 00:00:00";408;36755
"8055_108_Süd_bis20210121";"24.08.2018 00:00:00";445;11755
"8010_205";"25.08.2018 00:00:00";793;1667
"8010_209";"25.08.2018 00:00:00";817;75
"8010_214";"25.08.2018 00:00:00";820;4167
"8010_202_Nord";"25.08.2018 00:00:00";417;41852
"8010_205_Ost";"25.08.2018 00:00:00";381;25
"8010_205_West";"25.08.2018 00:00:00";411;91666
"8010_209_Ost";"25.08.2018 00:00:00";394;20834
"8010_209_West";"25.08.2018 00:00:00";423;54166
"8010_213_Ost";"25.08.2018 00:00:00";652;625
"8010_214_Nord";"25.08.2018 00:00:00";374;75
"8010_214_Süd";"25.08.2018 00:00:00";445;66666
"8020_102";"25.08.2018 00:00:00";1441;4574
"8020_103";"25.08.2018 00:00:00";1577;8069
"8020_107";"25.08.2018 00:00:00";1039;3755
"8020_102_Nord";"25.08.2018 00:00:00";733;3324
"8020_102_Süd";"25.08.2018 00:00:00";708;125
"8020_103_Nord";"25.08.2018 00:00:00";812;4773
"8020_103_Süd";"25.08.2018 00:00:00";765;32965
"8020_107_Nord";"25.08.2018 00:00:00";582;8343
"8020_107_Süd";"25.08.2018 00:00:00";456;5412
"8041_218";"25.08.2018 00:00:00";526;9167
"8041_221";"25.08.2018 00:00:00";1367;125
"8041_218_Nord";"25.08.2018 00:00:00";-1;0
"8041_218_Süd";"25.08.2018 00:00:00";-1;0
"8041_221_Ost";"25.08.2018 00:00:00";677;1667
"8041_221_West";"25.08.2018 00:00:00";689;9583
"8045_203";"25.08.2018 00:00:00";852;2917
"8045_203_Nord";"25.08.2018 00:00:00";439;4166
"8045_203_Süd";"25.08.2018 00:00:00";413;25
"8051_101";"25.08.2018 00:00:00";1337;9584
"8051_101_Nord";"25.08.2018 00:00:00";609;1667
"8051_101_Süd";"25.08.2018 00:00:00";728;7917
"8055_108_Nord_bis20210121";"25.08.2018 00:00:00";441;58334
"8055_108_Süd_bis20210121";"25.08.2018 00:00:00";468;75
"8010_205";"26.08.2018 00:00:00";539;4167
"8010_209";"26.08.2018 00:00:00";596;0
"8010_214";"26.08.2018 00:00:00";599;6667
"8010_202_Nord";"26.08.2018 00:00:00";339;5412
"8010_205_Ost";"26.08.2018 00:00:00";267;33334
"8010_205_West";"26.08.2018 00:00:00";272;8334
"8010_209_Ost";"26.08.2018 00:00:00";290;33334
"8010_209_West";"26.08.2018 00:00:00";305;66666
"8010_213_Ost";"26.08.2018 00:00:00";524;25
"8010_214_Nord";"26.08.2018 00:00:00";275;95834
"8010_214_Süd";"26.08.2018 00:00:00";323;70834
"8020_102";"26.08.2018 00:00:00";1102;6666
"8020_103";"26.08.2018 00:00:00";1260;125
"8020_107";"26.08.2018 00:00:00";777;5852
"8020_102_Nord";"26.08.2018 00:00:00";563;6676
"8020_102_Süd";"26.08.2018 00:00:00";538;9991
"8020_103_Nord";"26.08.2018 00:00:00";631;31067
"8020_103_Süd";"26.08.2018 00:00:00";628;81433
"8020_107_Nord";"26.08.2018 00:00:00";448;8338
"8020_107_Süd";"26.08.2018 00:00:00";328;7514
"8041_218";"26.08.2018 00:00:00";415;20834
"8041_221";"26.08.2018 00:00:00";903;7083
"8041_218_Nord";"26.08.2018 00:00:00";-1;0
"8041_218_Süd";"26.08.2018 00:00:00";-1;0
"8041_221_Ost";"26.08.2018 00:00:00";443;54166
"8041_221_West";"26.08.2018 00:00:00";460;16666
"8045_203";"26.08.2018 00:00:00";595;1667
"8045_203_Nord";"26.08.2018 00:00:00";306;125
"8045_203_Süd";"26.08.2018 00:00:00";289;4166
"8051_101";"26.08.2018 00:00:00";997;2917
"8051_101_Nord";"26.08.2018 00:00:00";440;375
"8051_101_Süd";"26.08.2018 00:00:00";556;9167
"8055_108_Nord_bis20210121";"26.08.2018 00:00:00";313;5
"8055_108_Süd_bis20210121";"26.08.2018 00:00:00";342;58334
"8010_205";"27.08.2018 00:00:00";429;91666
"8010_209";"27.08.2018 00:00:00";528;7917
"8010_214";"27.08.2018 00:00:00";425;54166
"8010_202_Nord";"27.08.2018 00:00:00";217;2088
"8010_205_Ost";"27.08.2018 00:00:00";216;125
"8010_205_West";"27.08.2018 00:00:00";213;79167
"8010_209_Ost";"27.08.2018 00:00:00";262;25
"8010_209_West";"27.08.2018 00:00:00";266;54166
"8010_213_Ost";"27.08.2018 00:00:00";414;5
"8010_214_Nord";"27.08.2018 00:00:00";207;83333
"8010_214_Süd";"27.08.2018 00:00:00";217;70833
"8020_102";"27.08.2018 00:00:00";839;91943
"8020_103";"27.08.2018 00:00:00";1098;5153
"8020_107";"27.08.2018 00:00:00";571;2912
"8020_102_Nord";"27.08.2018 00:00:00";418;186
"8020_102_Süd";"27.08.2018 00:00:00";421;9176
"8020_103_Nord";"27.08.2018 00:00:00";570;91296
"8020_103_Süd";"27.08.2018 00:00:00";527;6023
"8020_107_Nord";"27.08.2018 00:00:00";328;5412
"8020_107_Süd";"27.08.2018 00:00:00";242;75
"8041_218";"27.08.2018 00:00:00";238;4167
"8041_221";"27.08.2018 00:00:00";608;375
"8041_218_Nord";"27.08.2018 00:00:00";-1;0
"8041_218_Süd";"27.08.2018 00:00:00";-1;0
"8041_221_Ost";"27.08.2018 00:00:00";272;625
"8041_221_West";"27.08.2018 00:00:00";335;75
"8045_203";"27.08.2018 00:00:00";463;83334
"8045_203_Nord";"27.08.2018 00:00:00";232;125
"8045_203_Süd";"27.08.2018 00:00:00";231;70833
"8051_101";"27.08.2018 00:00:00";734;2917
"8051_101_Nord";"27.08.2018 00:00:00";338;20834
"8051_101_Süd";"27.08.2018 00:00:00";396;8334
"8055_108_Nord_bis20210121";"27.08.2018 00:00:00";247;75
"8055_108_Süd_bis20210121";"27.08.2018 00:00:00";249;33333
"8010_205";"28.08.2018 00:00:00";789;5417
"8010_209";"28.08.2018 00:00:00";831;4167
"8010_214";"28.08.2018 00:00:00";816;417
"8010_202_Nord";"28.08.2018 00:00:00";402;20972
"8010_205_Ost";"28.08.2018 00:00:00";375;33334
"8010_205_West";"28.08.2018 00:00:00";414;20834
"8010_209_Ost";"28.08.2018 00:00:00";395;41666
"8010_209_West";"28.08.2018 00:00:00";436;0
"8010_213_Ost";"28.08.2018 00:00:00";620;4583
"8010_214_Nord";"28.08.2018 00:00:00";377;0
"8010_214_Süd";"28.08.2018 00:00:00";439;4166
"8020_102";"28.08.2018 00:00:00";1496;5356
"8020_103";"28.08.2018 00:00:00";1645;829
"8020_107";"28.08.2018 00:00:00";1079;1643
"8020_102_Nord";"28.08.2018 00:00:00";768;787
"8020_102_Süd";"28.08.2018 00:00:00";728;457
"8020_103_Nord";"28.08.2018 00:00:00";846;1171
"8020_103_Süd";"28.08.2018 00:00:00";798;96576
"8020_107_Nord";"28.08.2018 00:00:00";594;9153
"8020_107_Süd";"28.08.2018 00:00:00";484;24908
"8041_218";"28.08.2018 00:00:00";517;1667
"8041_221";"28.08.2018 00:00:00";1355;8334
"8041_218_Nord";"28.08.2018 00:00:00";-1;0
"8041_218_Süd";"28.08.2018 00:00:00";-1;0
"8041_221_Ost";"28.08.2018 00:00:00";659;833
"8041_221_West";"28.08.2018 00:00:00";696;75
"8045_203";"28.08.2018 00:00:00";874;9167
"8045_203_Nord";"28.08.2018 00:00:00";446;8334
"8045_203_Süd";"28.08.2018 00:00:00";428;83334
"8051_101";"28.08.2018 00:00:00";1433;875
"8051_101_Nord";"28.08.2018 00:00:00";673;375
"8051_101_Süd";"28.08.2018 00:00:00";760;5
"8055_108_Nord_bis20210121";"28.08.2018 00:00:00";449;66666
"8055_108_Süd_bis20210121";"28.08.2018 00:00:00";473;33334
"8010_205";"29.08.2018 00:00:00";798;4583
"8010_209";"29.08.2018 00:00:00";816;9583
"8010_214";"29.08.2018 00:00:00";824;75
"8010_202_Nord";"29.08.2018 00:00:00";415;49722
"8010_205_Ost";"29.08.2018 00:00:00";387;66666
"8010_205_West";"29.08.2018 00:00:00";410;79166
"8010_209_Ost";"29.08.2018 00:00:00";388;20834
"8010_209_West";"29.08.2018 00:00:00";428;75
"8010_213_Ost";"29.08.2018 00:00:00";612;4583
"8010_214_Nord";"29.08.2018 00:00:00";375;29062
"8010_214_Süd";"29.08.2018 00:00:00";449;45834
"8020_102";"29.08.2018 00:00:00";1581;408
"8020_103";"29.08.2018 00:00:00";1721;5
"8020_107";"29.08.2018 00:00:00";1080;8783
"8020_102_Nord";"29.08.2018 00:00:00";815;8352
"8020_102_Süd";"29.08.2018 00:00:00";765;20557
"8020_103_Nord";"29.08.2018 00:00:00";894;28424
"8020_103_Süd";"29.08.2018 00:00:00";826;7162
"8020_107_Nord";"29.08.2018 00:00:00";601;62683
"8020_107_Süd";"29.08.2018 00:00:00";479;2514
"8041_218";"29.08.2018 00:00:00";509;16666
"8041_221";"29.08.2018 00:00:00";1347;1666
"8041_218_Nord";"29.08.2018 00:00:00";-1;0
"8041_218_Süd";"29.08.2018 00:00:00";-1;0
"8041_221_Ost";"29.08.2018 00:00:00";663;833
"8041_221_West";"29.08.2018 00:00:00";684;833
"8045_203";"29.08.2018 00:00:00";877;5417
"8045_203_Nord";"29.08.2018 00:00:00";453;0
"8045_203_Süd";"29.08.2018 00:00:00";424;54166
"8051_101";"29.08.2018 00:00:00";1500;416
"8051_101_Nord";"29.08.2018 00:00:00";719;375
"8051_101_Süd";"29.08.2018 00:00:00";780;6667
"8055_108_Nord_bis20210121";"29.08.2018 00:00:00";441;625
"8055_108_Süd_bis20210121";"29.08.2018 00:00:00";470;91666
"8010_205";"30.08.2018 00:00:00";803;75
"8010_209";"30.08.2018 00:00:00";833;5
"8010_214";"30.08.2018 00:00:00";789;1667
"8010_202_Nord";"30.08.2018 00:00:00";413;4214
"8010_205_Ost";"30.08.2018 00:00:00";387;58334
"8010_205_West";"30.08.2018 00:00:00";416;16666
"8010_209_Ost";"30.08.2018 00:00:00";399;70834
"8010_209_West";"30.08.2018 00:00:00";433;79166
"8010_213_Ost";"30.08.2018 00:00:00";633;4583
"8010_214_Nord";"30.08.2018 00:00:00";363;29166
"8010_214_Süd";"30.08.2018 00:00:00";425;875
"8020_102";"30.08.2018 00:00:00";1623;5824
"8020_103";"30.08.2018 00:00:00";1704;5491
"8020_107";"30.08.2018 00:00:00";1071;4148
"8020_102_Nord";"30.08.2018 00:00:00";809;6653
"8020_102_Süd";"30.08.2018 00:00:00";813;9171
"8020_103_Nord";"30.08.2018 00:00:00";873;18567
"8020_103_Süd";"30.08.2018 00:00:00";831;3634
"8020_107_Nord";"30.08.2018 00:00:00";595;1657
"8020_107_Süd";"30.08.2018 00:00:00";476;24908
"8041_218";"30.08.2018 00:00:00";507;70834
"8041_221";"30.08.2018 00:00:00";1328;1666
"8041_218_Nord";"30.08.2018 00:00:00";-1;0
"8041_218_Süd";"30.08.2018 00:00:00";-1;0
"8041_221_Ost";"30.08.2018 00:00:00";656;5
"8041_221_West";"30.08.2018 00:00:00";671;6667
"8045_203";"30.08.2018 00:00:00";871;375
"8045_203_Nord";"30.08.2018 00:00:00";443;16666
"8045_203_Süd";"30.08.2018 00:00:00";428;20834
"8051_101";"30.08.2018 00:00:00";1511;1666
"8051_101_Nord";"30.08.2018 00:00:00";707;833
"8051_101_Süd";"30.08.2018 00:00:00";804;833
"8055_108_Nord_bis20210121";"30.08.2018 00:00:00";442;33334
"8055_108_Süd_bis20210121";"30.08.2018 00:00:00";474;125
"8010_205";"31.08.2018 00:00:00";819;833
"8010_209";"31.08.2018 00:00:00";829;9167
"8010_214";"31.08.2018 00:00:00";831;625
"8010_202_Nord";"31.08.2018 00:00:00";415;62686
"8010_205_Ost";"31.08.2018 00:00:00";393;95834
"8010_205_West";"31.08.2018 00:00:00";425;125
"8010_209_Ost";"31.08.2018 00:00:00";394;29166
"8010_209_West";"31.08.2018 00:00:00";435;625
"8010_213_Ost";"31.08.2018 00:00:00";666;9167
"8010_214_Nord";"31.08.2018 00:00:00";379;16666
"8010_214_Süd";"31.08.2018 00:00:00";452;45834
"8020_102";"31.08.2018 00:00:00";1652;9569
"8020_103";"31.08.2018 00:00:00";1778;8593
"8020_107";"31.08.2018 00:00:00";1093;2505
"8020_102_Nord";"31.08.2018 00:00:00";821;2477
"8020_102_Süd";"31.08.2018 00:00:00";831;7093
"8020_103_Nord";"31.08.2018 00:00:00";909;4162
"8020_103_Süd";"31.08.2018 00:00:00";869;44305
"8020_107_Nord";"31.08.2018 00:00:00";609;8759
"8020_107_Süd";"31.08.2018 00:00:00";483;37454
"8041_218";"31.08.2018 00:00:00";529;5833
"8041_221";"31.08.2018 00:00:00";1334;4584
"8041_218_Nord";"31.08.2018 00:00:00";-1;0
"8041_218_Süd";"31.08.2018 00:00:00";-1;0
"8041_221_Ost";"31.08.2018 00:00:00";655;125
"8041_221_West";"31.08.2018 00:00:00";679;3333
"8045_203";"31.08.2018 00:00:00";900;417
"8045_203_Nord";"31.08.2018 00:00:00";454;91666
"8045_203_Süd";"31.08.2018 00:00:00";445;125
"8051_101";"31.08.2018 00:00:00";1539;5416
"8051_101_Nord";"31.08.2018 00:00:00";709;3333
"8051_101_Süd";"31.08.2018 00:00:00";830;2083
"8055_108_Nord_bis20210121";"31.08.2018 00:00:00";458;16666
"8055_108_Süd_bis20210121";"31.08.2018 00:00:00";476;4166
"8010_205";"01.09.2018 00:00:00";845;875
